decision_key,category_key,icon,cost,fire_only_once,dlc_source
ENG_replace_government_in_australia_communism,ENG_move_to_secure_the_dominions,eng_install_government,50,yes,
ENG_impose_martial_law_on_new_zealand,ENG_move_to_secure_the_dominions,generic_civil_support,50,yes,
ENG_propaganda_campaigns_in_new_zealand,ENG_move_to_secure_the_dominions,eng_propaganda_campaigns,25,yes,
ENG_replace_government_in_new_zealand_fascism,ENG_move_to_secure_the_dominions,eng_install_government,50,yes,
ENG_replace_government_in_new_zealand_communism,ENG_move_to_secure_the_dominions,eng_install_government,50,yes,
ENG_imperial_conference_decision,ENG_imperial_conference_decision,generic_political_discourse,,yes,
ENG_discuss_imperial_defense,ENG_imperial_conference_decision,eng_trade_unions_support,50,yes,
ENG_discuss_imperial_trade,ENG_imperial_conference_decision,eng_trade_unions_support,50,yes,
ENG_discuss_imperial_economy,ENG_imperial_conference_decision,eng_trade_unions_support,50,yes,
ENG_discuss_appeasement,ENG_imperial_conference_decision,eng_trade_unions_support,50,yes,
ENG_discuss_imperial_federation,ENG_imperial_conference_decision,eng_imperial_federation,100,yes,
hold_blood_toil_tears_sweat_speech,political_actions,generic_political_discourse,50,yes,
hold_fight_on_the_beaches_speech,political_actions,generic_political_discourse,50,yes,
hold_this_was_their_finest_hour_speech,political_actions,generic_political_discourse,50,yes,
macdonald_proposal,political_actions,,50,yes,
ENG_invoke_the_alliance_of_1373,political_actions,generic_prepare_civil_war,100,,
ENG_request_azores_lease,political_actions,,50,yes,
ENG_abdication_crisis,political_actions,eng_abdication_crisis,,yes,
ENG_britain_demands_treaty_compliance,political_actions,generic_naval,,,
ENG_declare_american_monarchy,political_actions,eng_install_government,,yes,
ENG_install_american_monarchy,political_actions,eng_install_government,,yes,
ENG_create_pan_north_american_state,political_actions,eng_install_government,,yes,
operation_fork,operations,generic_operation,35,yes,
ENG_operation_valentine,operations,generic_operation,25,yes,Arms Against Tyranny
invade_ireland,operations,generic_operation,75,yes,
mers_el_kebir_raid,operations,generic_naval,100,yes,
ENG_demand_treaty_compliance,ENG_enforce_the_naval_treaties,eng_trade_unions_demand,50,,
EST_vaps_uprising,EST_vaps_revolt_category,GFX_decision_revolt,,yes,
EST_vaps_crackdown,EST_vaps_revolt_category,GFX_decision_oppression,,yes,
EST_divide_veterans_societies,EST_fight_vaps_decisions,,,yes,
EST_disrupt_vaps_recruitment,EST_fight_vaps_decisions,,,yes,
EST_crackdown_on_vaps,EST_fight_vaps_decisions,,,yes,
EST_put_vaps_leaders_on_trial,EST_fight_vaps_decisions,,,yes,
EST_launch_vaps_investigation,EST_fight_vaps_decisions,,,yes,
EST_anti_vaps_propaganda,EST_fight_vaps_decisions,,50,yes,
EST_delay_the_crackdown,EST_fight_vaps_decisions,,25,yes,
EST_stomp_the_vaps,march_through_estonia,GFX_decision_revolt,,yes,
EST_march_in_state,march_through_estonia,hol_draw_up_staff_plans,25,,
EST_march_in_FIN_state,EST_convert_FIN_cat,hol_draw_up_staff_plans,25,,
EST_march_in_FIN_capital,EST_convert_FIN_cat,hol_draw_up_staff_plans,25,,
ETH_defeat_italy,ETH_defeat_italy_category,GFX_decision_generic_prepare_civil_war,,yes,
ETH_coup_haile_selassie_imru,democratic_on_the_rise,GFX_decision_generic_prepare_civil_war,100,yes,
ETH_formal_request_to_host,governments_in_exile,GFX_decision_eng_trade_unions_support,150,yes,
ETH_false_flag_operation_decision,governments_in_exile,GFX_decision_generic_ignite_civil_war,,yes,
ETH_throw_grand_party_for_host,governments_in_exile,GFX_decision_gre_investment_decisions,,,
ETH_take_loans,governments_in_exile,GFX_decision_hol_attract_foreign_investors,50,,
ETH_fundraising_campaign_decision,governments_in_exile,GFX_decision_generic_fundraising,50,,
ETH_recruit_mercenaries_from_host,governments_in_exile,GFX_decision_generic_military,,,
ETH_recruit_aircrews_from_host,governments_in_exile,GFX_decision_generic_air,,,
ETH_recruit_merchant_marines_from_host,governments_in_exile,GFX_decision_generic_merge_plant_ship,,,
ETH_buy_rifles_from_host,governments_in_exile,GFX_decision_generic_prepare_civil_war,,,
ETH_buy_support_equipment_from_host,governments_in_exile,GFX_decision_generic_merge_plant_materiel,,,
ETH_buy_tanks_from_host,governments_in_exile,GFX_decision_generic_tank,,,No Step Back
ETH_disband_the_chitet,ETH_chitet_category,GFX_decision_ETH_chitet,0,,
ETH_host_country_decision,ETH_second_italo_ethiopian_war_category,generic_prepare_civil_war,0,,
ETH_buy_rifles,ETH_second_italo_ethiopian_war_category,generic_prepare_civil_war,50,,
ETH_buy_artillery,ETH_second_italo_ethiopian_war_category,generic_prepare_civil_war,50,,
ETH_buy_support_equipment,ETH_second_italo_ethiopian_war_category,generic_prepare_civil_war,50,,
ETH_buy_anti_tank_guns,ETH_second_italo_ethiopian_war_category,generic_prepare_civil_war,50,,
ETH_time_based_war_escalation_mission,ETH_second_italo_ethiopian_war_category,GFX_decision_generic_ignite_civil_war,,,
ITA_time_based_war_escalation_mission,ETH_second_italo_ethiopian_war_category,GFX_decision_generic_operation,,,By Blood Alone
ETH_christmas_offensive_mission,ETH_second_italo_ethiopian_war_category,GFX_decision_generic_prepare_civil_war,,yes,
ETH_hold_the_north_mission,ETH_second_italo_ethiopian_war_category,GFX_decision_border_war,,yes,
ETH_hold_the_south_mission,ETH_second_italo_ethiopian_war_category,GFX_decision_border_war,,yes,
ETH_hold_addis_ababa_mission,ETH_second_italo_ethiopian_war_category,GFX_decision_border_war,,yes,
ETH_conquer_addis_ababa_mission,ETH_second_italo_ethiopian_war_category,GFX_decision_generic_operation,,yes,
ETH_hold_harar_mission,ETH_second_italo_ethiopian_war_category,GFX_decision_generic_operation,,yes,
ETH_conquer_harar_mission,ETH_second_italo_ethiopian_war_category,GFX_decision_generic_operation,,yes,
ETH_set_up_gideon_force_decision,ETH_italian_occupation_category,GFX_decision_generic_army_support,25,yes,
ETH_build_local_resistance_force,ETH_italian_occupation_category,GFX_decision_revolt,,,
ETH_launch_large_scale_uprising,ETH_italian_occupation_category,GFX_decision_revolt,150,yes,
ETH_italian_uprising_warning_mission,ETH_italian_occupation_category,GFX_decision_revolt,,,
ETH_italian_control_mission,ETH_italian_occupation_category,GFX_decision_generic_operation,,,
ETH_support_resistance_decision,ETH_anti_colonialism_category,GFX_decision_generic_nationalism,,yes,
ETH_arm_resistance_decision,ETH_anti_colonialism_category,GFX_decision_generic_prepare_civil_war,,yes,
ETH_support_independence_decision,ETH_anti_colonialism_category,GFX_decision_eng_propaganda_campaigns,15,,
ETH_anti_colonialism_decision,ETH_anti_colonialism_category,GFX_decision_eng_propaganda_campaigns,15,yes,
ETH_demand_peace_decision,ETH_anti_colonialism_category,GFX_decision_generic_civil_support,100,yes,
ETH_electrify_state,ETH_improve_country_category,decision_generic_electricity,25,yes,
ETH_improve_communications_in_state,ETH_improve_country_category,GFX_decision_SOV_academy_of_sciences,15,,
ETH_invest_in_state_industry,ETH_improve_country_category,GFX_decision_generic_factory,15,yes,
ETH_local_development_state_grows_mission,ETH_improve_country_category,GFX_decision_generic_operation,,,
ETH_local_development_industry_grows_mission,ETH_improve_country_category,GFX_decision_generic_operation,,,
ETH_local_development_arms_industry_grows_mission,ETH_improve_country_category,GFX_decision_generic_operation,,,
ETH_local_development_improved_production_mission,ETH_improve_country_category,GFX_decision_generic_operation,,,
ETH_prospect_for_resources,ETH_improve_country_category,GFX_decision_generic_construction,25,yes,
ETH_japanese_industrial_investments_decision,ETH_improve_country_category,GFX_decision_generic_factory,50,yes,
ETH_japanese_dockyard_investments_decision,ETH_improve_country_category,GFX_decision_generic_naval,50,yes,
ETH_japanese_infrastructure_investments_decision,ETH_improve_country_category,GFX_decision_generic_construction,50,yes,
ETH_recall_balco_safo_decision,ETH_centralization_balance_of_power_category,GFX_decision_generic_military,10,yes,
ETH_bop_increase_mesafint_privileges,ETH_centralization_balance_of_power_category,GFX_decision_gre_investment_decisions,25,,
ETH_bop_increase_anarchist_influence,ETH_centralization_balance_of_power_category,GFX_decision_SOV_the_workers_dictatorship,25,,
ETH_bop_increase_communist_influence,ETH_centralization_balance_of_power_category,GFX_decision_SOV_secure_the_administration,25,,
ETH_bop_increase_the_power_of_the_mekwanint,ETH_centralization_balance_of_power_category,GFX_decision_gre_investment_decisions,25,,
ETH_retake_territory_mission,ETH_centralization_balance_of_power_category,GFX_decision_generic_operation,,,
ETH_Education_reform_decentralized_BoP,ETH_centralization_balance_of_power_category,GFX_decision_eng_trade_unions_support,25,yes,
ETH_Education_reform_centralized_BoP,ETH_centralization_balance_of_power_category,GFX_decision_eng_trade_unions_support,25,yes,
ETH_road_reform_local_BoP,ETH_centralization_balance_of_power_category,GFX_decision_rubber,25,yes,
ETH_road_reform_highways_BoP,ETH_centralization_balance_of_power_category,GFX_decision_rubber,25,yes,
ETH_officer_reforms_centralized_BoP,ETH_centralization_balance_of_power_category,GFX_decision_generic_army_support,25,yes,
ETH_officer_reforms_decentralized_BoP,ETH_centralization_balance_of_power_category,GFX_decision_generic_army_support,25,yes,
ETH_BoP_purge_communists,ETH_centralization_balance_of_power_category,GFX_decision_SOV_secure_the_administration,25,yes,
ETH_BoP_expand_red_guards,ETH_centralization_balance_of_power_category,GFX_decision_SOV_secure_the_administration,25,yes,
ETH_BoP_expand_black_lions,ETH_centralization_balance_of_power_category,GFX_decision_generic_civil_support,25,yes,
ETH_BoP_purge_anarchists,ETH_centralization_balance_of_power_category,GFX_decision_generic_civil_support,25,yes,
ETH_freedom_at_gunpoint_dynamic,ETH_freedom_at_gunpoint_category,GFX_decision_generic_prepare_civil_war,50,,
ETH_freedom_at_gunpoint_offer_peace,ETH_freedom_at_gunpoint_category,GFX_decision_generic_form_nation,50,,
ETH_take_DJI,ETH_exploit_french_weakness_category,GFX_decision_border_war,25,yes,
ETH_reintegrate_core,ETH_reintegrate_former_territory_category,GFX_decision_generic_form_nation,20,,
ETH_core_551,ethiopian_empire_decisions,GFX_decision_border_war,25,yes,
ETH_core_886,ethiopian_empire_decisions,GFX_decision_border_war,25,yes,
ETH_core_883,ethiopian_empire_decisions,GFX_decision_border_war,25,yes,
ETH_core_269,ethiopian_empire_decisions,GFX_decision_border_war,25,yes,
ETH_core_884,ethiopian_empire_decisions,GFX_decision_border_war,25,yes,
ETH_core_906,ethiopian_empire_decisions,GFX_decision_border_war,25,yes,
ETH_core_268,ethiopian_empire_decisions,GFX_decision_border_war,25,yes,
ETH_core_293,ethiopian_empire_decisions,GFX_decision_border_war,25,yes,
ETH_core_659,ethiopian_empire_decisions,GFX_decision_border_war,25,yes,
ETH_core_east_african_states,ETH_consolidate_east_africa_category,GFX_decision_generic_form_nation,20,,
ETH_form_horn_of_africa,ETH_consolidate_east_africa_category,GFX_decision_generic_form_nation,20,yes,
ETH_build_infrastructure,ETH_improve_the_horn_of_africa_category,GFX_decision_generic_construction,25,yes,
ETH_build_railway,ETH_improve_the_horn_of_africa_category,GFX_decision_generic_construction,25,yes,
ETH_invest_horn_industry,ETH_improve_the_horn_of_africa_category,GFX_decision_generic_construction,25,yes,
ETH_integrate_economies,ETH_improve_the_horn_of_africa_category,GFX_decision_generic_construction,75,yes,
DEBUG_MIO_SHOW_DEBUG_MIO_ARCHETYPES,debug_decisions,,,,
DEBUG_MIO_HIDE_DEBGU_MIO_ARCHETYPES,debug_decisions,,,,
DEBUG_FIN_deactivate_BOP,FIN_balance_of_power_category,,,,
DEBUG_FIN_bop_make_decisions_faster_and_free,FIN_balance_of_power_category,,,,
DEBUG_FIN_bop_make_decisions_go_back_to_normal,FIN_balance_of_power_category,,,,
DEBUG_FIN_bop_absurdly_high_increase_value,FIN_balance_of_power_category,,,,
DEBUG_FIN_bop_high_increase_value,FIN_balance_of_power_category,,,,
DEBUG_FIN_bop_medium_increase_value,FIN_balance_of_power_category,,,,
DEBUG_FIN_bop_low_increase_value,FIN_balance_of_power_category,,,,
DEBUG_FIN_bop_very_low_increase_value,FIN_balance_of_power_category,,,,
DEBUG_FIN_bop_absurdly_high_decrease_value,FIN_balance_of_power_category,,,,
DEBUG_FIN_bop_high_decrease_value,FIN_balance_of_power_category,,,,
DEBUG_FIN_bop_medium_decrease_value,FIN_balance_of_power_category,,,,
DEBUG_FIN_bop_low_decrease_value,FIN_balance_of_power_category,,,,
DEBUG_FIN_bop_very_low_decrease_value,FIN_balance_of_power_category,,,,
DEBUG_FIN_set_max_bop,FIN_balance_of_power_category,,,,
DEBUG_FIN_set_min_bop,FIN_balance_of_power_category,,,,
FIN_prepare_motti_tactics_in_state,FIN_motti_tactics_category,generic_operation,,,
FIN_cancel_motti_tactics_in_state,FIN_motti_tactics_category,GFX_decision_FIN_stop_motti_tactics,,,
FIN_set_up_weapon_caches_in_state,FIN_national_defense_category,GFX_decision_ger_military_buildup,,,
FIN_surrender_to_the_soviet_union,FIN_national_defense_category,GFX_decision_generic_form_nation,35,,
FIN_demand_peace_negotiations,FIN_national_defense_category,GFX_decision_eng_trade_unions_support,,yes,
FIN_hold_leningrad_mission,FIN_national_defense_category,GFX_decision_hol_draw_up_staff_plans,,,
FIN_coastal_garrisons,FIN_national_defense_category,GFX_decision_generic_military,,yes,
FIN_mining_the_sea,FIN_national_defense_category,GFX_decision_generic_naval_mine,,yes,Man the Guns
FIN_search_for_weapon_caches_in_state,FIN_finnish_resistance_category,GFX_decision_FIN_weapon_caches,,,
FIN_retake_leningrad_mission,war_measures,GFX_decision_hol_draw_up_staff_plans,,,
FIN_motion_of_no_confidence_against_leader,FIN_balance_of_power_category,GFX_decision_SWI_dismiss_council,,,
FIN_resignation_of_kallio,FIN_balance_of_power_category,GFX_decision_SWI_no_elected_president,75,,
FIN_form_a_military_government,FIN_balance_of_power_category,GFX_decision_gre_faction_management,150,yes,
FIN_resignation_of_mannerheim,FIN_balance_of_power_category,GFX_decision_SWI_no_elected_president,50,yes,
FIN_appeal_to_the_finnish_spirit,FIN_balance_of_power_category,GFX_decision_generic_civil_support,,,
FIN_entice_the_masses,FIN_balance_of_power_category,GFX_decision_eng_propaganda_campaigns,,,
FIN_organize_the_opposition,FIN_balance_of_power_category,GFX_decision_generic_political_discourse,,,
FIN_appoint_yrjo_leino_as_president,FIN_balance_of_power_category,GFX_decision_generic_speech,15,yes,Arms Against Tyranny
FIN_gather_popular_support,FIN_the_path_to_socialism,GFX_decision_generic_civil_support,70,yes,
FIN_crack_down_on_fascists,FIN_the_path_to_socialism,GFX_decision_generic_police_action,70,yes,
FIN_crack_down_on_the_military,FIN_the_path_to_socialism,GFX_decision_generic_arrest,70,yes,
FIN_prepare_construction_workers_actions,FIN_the_path_to_socialism,GFX_decision_generic_construction,70,yes,
FIN_align_the_trade_unions,FIN_the_path_to_socialism,GFX_decision_generic_political_discourse,70,yes,
FIN_purchase_soviet_equipment,FIN_the_path_to_socialism,GFX_decision_generic_industry,150,yes,
FIN_infiltrate_soviet_commandos,FIN_the_path_to_socialism,GFX_decision_generic_military,70,yes,
FIN_call_to_union_activism,FIN_the_path_to_socialism,GFX_decision_generic_political_rally,15,yes,
FIN_push_for_cabinet_participation,FIN_the_path_to_socialism,GFX_decision_generic_political_address,35,yes,
FIN_gather_funds_for_womens_shelters,FIN_the_path_to_socialism,GFX_decision_generic_fundraising,45,yes,
FIN_request_extradition_of_kullervo_manner,political_actions,GFX_decision_eng_trade_unions_support,25,yes,Arms Against Tyranny
FIN_prioritize_light_industry,economy_decisions,GFX_decision_generic_consumer_goods,,,Arms Against Tyranny
FIN_prioritize_heavy_industry,economy_decisions,GFX_decision_generic_factory,,,Arms Against Tyranny
FIN_rebalance_industrial_focus,economy_decisions,GFX_decision_generic_factory,25,,Arms Against Tyranny
FIN_request_an_armistice_with_moscow,FIN_foreign_politics_decision_category,GFX_decision_hol_war_on_pacifism,35,,
FIN_request_to_switch_sides_in_the_war,FIN_foreign_politics_decision_category,GFX_decision_generic_political_discourse,35,,
FIN_pressure_country_government_baltic,FIN_foreign_politics_decision_category,generic_political_discourse,,,
FIN_promote_ideology_rallies_baltic,FIN_foreign_politics_decision_category,generic_political_rally,,yes,
FIN_fight_alongside_country_comrades_baltic,FIN_foreign_politics_decision_category,generic_prepare_civil_war,,,
FIN_pressure_country_government_nordic,FIN_foreign_politics_decision_category,generic_political_discourse,,,
FIN_promote_ideology_rallies_nordic,FIN_foreign_politics_decision_category,generic_political_rally,,yes,
FIN_fight_alongside_country_comrades_nordic,FIN_foreign_politics_decision_category,generic_prepare_civil_war,,,
FIN_secure_the_military,FIN_coup_preparations,GFX_decision_generic_civil_support,70,yes,
FIN_purchase_german_equipment,FIN_coup_preparations,GFX_decision_generic_industry,150,yes,
FIN_appeal_to_the_middle_class,FIN_coup_preparations,GFX_decision_generic_civil_support,50,yes,
FIN_stir_anti_soviet_sentiment_in_karelia,FIN_the_last_kinship_war,GFX_decision_POL_organize_strike_two,50,yes,
FIN_instigate_a_new_karelian_uprising,FIN_the_last_kinship_war,GFX_decision_generic_civil_support,,yes,
FIN_crush_the_karelian_insurrection,FIN_finno_soviet_kinship_war,GFX_decision_generic_civil_support,,yes,
FIN_integrate_karelia_puppet,FIN_confederated_finno_russian_republics_category,GFX_decision_generic_nationalism,35,,
FIN_integrate_karelia_states,FIN_confederated_finno_russian_republics_category,GFX_decision_infiltrate_state,,,
FIN_integrate_karelia_additional_states,FIN_confederated_finno_russian_republics_category,GFX_decision_infiltrate_state,,,
FIN_integrate_veps_states,FIN_confederated_finno_russian_republics_category,GFX_decision_infiltrate_state,,,
FIN_integrate_veps_additional_states,FIN_confederated_finno_russian_republics_category,GFX_decision_infiltrate_state,,,
FIN_integrate_ingria_states,FIN_confederated_finno_russian_republics_category,GFX_decision_infiltrate_state,,,
FIN_integrate_ingria_additional_states,FIN_confederated_finno_russian_republics_category,GFX_decision_infiltrate_state,,,
FIN_integrate_leningrad,FIN_confederated_finno_russian_republics_category,GFX_decision_infiltrate_state,,,
FRA_communist_civil_war_decision,FRA_civil_unrest_category,generic_civil_support,,,
FRA_fascist_civil_war_decision,FRA_civil_unrest_category,generic_civil_support,,,
FRA_scuttle_the_fleet,FRA_vichy_france,generic_ignite_civil_war,0,,
FRA_case_anton_mission,FRA_vichy_france,generic_tank,,yes,
FRA_demand_unification_with_vichy,FRA_vichy_france,,0,yes,
FRA_failsafe_join_axis,FRA_vichy_france,,0,yes,
test_free_france,category_test_decisions,,0,,
test_vichy_france,category_test_decisions,,0,,
FRA_order_weapons_in_USA,FRA_weapons_purchases_category,generic_prepare_civil_war,50,,Arms Against Tyranny
FRA_order_artillery_in_USA,FRA_weapons_purchases_category,ger_military_buildup,75,,Arms Against Tyranny
FRA_order_tanks_in_USA,FRA_weapons_purchases_category,GFX_decision_generic_tank,100,,Arms Against Tyranny
FRA_order_fighters_in_USA,FRA_weapons_purchases_category,generic_air,100,,By Blood Alone
FRA_order_bombers_in_USA,FRA_weapons_purchases_category,generic_air,100,,By Blood Alone
FRA_invite_FROM_to_non_intervention,FRA_spanish_intervention_category,,25,yes,
FRA_allow_non_military_aid,FRA_spanish_intervention_category,,25,,
FRA_ban_non_military_aid,FRA_spanish_intervention_category,,0,,
FRA_send_non_military_aid_to_FROM,FRA_spanish_intervention_category,,0,,
FRA_allow_arms_purchases,FRA_spanish_intervention_category,,25,,
FRA_ban_arms_purchases,FRA_spanish_intervention_category,,0,,
FRA_allow_sending_weapons,FRA_spanish_intervention_category,,25,,
FRA_ban_sending_weapons,FRA_spanish_intervention_category,,0,,
FRA_allow_volunteer_work,FRA_spanish_intervention_category,,25,,
FRA_ban_volunteer_work,FRA_spanish_intervention_category,,0,,
FRA_allow_covert_intervention,FRA_spanish_intervention_category,,25,,
FRA_ban_covert_intervention,FRA_spanish_intervention_category,,0,,
FRA_intervene_on_side_of_FROM,FRA_spanish_intervention_category,,25,,
FRA_revoke_the_matignon_agreements,economy_decisions,,50,,
FRA_reorganize_aviation_industry_north,economy_decisions,,50,yes,Arms Against Tyranny
FRA_reorganize_aviation_industry_west,economy_decisions,,50,yes,Arms Against Tyranny
FRA_reorganize_aviation_industry_center,economy_decisions,,50,yes,Arms Against Tyranny
FRA_reorganize_aviation_industry_south_east,economy_decisions,,50,yes,Arms Against Tyranny
FRA_reorganize_aviation_industry_south_west,economy_decisions,,50,yes,Arms Against Tyranny
FRA_rally_the_leagues,political_actions,,,,
FRA_unleash_la_cagoule,political_actions,,25,,
VIC_basing_rights,VIC_concessions_to_the_germans,,25,yes,
VIC_produce_aircraft_parts,VIC_concessions_to_the_germans,,25,yes,
VIC_send_guest_workers,VIC_concessions_to_the_germans,,25,yes,
VIC_recall_guest_workers,VIC_concessions_to_the_germans,,0,yes,
FRA_promise_independence_to_north_africa,FRA_intervention_in_overseas_territories,,25,yes,
FRA_prepare_coup_in_north_africa,FRA_intervention_in_overseas_territories,,25,yes,
FRA_promise_independence_to_syria,FRA_intervention_in_overseas_territories,,25,yes,
FRA_prepare_coup_in_syria,FRA_intervention_in_overseas_territories,,25,yes,
FRA_invasion_in_syria,FRA_intervention_in_overseas_territories,,25,yes,
FRA_promise_independence_to_indochina,FRA_intervention_in_overseas_territories,,25,yes,
FRA_prepare_coup_in_indochina,FRA_intervention_in_overseas_territories,,25,yes,
FRA_invasion_in_indochina,FRA_intervention_in_overseas_territories,,25,yes,
FRA_promise_independence_to_central_africa,FRA_intervention_in_overseas_territories,,25,yes,
FRA_prepare_coup_in_central_africa,FRA_intervention_in_overseas_territories,,25,yes,
FRA_invasion_in_central_africa,FRA_intervention_in_overseas_territories,,25,yes,
FRA_promise_independence_to_west_africa,FRA_intervention_in_overseas_territories,,25,yes,
FRA_prepare_coup_in_west_africa,FRA_intervention_in_overseas_territories,,25,yes,
FRA_invasion_in_west_africa,FRA_intervention_in_overseas_territories,,25,yes,
FRA_promise_independence_to_madagascar,FRA_intervention_in_overseas_territories,,25,yes,
FRA_prepare_coup_in_madagascar,FRA_intervention_in_overseas_territories,,25,yes,
FRA_independence_for_syria_mission,FRA_decolonization,,,,
FRA_independence_for_indochina_mission,FRA_decolonization,,,,
FRA_independence_for_madagascar_mission,FRA_decolonization,,,,
FRA_independence_for_north_africa_mission,FRA_decolonization,,,,
FRA_independence_for_west_africa_mission,FRA_decolonization,,,,
FRA_independence_for_central_africa_mission,FRA_decolonization,,,,
DEBUG_Manu,debug_decisions,,,,
DEBUG_DANNE_GER,debug_decisions,,,,
DEBUG_DANNE_change_CG_GER,debug_decisions,,,,
GER_mefo_bills_mission,GER_mefo_bills_category,ger_mefo_bills,,yes,
GER_cancel_mefos,GER_mefo_bills_category,ger_mefo_bills,0,,
GER_seize_gold_reserves,GER_seize_gold_reserves_cat,GFX_decision_generic_confiscation,25,yes,
GER_seize_russian_citites_gold_reserves,GER_seize_gold_reserves_cat,GFX_decision_generic_confiscation,10,yes,
GER_operational_planning,GER_operational_planning_category,GFX_decision_hol_draw_up_staff_plans,,,
GER_operational_planning_africa,GER_operational_planning_category,GFX_decision_hol_draw_up_staff_plans,,yes,
GER_guns_before_butter,GER_price_controls_cat,GFX_decision_ger_military_buildup,30,yes,
GER_arbeit_und_brot,GER_price_controls_cat,GFX_decision_generic_political_address,30,yes,
GER_collect_scrap_metal,GER_price_controls_cat,GFX_decision_steel,30,yes,
GER_ersatz_material,GER_price_controls_cat,GFX_decision_generic_consumer_goods,30,yes,
GER_import_tariffs,GER_price_controls_cat,GFX_decision_eng_trade_unions_demand,15,yes,
GER_implement_rations,GER_price_controls_cat,GFX_decision_eng_trade_unions_support,15,yes,
GER_implement_wage_controls,GER_price_controls_cat,GFX_decision_hol_attract_foreign_investors,15,yes,
GER_exploit_the_gombos_treaty,GER_price_controls_cat,GFX_decision_generic_fundraising,30,yes,Gotterdammerung
GER_construct_the_westwall,GER_fortify_the_vaterland_cat,GFX_decision_generic_fortification,,yes,
GER_construct_the_ostwall,GER_fortify_the_vaterland_cat,GFX_decision_generic_fortification,,yes,
GER_construct_the_north_atlantikwall,GER_fortify_the_vaterland_cat,GFX_decision_generic_coastal_fortification,,yes,
GER_construct_the_central_atlantikwall,GER_fortify_the_vaterland_cat,GFX_decision_generic_coastal_fortification,,yes,
GER_construct_the_west_atlantikwall,GER_fortify_the_vaterland_cat,GFX_decision_generic_coastal_fortification,,yes,
GER_construct_the_south_atlantikwall,GER_fortify_the_vaterland_cat,GFX_decision_generic_coastal_fortification,,yes,
GER_construct_the_alpenwall,GER_fortify_the_vaterland_cat,GFX_decision_generic_mountain_fortification,,yes,
GER_refit_convoys_to_cruisers,GER_hilfskreuzer_cat,GFX_decision_generic_merge_plant_ship,25,,Man the Guns
GER_barbarossa_mission,operations,generic_operation,,yes,
GER_case_anton,GER_case_anton_category,generic_operation,50,yes,
GER_reichskommissariat_norwegen,GER_reichskommissariats,ger_reichskommissariats,25,yes,
GER_reichskommissariat_niederlande,GER_reichskommissariats,ger_reichskommissariats,25,yes,
GER_reichskommissariat_belgien_nordfrankreich,GER_reichskommissariats,ger_reichskommissariats,25,yes,
GER_reichskommissariat_ostland,GER_reichskommissariats,ger_reichskommissariats,25,yes,
GER_reichskommissariat_ukraine,GER_reichskommissariats,ger_reichskommissariats,25,yes,
GER_expand_ukraine_adminsitrative_area,GER_reichskommissariats,GFX_decision_eng_trade_unions_support,10,yes,
GER_further_expand_ukraine_adminsitrative_area,GER_reichskommissariats,GFX_decision_eng_trade_unions_support,10,yes,
GER_reichskommissariat_kaukasien,GER_reichskommissariats,ger_reichskommissariats,25,yes,
GER_reichskommissariat_turkestan,GER_reichskommissariats,ger_reichskommissariats,25,yes,
GER_reichskommissariat_moskowien,GER_reichskommissariats,ger_reichskommissariats,25,yes,
GER_the_fate_of_the_volga_german_autonomous_area,GER_reichskommissariats,GFX_decision_eng_trade_unions_support,15,yes,
GER_send_wehrbauern_to_the_rks,GER_reichskommissariats,GFX_decision_eng_blackshirt_march,30,,
GER_the_fate_of_the_south_ural_area,GER_reichskommissariats,GFX_decision_eng_trade_unions_support,15,yes,
GER_the_fate_of_the_north_ural_area,GER_reichskommissariats,GFX_decision_eng_trade_unions_support,20,yes,
GER_the_fate_of_the_west_yenisei_area,GER_reichskommissariats,GFX_decision_eng_trade_unions_support,20,yes,
GER_the_fate_of_greater_finland,GER_reichskommissariats,GFX_decision_eng_trade_unions_support,25,yes,
GER_generalgouvernement,GER_reichskommissariats,ger_reichskommissariats,30,yes,
GER_expand_generalgouvernement_adminsitrative_area,GER_reichskommissariats,GFX_decision_eng_trade_unions_support,10,yes,
GER_reichsprotektorat_bohemia_moravia,GER_reichskommissariats,ger_reichskommissariats,25,yes,
GER_reichskommissariat_iberien,GER_reichskommissariats,ger_reichskommissariats,30,yes,
GER_reichskommissariat_balkan,GER_reichskommissariats,ger_reichskommissariats,30,yes,
GER_expand_rkc_adminsitrative_area,GER_reichskommissariats,GFX_decision_eng_trade_unions_support,10,yes,
GER_reichskommissariat_grossbritannien,GER_reichskommissariats,ger_reichskommissariats,25,yes,
GER_the_fate_of_the_greek_area,GER_reichskommissariats,GFX_decision_eng_trade_unions_support,15,yes,
GER_the_fate_of_the_hungarian_area,GER_reichskommissariats,GFX_decision_eng_trade_unions_support,15,yes,
GER_the_fate_of_slovakia,GER_reichskommissariats,GFX_decision_eng_trade_unions_support,25,yes,
GER_the_fate_of_the_irish_area,GER_reichskommissariats,GFX_decision_eng_trade_unions_support,15,yes,
GER_reichskommissariat_nordafrika,GER_reichskommissariats,ger_reichskommissariats,30,yes,
GER_reichskommissariat_mittelafrika,GER_reichskommissariats,ger_reichskommissariats,30,yes,
GER_the_fate_of_the_saf_area,GER_reichskommissariats,GFX_decision_eng_trade_unions_support,10,yes,
GER_reichskommissariat_klein_venedig,GER_reichskommissariats,ger_reichskommissariats,25,yes,
GER_reichskommissariat_anden,GER_reichskommissariats,ger_reichskommissariats,25,yes,
