trait_token,parent_token,requirement_type
generic_mio_trait_long_range_fighters,generic_mio_trait_long_range_modifications,all_parent
generic_mio_trait_heavy_fighters,generic_mio_trait_anti_interception_tactics,all_parent
generic_mio_trait_heavy_fighters,generic_mio_trait_long_range_modifications,all_parent
generic_mio_trait_tactical_bombers,generic_mio_trait_anti_interception_tactics,all_parent
generic_mio_trait_tactical_bombers,generic_mio_trait_high_explosive_payload,all_parent
generic_mio_trait_improved_hydraulic_recoil_system,generic_mio_trait_stable_platforms,any_parent
generic_mio_trait_improved_hydraulic_recoil_system,generic_mio_trait_mobile_limbers,any_parent
generic_mio_trait_improved_direct_fire_targeting,generic_mio_trait_improved_hydraulic_recoil_system,all_parent
generic_mio_trait_advanced_anti_air_targeting,generic_mio_trait_improved_hydraulic_recoil_system,all_parent
generic_mio_trait_advanced_trajectory_calculations,generic_mio_trait_improved_hydraulic_recoil_system,all_parent
generic_mio_trait_sliding_breech_block,generic_mio_trait_improved_hydraulic_recoil_system,all_parent
generic_mio_trait_sliding_breech_block,generic_mio_trait_rapid_fire,all_parent
generic_mio_trait_gun_mass_production,generic_mio_trait_advanced_barrel_forging,all_parent
generic_mio_trait_super_charges,generic_mio_trait_big_guns,all_parent
generic_mio_trait_light_weight_barrels,generic_mio_trait_super_charges,all_parent
generic_mio_trait_light_weight_barrels,generic_mio_trait_gun_mass_production,all_parent
generic_mio_trait_light_weight_barrels,generic_mio_trait_sliding_breech_block,all_parent
generic_mio_trait_bolt_action,generic_mio_trait_reinforced_stocks,all_parent
generic_mio_trait_semi_auto,generic_mio_trait_reinforced_stocks,all_parent
generic_mio_trait_medium_machineguns,generic_mio_trait_semi_auto,any_parent
generic_mio_trait_medium_machineguns,generic_mio_trait_bolt_action,any_parent
generic_mio_trait_advanced_barrel_forging,generic_mio_trait_reinforced_stocks,any_parent
generic_mio_trait_advanced_barrel_forging,generic_mio_trait_drum_pattern_sights,any_parent
generic_mio_trait_mass_rifle_production,generic_mio_trait_advanced_barrel_forging,all_parent
generic_mio_trait_quality_materials,generic_mio_trait_drum_pattern_sights,all_parent
generic_mio_trait_improved_small_arms_bullet_design,generic_mio_trait_quality_materials,all_parent
generic_mio_trait_armor_piercing_rounds,generic_mio_trait_quality_materials,all_parent
generic_mio_trait_vehicle_mounted_capabilities,generic_mio_trait_heavy_anti_armor_ammunition,all_parent
generic_mio_trait_rubber_cushioned_buttpad,generic_mio_trait_heavy_anti_armor_ammunition,all_parent
generic_mio_trait_anti_vechicle_land_mines,generic_mio_trait_rubber_cushioned_buttpad,any_parent
generic_mio_trait_anti_vechicle_land_mines,generic_mio_trait_vehicle_mounted_capabilities,any_parent
generic_mio_trait_scrap_melting,generic_mio_trait_material_recycling,all_parent
generic_mio_trait_high_quality_material_blend,generic_mio_trait_material_recycling,all_parent
generic_mio_trait_mass_production,generic_mio_trait_high_quality_material_blend,any_parent
generic_mio_trait_mass_production,generic_mio_trait_scrap_melting,any_parent
generic_mio_trait_research_program,generic_mio_trait_mass_production,all_parent
generic_mio_trait_efficient_scale_up,generic_mio_trait_mass_production,all_parent
generic_mio_trait_private_tenders,generic_mio_trait_private_scientists_program,all_parent
generic_mio_trait_single_shot_man_portable_anti_tank_system,generic_mio_trait_anti_tank_rifle,all_parent
generic_mio_trait_small_sidearms,generic_mio_trait_private_tenders,all_parent
generic_mio_trait_light_mortar,generic_mio_trait_small_sidearms,all_parent
generic_mio_trait_pontoons,generic_mio_trait_private_tenders,all_parent
generic_mio_trait_all_wheel_drive,generic_mio_trait_composite_cargo_bed,any_parent
generic_mio_trait_all_wheel_drive,generic_mio_trait_steel_cargo_bed,any_parent
generic_mio_trait_attached_wood_gas_generator,generic_mio_trait_all_wheel_drive,all_parent
generic_mio_trait_high_powered_engine,generic_mio_trait_all_wheel_drive,all_parent
generic_mio_trait_armored_pulpit_mount,generic_mio_trait_medium_machinegun_mounts,all_parent
generic_mio_trait_advanced_artillery_racks,generic_mio_trait_armored_pulpit_mount,all_parent
generic_mio_trait_heavy_machinegun_mount,generic_mio_trait_armored_pulpit_mount,all_parent
generic_mio_trait_mounted_light_anti_tank_gun,generic_mio_trait_bulletproof_panels,all_parent
generic_mio_trait_bulletproof_panels,generic_mio_trait_closed_chassi,any_parent
generic_mio_trait_bulletproof_panels,generic_mio_trait_open_chassi,any_parent
generic_mio_trait_light_flame_projectors,generic_mio_trait_bulletproof_panels,all_parent
generic_mio_trait_land_mine_racks,generic_mio_trait_bulletproof_panels,all_parent
generic_mio_trait_reinforced_wheels,generic_mio_trait_simplified_suspension,any_parent
generic_mio_trait_improved_tooling,generic_mio_trait_reinforced_wheels,all_parent
generic_mio_trait_heavy_anti_tank_gun,generic_mio_trait_long_barreled_guns,any_parent
generic_mio_trait_officer_support_car,generic_mio_trait_long_barreled_guns,any_parent
generic_mio_trait_improved_engine,generic_mio_trait_side_venting_exhaust,any_parent
generic_mio_trait_extra_seating,generic_mio_trait_tandem_rotor_innovations,all_parent
generic_mio_trait_extra_seating,generic_mio_trait_improved_engine,all_parent
generic_mio_trait_co_axial_rotors,generic_mio_trait_single_rotor_innovations,all_parent
generic_mio_trait_co_axial_rotors,generic_mio_trait_improved_engine,all_parent
generic_mio_trait_mass_production_certification,generic_mio_trait_improved_engine,any_parent
cost_reduction_2,cost_reduction_1,any_parent
cost_reduction_3,cost_reduction_2,any_parent
AUS_mio_trait_range_speed,generic_mio_trait_secondary_fire_director_control,all_parent
AUS_mio_trait_range_speed,generic_mio_trait_super_heavy_shells,any_parent
AUS_mio_trait_range_speed,generic_mio_trait_semi_armor_piercing_shells,any_parent
AUS_mio_trait_range_speed,generic_mio_trait_high_velocity_guns,any_parent
AUS_mio_trait_production_speed,generic_mio_trait_secondary_fire_director_control,all_parent
AUS_mio_trait_production_speed,generic_mio_trait_hardened_critical_components,all_parent
AUS_ELIN_mio_trait_production_speed,generic_mio_trait_radar_warning_receiver,all_parent
AUS_mio_trait_radar_improvements,AUS_ELIN_mio_trait_production_speed,all_parent
AUS_mio_trait_radar_improvements,generic_mio_trait_experimental_anechoic_tiles,all_parent
AUS_mio_trait_static_wings,generic_mio_trait_fixed_tailwheels,any_parent
AUS_mio_trait_weight_optimization,AUS_mio_trait_static_wings,any_parent
AUS_mio_trait_structural_integrity,generic_mio_trait_removable_wings,any_parent
AUS_mio_trait_speed_up_production,generic_mio_trait_selectional_construction,all_parent
AUS_mio_trait_cutting_corners,AUS_mio_trait_speed_up_production,all_parent
AUS_mio_trait_solid_construction,AUS_mio_trait_speed_up_production,all_parent
AUS_mio_standardize_piercing_ammunition,generic_mio_trait_sliding_breech_block,all_parent
AUS_mio_standardize_piercing_ammunition,generic_mio_trait_gun_mass_production,all_parent
AUS_mio_standardize_piercing_ammunition,generic_mio_trait_super_charges,all_parent
AUS_mio_standardize_cheaper_ammunition,generic_mio_trait_sliding_breech_block,all_parent
AUS_mio_standardize_cheaper_ammunition,generic_mio_trait_gun_mass_production,all_parent
AUS_mio_standardize_cheaper_ammunition,generic_mio_trait_super_charges,all_parent
AUS_mio_trait_innovative_riflemaking,generic_mio_trait_advanced_barrel_forging,all_parent
AUS_mio_trait_thorough_construction,generic_mio_trait_all_wheel_drive,all_parent
AUS_mio_trait_modular_construction,generic_mio_trait_all_wheel_drive,all_parent
generic_mio_trait_attached_wood_gas_generator,generic_mio_trait_medium_machinegun_mounts,all_parent
generic_mio_trait_high_powered_engine,generic_mio_trait_medium_machinegun_mounts,all_parent
generic_mio_trait_advanced_artillery_racks,generic_mio_trait_attached_wood_gas_generator,any_parent
generic_mio_trait_advanced_artillery_racks,generic_mio_trait_high_powered_engine,any_parent
generic_mio_trait_heavy_machinegun_mount,generic_mio_trait_attached_wood_gas_generator,any_parent
generic_mio_trait_heavy_machinegun_mount,generic_mio_trait_high_powered_engine,any_parent
AUS_mio_trait_improved_armaments,generic_mio_trait_medium_machinegun_mounts,all_parent
AUS_mio_trait_high_quality_mass_production,AUS_mio_trait_improved_armaments,all_parent
ENG_mio_trait_expanded_turret_capacity,generic_mio_enlarged_breech,any_parent
ENG_mio_trait_expanded_production_facilities,generic_mio_streamlined_production,any_parent
FRA_mio_trait_b1_bis_suspension,generic_mio_trait_single_engine,any_parent
FRA_mio_trait_b1_bis_suspension,generic_mio_trait_dual_engine_redundancy,any_parent
BEL_mio_trait_high_speed_transport,BEL_mio_trait_belgium_congo_link,any_parent
BEL_mio_trait_anti_submarine_expertise,BEL_mio_trait_high_speed_transport,any_parent
BEL_mio_trait_all_metal_expertise,generic_mio_trait_metal_skin,any_parent
BEL_mio_trait_browning_collaboration,generic_mio_trait_minimum_weapon_requirements,any_parent
BEL_mio_trait_stampe_et_renard,BEL_mio_trait_stampe_et_vertrongen,any_parent
BEL_mio_trait_browning_automatic_rifles,BEL_mio_trait_outsourced_production,any_parent
BEL_mio_trait_assault_rifles,BEL_mio_trait_browning_automatic_rifles,any_parent
BEL_mio_trait_47mm_at_guns,generic_mio_trait_rapid_fire,any_parent
BEL_mio_trait_excellent_machining_tools,generic_mio_trait_advanced_barrel_forging,any_parent
BEL_mio_trait_excellent_machining_tools,generic_mio_trait_big_guns,any_parent
BEL_mio_trait_heavy_machine_guns,BEL_mio_trait_knight_engines,any_parent
BEL_mio_trait_high_grade_armor,BEL_mio_trait_knight_engines,any_parent
BEL_mio_trait_high_grade_armor_mech,BEL_mio_trait_knight_engines_motorized,any_parent
generic_mio_trait_locally_sourced_alloys,generic_mio_trait_improved_tooling,any_parent
generic_mio_trait_long_barreled_guns,generic_mio_trait_reinforcing_plates,all_parent
generic_mio_trait_self_cycling_guns,generic_mio_trait_crew_ergonomics,all_parent
generic_mio_trait_self_cycling_guns,generic_mio_trait_reinforcing_plates,all_parent
generic_mio_trait_heavy_anti_tank_gun,generic_mio_trait_self_cycling_guns,any_parent
generic_mio_trait_superior_fuel_mix,generic_mio_trait_long_barreled_guns,any_parent
generic_mio_trait_superior_fuel_mix,generic_mio_trait_self_cycling_guns,any_parent
generic_mio_trait_modular_construction,generic_mio_trait_secondary_fire_director_control,all_parent
generic_mio_trait_modular_construction,generic_mio_trait_long_range_cruising,any_parent
generic_mio_trait_modular_construction,generic_mio_trait_high_speed_cruising,any_parent
generic_mio_trait_modular_construction,generic_mio_trait_simplified_hulls,any_parent
generic_mio_trait_splinter_protection,generic_mio_trait_simplified_hulls,any_parent
generic_mio_trait_modular_construction,generic_mio_trait_long_range_raiding,any_parent
generic_mio_trait_modular_construction,generic_mio_trait_high_speed_raiding,any_parent
generic_mio_trait_increased_amount_of_bulkheads,generic_mio_trait_long_range_raiding,any_parent
generic_mio_trait_increased_amount_of_bulkheads,generic_mio_trait_high_speed_raiding,any_parent
generic_mio_trait_high_powered_engine,generic_mio_trait_long_range_priority,any_parent
generic_mio_trait_long_range_priority,generic_mio_trait_medium_machinegun_mounts,all_parent
generic_mio_trait_long_range_priority,generic_mio_trait_composite_cargo_bed,any_parent
generic_mio_trait_long_range_priority,generic_mio_trait_steel_cargo_bed,any_parent
generic_mio_trait_sufficient_armor,generic_mio_trait_medium_machinegun_mounts,all_parent
generic_mio_trait_sufficient_armor,generic_mio_trait_open_chassi,any_parent
generic_mio_trait_sufficient_armor,generic_mio_trait_closed_chassi,any_parent
generic_mio_trait_attached_wood_gas_generator,generic_mio_trait_long_range_priority,any_parent
generic_mio_trait_mounted_light_anti_tank_gun,generic_mio_trait_sufficient_armor,any_parent
generic_mio_trait_light_flame_projectors,generic_mio_trait_sufficient_armor,any_parent
generic_mio_trait_land_mine_racks,generic_mio_trait_sufficient_armor,any_parent
generic_mio_trait_locally_sourced_alloys,generic_mio_trait_drum_pattern_sights,all_parent
generic_mio_trait_fully_auto_pistol,generic_mio_trait_semi_auto,any_parent
generic_mio_trait_fully_auto_pistol,generic_mio_trait_bolt_action,any_parent
generic_mio_trait_improved_small_arms_bullet_design,generic_mio_trait_locally_sourced_alloys,any_parent
generic_mio_trait_armor_piercing_rounds,generic_mio_trait_locally_sourced_alloys,any_parent
DEN_mio_trait_burmeister_wain_engines,generic_mio_trait_long_range_raiding,any_parent
DEN_mio_trait_burmeister_wain_engines,generic_mio_trait_high_speed_raiding,any_parent
DEN_mio_trait_submarine_hunters,generic_mio_trait_long_range_raiding,any_parent
DEN_mio_trait_submarine_hunters,generic_mio_trait_high_speed_raiding,any_parent
DEN_mio_trait_refit_civilian_ships,DEN_mio_trait_engine_optimization,all_parent
DEN_mio_trait_ship_efficient_scrap_recycling,DEN_mio_trait_engine_optimization,all_parent
DEN_mio_trait_standardized_production_flyvertroppernes,generic_mio_trait_light_airframe,any_parent
DEN_mio_trait_standardized_production_flyvertroppernes,generic_mio_trait_medium_airframe,any_parent
DEN_mio_trait_sub_detection,generic_mio_trait_navigation_equipment,all_parent
DEN_mio_trait_naval_detection,generic_mio_trait_navigation_equipment,all_parent
DEN_mio_trait_standardized_production_flyvemaskinevaerksted,generic_mio_trait_navigation_equipment,any_parent
DEN_mio_trait_weibel_development,generic_mio_trait_reinforced_stocks,all_parent
DEN_mio_trait_madsen_heavy_machine_gun,generic_mio_trait_heavy_anti_armor_ammunition,all_parent
DEN_mio_trait_madsen_20_mm,generic_mio_trait_rapid_fire,all_parent
DEN_mio_trait_madsen_20_mm,generic_mio_trait_gun_mass_production,all_parent
DEN_mio_trait_big_guns,generic_mio_trait_big_guns,all_parent
DEN_mio_trait_big_guns,generic_mio_trait_gun_mass_production,all_parent
DEN_mio_trait_advanced_barrel_forging,generic_mio_trait_big_guns,all_parent
generic_mio_trait_gun_mass_production,generic_mio_trait_rapid_fire,any_parent
generic_mio_trait_gun_mass_production,generic_mio_trait_big_guns,any_parent
generic_mio_trait_light_weight_barrels,DEN_mio_trait_advanced_barrel_forging,all_parent
generic_mio_trait_light_weight_barrels,DEN_mio_trait_madsen_20_mm,any_parent
generic_mio_trait_light_weight_barrels,DEN_mio_trait_big_guns,any_parent
DEN_mio_trait_repurpose_triangel_factories,DEN_mio_trait_truck_mass_production,all_parent
DEN_mio_trait_standardized_production_trucks_and_mechs,DEN_mio_trait_repurpose_triangel_factories,all_parent
ENG_mio_trait_expanded_turret_capacity,generic_mio_trait_all_round_cupola,any_parent
ENG_mio_trait_expanded_production_facilities,generic_mio_trait_simplified_turret_design,all_parent
ENG_mio_trait_expanded_production_facilities,generic_mio_trait_armor_steel_working,all_parent
ENG_mio_trait_flared_bow,generic_mio_trait_splinter_protection,any_parent
generic_mio_trait_semi_armor_piercing_shells,generic_mio_trait_secondary_fire_director_control,any_parent
ENG_mio_trait_flared_bow,generic_mio_trait_hardened_critical_components,any_parent
ENG_mio_trait_super_charges,generic_mio_trait_super_heavy_shells,any_parent
ENG_mio_trait_super_charges,generic_mio_trait_semi_armor_piercing_shells,any_parent
ENG_mio_trait_super_charges,generic_mio_trait_high_velocity_guns,any_parent
ENG_mio_trait_elliptical_wings,generic_mio_trait_cantilever_wing_structure,any_parent
ENG_mio_trait_supercharger,generic_mio_trait_fuel_injection_engines,all_parent
ENG_mio_trait_supercharger,generic_mio_trait_high_octane_fuels,all_parent
ENG_mio_trait_sten_submachine_guns,generic_mio_trait_reinforced_stocks,any_parent
ENG_mio_trait_sten_submachine_guns,generic_mio_trait_drum_pattern_sights,any_parent
FIN_mio_trait_wartsila_engine_production,generic_mio_trait_adaptable_chassis,any_parent
FIN_mio_trait_andros_engines,generic_mio_trait_long_range_raiding,any_parent
FIN_mio_trait_andros_engines,generic_mio_trait_high_speed_raiding,any_parent
FIN_mio_trait_wartsila_engine_production,generic_mio_trait_long_range_raiding,any_parent
FIN_mio_trait_wartsila_engine_production,generic_mio_trait_high_speed_raiding,any_parent
FIN_mio_trait_wartsila_engine_production,generic_mio_trait_conservative_designs,any_parent
FIN_mio_trait_oy_tikkakoski,generic_mio_trait_heavy_anti_armor_ammunition,any_parent
FIN_mio_trait_wartsila_engine_production,generic_mio_trait_composite_cargo_bed,any_parent
FIN_mio_trait_wartsila_engine_production,generic_mio_trait_steel_cargo_bed,any_parent
FIN_mio_trait_yhteissisus_modern_premises,FIN_mio_trait_recycled_materials,all_parent
FIN_mio_trait_repurposed_equipment,FIN_mio_trait_salvaged_and_retooled,all_parent
FIN_mio_trait_repurposed_equipment,generic_mio_trait_bulletproof_panels,all_parent
FRA_mio_trait_l_35,generic_mio_enlarged_breech,any_parent
GER_mio_trait_anti_tank_specialization,generic_mio_trait_one_piece_hull_side_coverings,all_parent
GER_mio_trait_anti_tank_specialization,GER_mio_trait_multi_role_tanks,all_parent
GER_mio_trait_unorthodox_transmission_design,generic_mio_trait_simplified_transmission_system,all_parent
GER_mio_trait_steel_wheel_design,generic_mio_trait_interleaved_track_wheels,any_parent
GER_mio_trait_steel_wheel_design,generic_mio_trait_overlapped_track_wheels,any_parent
GER_mio_trait_telescopic_sight,generic_mio_trait_turret_sights,any_parent
GER_mio_trait_technical_superiority,generic_mio_trait_adaptable_chassis,any_parent
generic_mio_trait_light_tank_specialization,GER_mio_trait_technical_superiority,any_parent
generic_mio_trait_medium_tank_specialization,GER_mio_trait_technical_superiority,any_parent
generic_mio_trait_heavy_tank_specialization,GER_mio_trait_technical_superiority,any_parent
GER_mio_trait_high_velocity_armament,generic_mio_trait_improved_gun_metallurgy,all_parent
GER_mio_trait_high_velocity_armament,generic_mio_trait_spaced_armor,any_parent
GER_mio_trait_high_velocity_armament,generic_mio_trait_crew_survival_layout,any_parent
GER_mio_trait_high_velocity_armament,generic_mio_trait_sloped_side_armor,any_parent
GER_mio_trait_schachtellaufwerk,generic_mio_trait_improved_suspension,all_parent
GER_mio_trait_mobility_design_philosophy,generic_mio_trait_improved_suspension,all_parent
GER_mio_trait_panzerjager,generic_mio_medium_assault_gun_75_mm_43M_tank_gun,all_parent
GER_mio_trait_multilayer_armour,GER_mio_trait_hotrolled_armor,any_parent
GER_mio_trait_versatile_chassis,generic_mio_trait_standardized_components,all_parent
GER_mio_trait_tungsten_tipped_rounds,generic_mio_trait_long_barreled_guns,all_parent
generic_mio_trait_improved_tooling,GER_mio_trait_versatile_chassis,all_parent
GER_mio_trait_krupp_contacts,generic_mio_trait_anti_air_ships,any_parent
GER_mio_trait_krupp_contacts,generic_mio_trait_escort_in_force,any_parent
GER_mio_trait_armored_design,GER_mio_trait_krupp_contacts,all_parent
GER_mio_trait_krupp_guns,GER_mio_trait_history_of_battleships,all_parent
GER_mio_trait_h_class_battleships,GER_mio_trait_krupp_guns,all_parent
GER_mio_trait_heavy_raiders,generic_mio_trait_raiding_capital_ships,all_parent
GER_mio_trait_o_class_battlecruisers,GER_mio_trait_heavy_raiders,all_parent
GER_mio_trait_u_boat_yards,generic_mio_trait_raiding_submarines,all_parent
GER_mio_trait_high_test_peroxide,GER_mio_trait_u_boat_yards,all_parent
GER_mio_trait_ocean_u_boats,generic_mio_trait_long_range_raiding,all_parent
GER_mio_trait_kilian_submarine_bunker,generic_mio_trait_submarine_mass_production,all_parent
GER_mio_trait_excellent_diving_performance,GER_mio_trait_saddle_tanks,all_parent
GER_mio_trait_atlantic_raiders,GER_mio_trait_excellent_diving_performance,all_parent
GER_mio_trait_raider_doctrine,generic_mio_trait_long_range_cruising,any_parent
GER_mio_trait_raider_doctrine,generic_mio_trait_high_speed_cruising,any_parent
GER_mio_trait_fast_raiders,generic_mio_trait_splinter_protection,any_parent
GER_mio_trait_carrier_raiders,GER_mio_trait_fast_raiders,all_parent
generic_mio_trait_splinter_protection,GER_mio_trait_raider_doctrine,all_parent
GER_mio_trait_innovative_battleship_designs,GER_mio_trait_upgrade_panzerschiffs,all_parent
GER_mio_trait_maintenance_first_design,generic_mio_trait_expanded_production_facilities,all_parent
GER_mio_trait_fuselage_based_weapons,generic_mio_trait_heavier_airframe,any_parent
GER_mio_trait_fuselage_based_weapons,generic_mio_trait_maximum_wing_loads,any_parent
GER_mio_trait_fuselage_based_weapons,generic_mio_trait_gun_pods,any_parent
GER_mio_trait_90_degree_dives,generic_mio_trait_automatic_pull_out,all_parent
GER_mio_trait_bomber_destroyer,generic_mio_trait_strafing_techniques,all_parent
GER_mio_trait_radial_engine,GER_mio_trait_long_nose_design,all_parent
GER_mio_trait_long_nose_design,generic_mio_trait_large_rudders_and_flaps,all_parent
GER_mio_trait_advanced_night_equipment,generic_mio_trait_pressurized_cockpit,all_parent
GER_mio_trait_stepless_cockpit,generic_mio_trait_pressurized_cockpit,all_parent
GER_mio_trait_flying_boat_specialist,generic_mio_trait_skip_bombing,all_parent
GER_mio_trait_schnellbomber_doctrine,generic_mio_trait_refined_engines,all_parent
GER_mio_trait_7_5_cm_pak,GER_mio_trait_3_7_cm_pak,any_parent
GER_mio_trait_versatile_carriage,generic_mio_trait_rapid_fire,all_parent
GER_mio_trait_versatile_carriage,generic_mio_trait_advanced_barrel_forging,all_parent
GER_mio_trait_dual_recoil_mechanism,generic_mio_trait_advanced_barrel_forging,all_parent
GER_mio_trait_dual_recoil_mechanism,generic_mio_trait_big_guns,all_parent
GER_mio_trait_karabiner,generic_mio_trait_reinforced_stocks,all_parent
GER_mio_trait_sturmgewehr,generic_mio_trait_semi_auto,any_parent
GER_mio_trait_sturmgewehr,generic_mio_trait_bolt_action,any_parent
GER_mio_trait_efficiency_in_mass_production,GER_mio_trait_ford_facilities,any_parent
GER_mio_trait_improved_engines,GER_mio_trait_ford_facilities,any_parent
GER_mio_trait_innovative_safety_features,generic_mio_trait_private_scientists_program,all_parent
GER_mio_trait_policiary_equipment,generic_mio_trait_private_tenders,all_parent
GER_mio_trait_racing_pedigree,generic_mio_trait_simplified_suspension,all_parent
GER_mio_trait_military_exclusivity,GER_mio_trait_racing_pedigree,all_parent
GER_mio_trait_military_exclusivity,generic_mio_trait_improved_tooling,all_parent
GER_mio_trait_schwerer_panzerspahwagen,generic_mio_trait_defensive_equipment,all_parent
HUN_mio_trait_danuvia_two_part_lever_delayed_blowback_bolt,generic_mio_trait_anti_tank_rifle,all_parent
HUN_mio_trait_danuvia_improved_stock,HUN_mio_trait_danuvia_two_part_lever_delayed_blowback_bolt,all_parent
HUN_mio_trait_heavy_mauser_rounds,HUN_mio_trait_danuvia_improved_stock,all_parent
HUN_mio_trait_danuvia_motorcycles,generic_mio_trait_pontoons,all_parent
ITA_mio_trait_high_altitude_fighter_development,generic_mio_trait_low_drag_wings,any_parent
PHI_mio_trait_coconut_fuel_adaptations,PHI_mio_trait_ethanol_fuel_adaptations,any_parent
PHI_mio_trait_ad_hoc_armor_reinforcement,generic_mio_trait_thick_armor,any_parent
JAP_mio_trait_rapid_counterflooding_system,generic_mio_trait_hardened_critical_components,all_parent
JAP_mio_trait_enhanced_optics,generic_mio_trait_secondary_battery_layout,all_parent
JAP_mio_trait_armor_plating_to_hull_strength,generic_mio_trait_long_range_cruising,any_parent
JAP_mio_trait_armor_plating_to_hull_strength,generic_mio_trait_high_speed_cruising,any_parent
JAP_mio_trait_enhanced_optics,generic_mio_trait_primary_fire_director_control,all_parent
JAP_mio_trait_type_94_fire_control,generic_mio_trait_secondary_fire_director_control,all_parent
JAP_mio_trait_torpedo_reloads,JAP_mio_trait_enhanced_optics,all_parent
JAP_mio_trait_high_pressure_boilers,generic_mio_trait_high_speed_mine_hunting_equipment,all_parent
JAP_mio_trait_torpedo_reloads,generic_mio_trait_fleet_escorts,all_parent
JAP_mio_trait_type_94_fire_control,generic_mio_trait_high_speed_mine_hunting_equipment,all_parent
JAP_mio_trait_torpedo_reloads,generic_mio_trait_raiding_submarines,all_parent
JAP_mio_trait_type_97_torpedo_control_director,generic_mio_trait_high_quality_optics,any_parent
JAP_mio_trait_type_97_torpedo_control_director,generic_mio_trait_spotting_tops,any_parent
PHI_mio_trait_engine_filters,generic_mio_trait_fabric_skin,any_parent
PHI_mio_trait_engine_filters,generic_mio_trait_metal_skin,any_parent
JAP_mio_trait_type_91_aerial_torpedo_integration,generic_mio_trait_navigation_equipment,all_parent
PHI_mio_trait_use_local_materials,PHI_mio_trait_rugged_construction,any_parent
PHI_mio_trait_ad_hoc_armor_reinforcement,generic_mio_trait_command_upgrades,any_parent
PHI_mio_trait_widened_tires,generic_mio_trait_reinforced_wheels,any_parent
custom_4,custom_3,any_parent
custom_5,custom_3,any_parent
custom_6,custom_1,any_parent
custom_7,custom_2,any_parent
custom_8,custom_4,any_parent
custom_8,custom_5,any_parent
custom_11,custom_6,any_parent
custom_12,custom_7,any_parent
custom_13,custom_8,any_parent
NOR_mio_trait_cruiser_specialization,NOR_mio_trait_trondhjems_mekaniske_vaerksted,any_parent
SWE_bofors_fly_swatter,generic_mio_trait_improved_hydraulic_recoil_system,all_parent
PHI_mio_trait_employ_civilian_cargo,PHI_mio_trait_coastal_specialization,any_parent
POL_mio_trait_cruiser_tanks,generic_mio_trait_interleaved_track_wheels,any_parent
POL_mio_trait_cruiser_tanks,generic_mio_trait_overlapped_track_wheels,any_parent
PRC_factory_617_early_mbt_trait,generic_mio_trait_crew_survival_layout,any_parent
PRC_factory_617_early_mbt_trait,generic_mio_trait_spaced_armor,any_parent
PRC_factory_617_early_mbt_trait,generic_mio_trait_sloped_side_armor,any_parent
PRC_first_tractor_company_peoples_tank_trait,generic_mio_trait_improved_tracks,all_parent
PRC_shipbuilding_industry_bureau_office_of_the_science_technology_committee_trait,PRC_shipbuilding_industry_bureau_nascant_shipbuilding_trait,all_parent
PRC_dalian_shipbuilding_company_domestic_carriers_trait,PRC_dalian_shipbuilding_company_carrier_learners,all_parent
PRC_dalian_shipbuilding_company_mass_production_carriers_trait,PRC_dalian_shipbuilding_company_domestic_carriers_trait,all_parent
PRC_peoples_aviation_company_of_china_transport_planes_trait,generic_mio_trait_conservative_designs,all_parent
PRC_peoples_aviation_company_of_china_power_of_monopoly_trait,PRC_peoples_aviation_company_of_china_transport_planes_trait,all_parent
PRC_shenyang_aircraft_corporation_factory_112_trait,generic_mio_trait_fabric_skin,any_parent
PRC_shenyang_aircraft_corporation_factory_112_trait,generic_mio_trait_metal_skin,any_parent
PRC_shenyang_aircraft_corporation_domestic_jet_manufacturer_trait,PRC_shenyang_aircraft_corporation_factory_112_trait,all_parent
PRC_shenyang_aircraft_corporation_domestic_jet_manufacturer_trait,generic_mio_trait_fuel_injection_engines,all_parent
PRC_harbin_aircraft_industry_group_harbin_aircraft_manufacturing_plant_trait,generic_mio_trait_armored_cockpit,all_parent
PRC_harbin_aircraft_industry_group_factory_122_trait,generic_mio_trait_escort_designs,all_parent
PRC_ordenance_bureau_central_planning_trait,generic_mio_trait_sliding_breech_block,all_parent
PRC_huangyadong_arsenal_jewell_in_the_crown_trait,PRC_huangyadong_arsenal_cave_industry_trait,all_parent
RAJ_mio_trait_cordite_factory_aruvankadu_tamil_nadu,generic_mio_trait_big_guns,all_parent
SOV_mio_trait_gas_tank_protection,generic_mio_trait_pressurized_cockpit,any_parent
SOV_mio_trait_lightened_reduction_gear,generic_mio_trait_pressurized_cockpit,any_parent
SWE_mio_trait_german_landsverk_tech_exchange,generic_mio_streamlined_production,all_parent
SWE_mio_trait_high_capacity_dockyard,generic_mio_trait_semi_armor_piercing_shells,any_parent
SWE_mio_trait_high_capacity_dockyard,generic_mio_trait_super_heavy_shells,any_parent
SWE_mio_trait_high_capacity_dockyard,generic_mio_trait_high_velocity_guns,any_parent
SWE_mio_trait_forefront_of_aeroplane_development,generic_mio_trait_removable_wings,all_parent
SWE_bofors_anti_tank_gun,generic_mio_trait_improved_hydraulic_recoil_system,all_parent
SWE_mio_trait_defense_in_depth,generic_mio_trait_sliding_breech_block,all_parent
USA_mio_trait_strict_design_specifications,generic_mio_trait_simplified_turret_design,all_parent
USA_mio_trait_strict_design_specifications,generic_mio_trait_armor_steel_working,all_parent
USA_mio_trait_expanded_production_facilities,USA_mio_trait_strict_design_specifications,all_parent
