from_province_id,to_province_id,railway_level
10512,12421,1
6994,9859,1
9859,3962,1
4056,4086,4
4086,1081,4
1081,11977,4
11948,10110,2
10110,4126,2
4126,11977,2
11977,7204,4
7204,7221,4
7221,7125,4
7125,9981,2
9981,848,2
848,10083,2
10083,6928,2
7125,12040,4
12040,11915,4
11915,10065,4
10065,4052,4
4052,9790,4
9790,912,4
912,11835,4
11835,6981,4
6981,3970,4
3970,3839,4
3839,3895,4
3895,9885,4
9885,11771,4
11771,987,2
987,9781,2
9781,11764,2
11764,964,2
964,3783,1
3783,6851,1
6851,1150,1
9843,11761,1
11761,10068,1
11771,6951,4
6951,11815,4
11815,9835,4
9835,6837,4
6837,11886,4
11886,3900,4
3900,1052,4
1052,12043,4
12043,10068,4
10068,9969,1
9969,11996,1
11996,11980,1
11980,7189,1
7189,1069,1
9843,4140,1
4140,12026,1
12026,7109,1
7109,4190,1
1069,12045,1
12045,4071,1
4071,7089,1
7089,10000,1
4174,1519,2
1519,4538,2
4538,12062,2
12062,4190,2
9843,6904,1
6904,10397,1
10397,952,1
952,13379,1
1069,4037,2
4037,10043,2
10043,7025,2
11913,1146,1
1146,10008,1
10008,7094,1
7094,11916,1
11916,10040,1
10040,9995,1
9995,7085,1
7085,7025,1
7014,12052,1
12052,10076,1
10076,7120,1
7120,996,1
996,11913,1
7014,12076,1
12076,4042,1
4042,7191,1
9974,7058,1
7058,1096,1
1096,11991,1
11991,7191,1
4190,1188,1
1188,1169,1
1169,4144,1
4144,1139,1
1139,9958,1
9958,10364,1
10364,12012,1
12012,7568,1
7568,7580,1
7580,9934,1
9934,7167,1
7167,4619,1
4619,4631,1
4631,9999,1
9999,7097,1
3992,7653,1
7653,1628,1
10062,7108,1
7108,1047,1
10364,4066,1
4066,7656,1
7656,10098,1
10098,7085,1
12068,1091,2
1091,11959,2
11959,7214,2
7214,7186,2
1047,12095,1
12095,1120,1
1120,9970,1
9991,12010,1
12010,11968,1
11968,9993,1
9993,12423,1
12423,1497,1
1497,12366,1
4245,10077,1
10077,4644,1
4644,7662,1
7662,7565,1
7565,10389,1
10389,12338,1
4245,10077,1
10077,1609,1
1609,4616,1
4616,10443,1
10443,10389,1
10389,10349,1
10349,7455,1
4245,10077,2
10077,4644,2
4644,7593,2
7593,7537,2
7537,4544,2
4544,4516,2
4245,4062,1
4062,7220,1
7220,1444,1
1444,12035,1
12035,12307,1
4245,4062,1
4062,4104,1
4104,1101,1
1101,10060,1
10060,10116,1
10116,12462,1
12462,11978,1
11978,10001,1
10001,10255,1
10255,4237,1
4237,1228,1
1228,7340,1
7340,4280,1
4280,12114,1
12114,4472,1
4472,8087,1
10278,12180,1
12180,10152,1
10152,1430,1
1430,4321,1
4321,7340,1
10278,7436,1
7436,1268,1
1268,10246,1
10246,4416,1
4416,7265,1
10278,1344,1
1344,12734,1
12734,8011,1
10246,4416,1
4416,1409,1
1409,7288,1
7288,1321,1
10278,1344,1
1344,12734,1
12734,10808,1
10808,8067,1
8067,7363,1
7363,10274,1
10274,7447,1
7447,7391,1
7391,10190,1
10190,7244,1
8011,8100,1
8100,10208,1
10208,4278,1
8011,8100,1
8100,4414,1
4414,10756,1
10756,10259,1
10259,5104,1
5104,8087,1
10278,1344,1
1344,7310,1
7310,12779,1
12779,10296,1
10296,10756,1
10756,10259,1
10259,5104,1
5104,1359,1
8087,10324,1
10324,1359,1
1359,12142,1
12142,4353,1
4353,10270,1
10270,1349,1
4278,12105,1
12105,7250,1
7250,12295,1
12295,10210,1
10210,12182,1
12182,12269,1
12269,1349,1
1349,7013,1
7013,4187,1
4187,7150,1
7150,11952,1
11952,9975,1
4516,1569,1
1569,2005,1
2005,7938,1
7938,5040,1
5040,5055,1
5055,12137,1
5040,4045,1
4045,2036,1
2036,12137,1
4516,10751,1
10751,9973,1
9973,4299,1
4299,1377,1
1377,12137,1
12137,5086,3
5086,10794,3
10794,2086,3
2086,2032,2
2032,10729,2
10729,12822,2
12822,12005,2
12005,10887,2
2086,12868,1
12868,2002,1
2002,10772,1
10772,10066,1
10066,9084,1
9084,10887,1
10887,9084,1
9084,8007,1
3456,10108,1
10108,4110,1
4110,7084,1
7084,10735,1
10735,8098,1
8098,5105,1
10735,1971,1
1971,10898,1
10898,8007,1
10887,4979,1
4979,8022,1
8022,12763,1
9975,1144,1
1144,7207,1
7207,4132,1
4245,4062,1
4062,7220,1
7220,1059,1
1059,1538,1
1538,10428,1
10428,9946,1
9946,7574,1
7574,10401,1
10401,12420,1
12420,4557,1
4557,4883,1
4883,10030,1
1349,7013,1
7013,4072,1
4072,7060,1
7060,7430,1
7430,10030,1
10030,4950,1
4950,11995,1
11995,4953,1
4953,5096,1
5096,5040,1
7260,7344,1
7344,10201,1
5105,8013,1
8013,12761,1
12761,5075,1
5005,7953,1
7953,1922,1
1922,2065,1
2065,1982,1
1982,10922,1
10922,10837,1
7602,10385,1
10385,10768,1
10768,10837,1
2089,8001,1
8001,2004,1
2004,7994,1
7994,2097,1
2097,3795,1
3795,1600,1
1600,10106,1
11746,806,2
806,3889,2
3889,12473,2
12473,7140,1
7140,1056,1
1056,4550,1
4550,4111,1
4111,792,1
4206,1201,1
1201,1065,1
1065,7170,1
7170,1074,1
1074,4111,1
1086,4206,1
11976,4591,1
4591,4574,1
4574,7151,1
4111,1074,1
1074,7170,1
7170,7151,1
1065,7170,1
7170,7151,1
4206,4088,1
4088,4161,1
4161,11979,1
11979,1155,1
1155,12049,1
4073,12049,1
4073,7011,1
12758,5099,1
5099,7970,1
7970,12455,1
12455,11976,1
11829,9833,1
4345,4417,2
4417,10320,2
10320,7433,2
7433,1284,2
1284,12291,2
12291,4362,2
4362,7379,2
7379,4432,2
4432,1424,2
1424,7304,2
7304,7644,2
7644,7361,2
4345,4417,2
4417,10320,2
10320,10174,2
10174,12221,2
12221,1282,2
1282,4342,2
4342,4285,2
4345,4270,3
4270,3778,3
3775,6797,2
6797,9580,2
9580,11567,2
11567,3605,2
3605,6625,2
6625,4270,2
4270,4345,2
9450,6713,2
6713,11641,2
11641,11685,2
11685,9684,2
9684,6769,2
6769,11669,2
11669,9724,2
9724,9711,2
9711,722,2
722,11695,2
11695,3763,2
3763,3775,2
3778,3635,3
3635,3661,3
3661,9634,3
9634,6676,3
6676,6510,3
6510,9467,2
9467,12278,2
12278,12582,2
12582,602,2
602,777,2
777,10718,2
10718,4775,2
4775,7899,2
7899,1769,2
1769,4875,2
4875,4426,2
4426,4872,2
6510,9480,2
9480,1299,2
1299,4869,2
4869,1782,2
1782,10718,2
10718,7794,2
7794,13094,2
13094,11571,2
11571,4875,2
4875,4426,2
4426,4872,2
12603,10611,2
10611,4739,2
4739,9669,2
9669,6726,2
6726,515,2
515,3010,2
4872,12688,2
12688,3721,2
3721,12593,2
12593,12663,2
12663,3481,2
3481,4739,2
12603,1788,2
1788,3721,2
3721,12688,2
12688,4872,2
12603,10611,2
10611,11440,2
11440,10684,2
10684,7787,2
7787,4765,1
4765,4877,1
4877,4343,1
4343,7853,1
7853,1858,1
1858,1408,1
3010,6754,1
6754,1347,1
1347,7761,1
7761,1737,1
1737,7853,1
7853,1858,1
1858,1408,1
1408,4428,2
4428,10157,2
10157,7315,2
7315,12214,3
12214,10327,3
7315,7386,2
7386,10271,2
10271,12211,2
12603,4759,2
4759,10709,2
10709,1752,2
1752,3719,2
3719,10618,4
10618,6752,4
6752,1866,4
9450,12357,2
12357,9657,2
9657,926,2
926,1760,2
1760,10526,2
10526,3699,2
3699,1719,2
1719,1866,2
1866,4807,2
4807,4664,2
4664,10341,2
10341,12456,2
12456,12357,2
9450,12368,2
12368,6737,2
6737,11589,2
11589,1560,2
1560,10341,2
10341,4664,2
4664,4807,2
4807,1866,2
9450,6713,1
6713,11641,1
11641,695,1
695,691,1
691,11656,1
11656,6710,1
6710,9724,2
9724,9711,2
9711,722,2
722,11695,2
11695,749,2
749,11654,2
9450,6713,2
6713,9654,2
9654,11637,2
11637,689,2
689,3685,2
3685,9825,2
9825,6890,2
6890,882,2
882,3687,2
3687,6707,2
6707,11654,2
6732,3906,2
3906,11830,2
11830,9832,2
3878,6911,2
6911,3806,2
3806,11665,2
11665,10381,2
10381,11662,2
11662,7345,2
7345,4345,2
9832,6909,2
6909,9847,2
9847,3878,2
3878,6882,2
6882,3863,2
3863,6845,2
6845,3824,2
3824,6984,2
6984,3957,3
3957,873,2
873,3823,2
3823,11841,2
11841,10412,2
6845,6869,2
6869,11785,2
11785,9804,2
9804,847,2
847,3850,2
3850,880,2
880,11800,2
6855,827,2
827,9808,2
9808,11800,2
9450,6713,2
6713,9653,2
9653,870,2
870,11791,2
11791,3872,2
3872,659,2
659,3853,2
3853,6874,2
6874,9808,2
9808,11800,2
1595,9796,2
9796,831,2
831,11776,2
11776,11760,2
11760,6855,2
1595,4527,2
4527,4601,2
4601,9775,2
9775,9760,2
9760,7528,2
7528,3975,2
3975,801,2
801,9923,2
9923,6823,2
6823,6929,2
6929,3957,2
12211,3513,2
3513,12183,2
12183,7865,2
7865,12553,2
12553,9616,2
1866,9880,2
9880,7536,2
7536,12577,2
12577,12646,2
12646,12586,2
9450,12312,2
12312,11589,2
11589,10478,2
10478,7306,2
7306,12418,2
12418,11788,2
11788,10666,2
10666,12586,2
12586,7852,2
7852,3855,2
3855,3613,2
3613,4760,2
4760,4723,2
9450,12368,2
12368,6737,2
6737,10393,2
10393,7539,2
7539,1586,2
1586,1678,2
1678,9892,2
9892,12586,2
1595,4531,1
4531,4437,1
4437,10461,1
10461,9682,1
9682,9450,1
11654,734,2
734,3733,2
3733,3702,2
3702,9708,2
9708,1436,2
1436,9693,2
9693,3806,2
3806,6911,2
6911,3878,2
6696,1881,2
1881,10448,2
10448,1595,2
6696,12709,2
12709,12568,2
12568,9727,2
4527,1445,2
1445,9727,2
1572,12381,2
12381,1480,2
1480,11975,2
1843,9834,2
9834,10489,2
10489,866,2
866,12439,2
12439,1572,2
1572,1584,2
1584,7388,2
1572,12353,2
12353,1433,2
1433,12470,2
12470,10492,2
10492,12384,2
12735,7422,2
7422,492,2
12384,7583,1
7583,860,1
860,492,1
492,10520,2
10520,7480,2
7552,7524,2
7524,4464,2
7552,1453,2
1453,10449,2
7552,1453,2
1453,1643,2
1643,1528,2
1528,12401,2
12401,6968,2
6968,9829,2
9829,3960,2
3960,10861,2
10861,10504,2
10504,10337,2
10337,1500,2
1500,12313,2
12313,4507,2
4507,4535,2
4535,7552,2
10337,12410,2
12410,4884,2
4884,2042,2
2042,6785,2
10337,12341,2
12341,1927,2
1927,12782,2
3960,7981,2
7981,5022,2
5022,1927,2
1927,12782,2
6785,12369,2
12369,5015,2
5015,10769,1
10769,12835,1
12782,6987,3
6987,5061,3
5061,2060,3
2060,12835,3
8097,10740,1
12835,7973,2
7973,8003,2
8003,10916,2
10916,10830,2
10830,12745,2
12745,8097,2
12782,2019,2
2019,12728,2
12728,5038,2
5038,10894,2
10894,10740,2
5021,2083,2
2083,12721,2
12721,12835,2
1965,2011,2
2011,4956,2
4956,5021,1
4956,2083,1
2083,1952,1
1952,12721,1
12721,12835,1
4956,10172,1
1965,2011,1
2011,2008,1
2008,10172,1
10172,12804,1
12804,10853,1
10853,8003,1
1965,12755,1
12755,4887,1
4887,13089,1
3834,853,2
3834,7920,2
7920,5044,2
5044,12791,2
12791,10740,2
4908,4977,2
4977,1945,2
1945,8057,2
13089,12746,2
12746,12873,2
12873,10895,2
10895,8057,2
8032,2051,1
2051,13089,1
12753,8236,2
8236,10773,2
10773,12810,2
12753,10842,1
10842,10886,1
3960,9829,2
9829,5001,2
5001,7485,2
7485,12458,2
12458,12489,2
12489,4444,2
4444,1646,2
7202,1547,2
1547,11975,2
10412,3925,1
3925,11738,1
11738,788,1
7202,10029,2
10029,7012,2
7012,4491,2
4491,7138,2
12384,638,2
638,10394,2
10394,1485,2
1485,4653,2
4653,4491,2
4491,7138,2
7202,7012,1
7012,7134,1
7134,11927,1
11927,7083,1
7083,7045,1
7045,11783,1
11783,6943,1
6943,788,1
1132,4168,1
4168,6943,1
6943,788,1
7138,7083,1
7083,12054,1
12054,1132,1
10412,9931,1
9931,12445,1
12445,10081,1
10081,7138,1
4464,7668,1
7668,7480,1
3957,951,1
951,11873,1
11873,10343,1
10343,7646,1
7646,7466,1
7466,4627,1
4627,12637,1
12637,9727,1
9727,1582,1
1582,913,1
7622,10498,1
10498,7451,1
7451,10374,1
10374,4476,1
4476,7546,1
7546,1550,1
8252,5051,2
5051,12798,2
913,7791,1
7791,10909,1
12384,5090,2
5090,10909,2
12735,12803,1
12803,968,1
968,10909,1
12735,10192,2
10192,10824,2
10824,12501,2
12501,1987,2
1987,10615,2
10615,7797,2
1646,7797,1
12735,1587,2
1587,10753,2
10753,7464,2
7464,7797,2
10449,10410,2
10410,4510,2
4510,1646,2
6696,6974,2
6974,12670,2
12670,12501,2
1595,12437,2
12437,1604,2
1604,7626,2
7626,12305,2
12305,4569,2
4569,12305,2
12305,10457,2
10457,12497,2
12497,7611,2
7611,9682,2
9682,9450,2
4569,1621,1
1621,12361,1
12361,10717,1
10717,1564,1
1564,1534,1
4569,12346,1
12346,12463,1
12463,10370,1
10370,1534,1
4569,4449,2
4449,4540,2
4540,4625,2
4625,7797,2
6464,506,2
506,584,2
584,11428,2
11428,493,2
493,11515,2
11515,243,2
243,279,2
279,3324,2
3324,389,2
389,362,2
9508,548,2
548,3230,2
3230,3295,2
3295,3324,1
3324,389,1
389,362,1
9450,12368,2
12368,6737,2
6737,10339,2
10339,1527,2
1527,4590,2
4590,7449,2
7449,7607,2
7607,12361,2
12361,10717,2
1866,9880,1
9880,1867,1
1867,12667,1
12667,12620,1
12620,3750,1
3750,1747,1
4723,10640,2
10640,10711,2
10711,1815,2
1815,12651,2
12651,1851,2
1851,12585,2
12585,4860,2
4860,10593,1
10593,10624,1
12211,3513,2
3513,4328,2
4328,4274,2
3588,6665,2
6665,3471,2
3471,10151,2
10151,4274,2
4274,4347,2
4347,4331,2
4331,3588,2
3588,9697,3
9697,9713,3
9671,3677,2
3677,6699,2
6699,9713,2
9713,6699,3
6699,6694,3
6694,6876,3
6876,4518,3
4518,9911,2
9911,941,2
941,10387,2
10387,10483,1
10483,9814,1
9814,11757,1
11757,7517,1
7517,1562,1
1562,12374,1
12374,7986,1
7986,8115,2
8115,853,2
10387,12303,1
12303,4727,1
4727,7986,1
10327,12673,2
12673,12124,2
12124,3781,2
3781,6742,2
6742,7779,2
7779,4860,2
4860,12572,2
12572,4857,2
4857,7880,2
7880,1767,2
1767,6722,2
6722,12566,2
12566,1836,2
1836,4772,2
4772,1752,2
1752,3719,2
10624,4863,2
4863,7883,2
7883,4759,2
10327,1690,2
1690,1832,2
1832,4838,2
4838,1854,2
1854,1857,2
1857,10593,2
10593,10624,2
10717,7834,2
7834,1352,2
1352,7892,2
7892,4740,2
1534,9802,2
9802,4811,2
4811,4740,2
1534,2043,2
2043,1806,2
3960,2082,2
2082,8025,2
8025,5103,2
5103,1618,2
1618,1806,2
1806,7904,1
7904,10798,1
10798,11802,1
11802,4740,1
3960,9920,2
9920,5085,2
5085,3875,2
3875,3972,2
10798,10702,2
10702,3972,2
4740,11802,2
11802,7762,2
7762,2055,2
2055,3972,2
3972,9908,2
9908,12624,2
12624,4586,2
4586,10340,2
10340,4740,2
9908,12893,2
12893,10867,2
10867,8070,2
8070,3867,2
3867,10740,2
10740,12791,2
12791,3883,2
3883,4975,2
4975,10642,2
10642,12627,2
4740,10340,2
10340,4586,2
4586,1738,2
1738,12627,2
12627,10588,2
10588,1827,2
10717,7834,2
7834,4757,2
4757,12513,2
12513,1753,2
1753,10532,2
10532,4871,2
4871,12570,2
12570,12642,2
12642,1827,2
10717,7834,2
7834,1352,2
1352,7892,2
7892,12024,2
12024,4814,2
4814,4586,2
4586,1738,2
1738,12627,2
1827,7780,2
7780,4723,2
853,1793,1
1793,11814,1
11814,4799,1
4799,4657,1
4657,10387,1
853,7747,1
7747,6897,1
6897,10573,1
10573,10645,1
10645,12552,1
12552,4975,1
10573,7821,1
7821,12765,1
12765,11814,1
12627,9792,1
9792,868,1
868,1658,1
1658,6887,1
6887,1756,1
1756,4742,1
4742,10662,1
10662,4865,1
4865,10651,2
10651,12573,2
12573,12699,2
12699,850,2
850,4799,2
4799,4657,2
4657,10387,2
4865,10651,3
10651,10591,3
10591,7827,3
7827,4736,3
4736,10422,3
10422,11698,3
11698,710,3
710,9713,3
4865,10582,2
10582,12535,2
12535,1789,2
1789,10556,2
10556,9616,2
12535,7888,2
7888,12633,2
12633,12561,2
12561,10640,2
10640,4723,2
1814,4804,1
4804,12617,1
12617,12604,1
1814,4804,2
4804,12617,2
12617,7783,2
7783,1713,2
1713,7887,2
7887,1565,2
1565,4543,2
1814,4804,1
4804,7692,1
7692,1801,1
2197,5195,2
5195,2203,2
2203,2211,2
7798,4776,2
4776,12932,2
12932,12924,2
12924,12910,2
7798,12576,2
12576,7755,2
7755,1667,2
1667,10455,2
10455,10682,2
10682,12435,2
12435,12406,2
7564,7535,2
7535,7522,2
7522,4481,2
4481,12308,2
12308,7651,2
7651,10487,2
10487,10460,2
10460,4560,2
4560,7566,2
1454,12104,1
12104,1431,1
1431,7669,1
12364,1555,1
1555,4573,1
4573,7621,1
12364,10402,1
10402,12394,1
12394,12409,1
12409,1639,1
12364,10402,1
10402,12394,1
12394,10418,1
12364,12351,1
12351,10390,1
10390,8208,1
8208,5184,1
5184,12970,1
12970,8215,1
8215,10992,1
10992,650,1
650,8222,1
650,5191,1
5191,8194,1
8194,5228,1
5228,11000,1
11000,5171,1
5171,12994,1
12994,13301,1
13301,8217,1
8217,13303,1
13303,5131,1
5131,13086,1
13086,13287,1
13287,13288,1
13288,2210,1
2210,2182,1
2182,5166,1
650,8229,1
8229,8251,1
8251,5121,1
5121,12920,1
12920,5169,1
1639,12494,1
12494,10935,1
12364,12351,1
12351,7500,1
7500,10985,1
10985,12942,1
8187,10943,1
10943,12453,1
12453,10515,1
10515,12364,1
8187,8238,1
8238,2173,1
2173,2152,1
10362,12496,1
12496,1613,1
1613,1626,1
1626,4604,1
7500,5163,1
5163,10975,1
10975,8255,1
8255,5143,1
5143,8216,1
8216,13311,1
13311,2224,1
2224,5229,1
5229,10987,1
10987,12930,1
12930,8157,1
8157,5230,1
5230,13195,1
13195,10952,1
10952,13086,1
4604,4589,1
4589,10447,1
4604,4589,2
4589,7594,2
7594,1542,2
1542,1529,2
1529,5156,2
5156,8181,2
8181,7553,1
7553,10947,1
10947,10513,1
10513,5112,1
10513,10432,1
10432,5172,1
5172,10980,1
10980,8190,1
8190,12996,1
12996,2153,1
2153,10999,1
10980,12334,2
12334,8148,2
8148,7476,2
10513,10947,2
10947,12972,2
12972,5186,2
5186,12937,2
12937,2181,2
2181,10959,2
10959,8189,2
10513,10947,1
10947,12972,1
12972,5186,1
5186,7636,1
7636,12977,1
10946,8143,1
10998,5182,1
5182,10967,1
10967,5168,1
5168,2227,1
12589,10415,2
10415,12692,2
12692,12547,2
12547,4696,2
2229,10963,1
10963,7605,2
7605,5203,2
5203,1509,2
1509,10697,2
10697,4822,2
4822,4696,2
1468,4556,1
4556,12648,1
12648,10400,1
2213,10400,1
7576,1468,1
4696,1833,1
8245,1688,1
1688,5106,1
5106,10400,1
10697,5231,3
5231,12648,3
12648,10400,3
10963,4879,2
2120,10929,2
10929,1874,2
1874,12963,2
12963,8214,2
8214,10668,1
10668,5231,1
10929,1874,1
1874,7872,1
7872,5199,1
5199,12504,1
12504,191,1
8214,12963,1
12963,1874,1
1874,7872,1
7872,5199,1
10968,12925,1
12925,5117,1
2196,8205,1
8205,12911,1
12911,10932,1
10932,8144,1
5160,10860,1
10860,1939,1
1939,5196,1
5196,5210,1
7011,10005,2
10005,11964,2
7011,10073,2
10073,7164,2
7164,4076,2
7011,3996,2
3996,4055,2
4055,1068,2
1068,10031,2
10031,7144,2
7144,11974,2
11974,12044,2
11999,1064,2
1064,12071,2
12071,1151,2
1151,12044,2
8105,10745,2
10745,7989,2
7989,2046,2
2046,2003,1
2003,12725,1
2046,12881,2
12881,12806,2
11921,4129,2
4129,7162,2
7162,7180,2
7180,11969,2
9994,11969,2
12051,7081,2
7081,1160,2
1160,4163,2
4163,1046,2
1046,7180,2
7180,11969,2
12051,7065,2
7065,13077,2
13077,4131,2
4131,11939,2
11939,1145,2
1145,9964,2
9964,12760,2
12760,11923,2
11923,7132,2
7132,4150,1
4150,7008,1
7008,12018,1
12018,7958,1
7958,4933,1
7132,4116,2
4116,989,2
989,1111,2
1111,4097,2
4097,11987,2
11987,7100,2
7100,1194,1
1194,10113,1
10113,9945,1
7100,10070,2
10070,7069,2
7069,10023,2
10023,4139,2
4139,4108,2
2012,8015,1
8015,12710,1
12710,4948,1
2050,12900,1
12900,2025,1
2025,1969,1
1969,4972,1
9570,6462,2
6462,9511,2
9511,11467,2
3458,6416,2
6416,11430,2
11430,9427,2
3458,467,1
467,3544,1
9817,11673,2
11673,6734,2
321,11305,2
11305,9320,2
9320,9347,2
3522,9238,1
9238,9294,1
9294,11305,1
11305,321,1
3522,9238,1
9238,9294,1
9294,9320,1
9320,9347,1
2086,2054,2
2054,1908,2
1908,4984,2
4984,10847,2
10847,1980,2
1980,4110,2
2086,2054,2
2054,1908,2
1908,4149,2
4149,12886,2
12886,1103,2
1103,9975,2
4245,4204,2
4204,7593,2
7593,12452,2
12452,1637,2
1637,10471,2
10471,10332,2
10332,7938,2
7938,5040,2
3022,6038,1
6038,3111,1
3111,11049,1
11049,3162,1
3162,11052,1
11052,46,1
46,3108,1
11542,9429,2
9429,583,2
583,421,2
421,6562,2
6562,3414,2
3414,3583,2
3583,3414,1
3414,6562,1
6562,3569,1
3569,557,1
557,3718,1
3718,6739,1
6739,11666,1
11542,9429,2
9429,583,2
583,421,2
421,6562,2
6562,3569,2
1965,8089,2
8089,12810,2
4908,10765,2
10765,8012,2
8012,3834,2
7859,12435,2
12435,12406,2
12406,7520,1
7520,10388,1
10388,4478,1
4478,4658,1
4658,10500,1
10500,12451,1
12451,10430,1
10430,7564,1
8186,5225,2
5225,10925,2
10925,12910,2
12406,1537,1
1537,10427,1
10427,12377,1
12377,11019,1
11019,2114,1
2114,8249,1
8249,5211,1
5211,5225,1
5225,8186,1
8186,10927,1
10927,8165,1
8165,5197,1
5197,12948,1
12948,2191,1
2191,10969,1
10969,8200,1
8200,10949,1
10949,1526,1
1526,10983,1
10983,2157,1
2157,1652,1
6928,3981,1
3981,3852,1
3852,6922,1
6922,959,1
959,6822,1
6822,898,1
898,6944,1
6944,9897,1
10433,9782,1
9782,10503,1
10503,12482,1
12482,11906,1
11906,6811,1
6811,810,1
810,3977,1
3977,957,1
957,3977,1
3977,810,1
810,6811,1
6811,9766,1
9766,973,1
973,9897,1
4572,7663,1
7663,11864,1
11864,9913,1
9913,9928,1
9928,11893,1
11893,6964,1
6964,9897,1
11771,11808,2
11808,916,2
916,4642,2
4642,4572,2
4572,4503,1
4503,7652,1
7652,10433,1
10433,7582,2
7582,4506,2
4506,12485,2
12485,4876,2
4876,10638,2
10638,13150,2
13150,4745,2
4745,7743,2
7743,4719,2
4719,4677,2
11771,846,2
846,9831,2
9831,930,2
930,4633,2
4633,4561,2
4561,4506,2
4725,10655,2
10655,7801,2
7801,12678,2
12678,12261,2
12261,4805,2
4805,12189,2
4725,7763,1
7763,12657,1
12657,10678,1
10678,7851,1
7851,12543,1
12543,10559,1
10559,7725,1
7725,4677,1
4506,1588,1
1588,12618,1
12618,7832,1
7832,4725,1
3585,6418,2
6418,9421,2
9421,9541,2
9541,543,2
543,6552,2
6552,9527,2
9527,11666,2
11542,6440,3
6440,3418,3
3418,3585,3
3585,6470,2
6470,11404,2
11404,3474,2
3474,9416,2
9416,11544,2
9315,6318,2
6318,6384,2
9315,9379,2
9379,9332,2
9332,11270,2
11270,351,2
12051,9976,1
9976,12034,1
12034,9943,1
6583,9418,2
9418,9444,2
9444,3516,2
3516,516,2
13011,9472,2
9472,13081,2
13081,3516,2
3516,516,2
11459,500,1
500,509,1
509,9516,1
9516,533,1
533,9504,1
9504,3529,1
11408,9564,1
9564,3539,1
3539,11485,1
11485,9436,1
9436,3582,1
3582,9504,1
9504,3529,1
12331,4612,1
4612,11752,1
11752,7674,1
7674,13379,1
9878,6945,1
6945,11796,1
11796,3927,1
3927,6992,1
6992,4112,1
6912,11778,1
11778,9921,1
9921,928,1
928,4112,1
3951,11831,1
11831,856,1
856,981,1
981,11898,1
11898,9921,1
979,6938,1
6938,9844,1
9844,11747,1
9777,3903,1
3903,3935,1
3935,9915,1
9915,11881,1
3870,921,1
921,6977,1
6977,9777,1
3870,3807,1
3807,11844,1
11844,804,1
804,11747,1
3889,9893,1
9893,9912,1
9912,7620,1
11853,6991,1
6991,10472,1
12043,11822,1
11822,6969,1
6969,3955,1
3955,9768,1
9768,13379,1
7101,10517,1
10517,7097,1
3992,4083,1
4083,7172,1
7172,7199,1
6747,723,1
723,3707,1
560,11503,1
11503,6435,1
3707,11686,1
11686,754,1
754,3757,1
3757,3575,1
3575,6597,1
6597,409,1
409,3452,1
6344,9371,1
9371,9396,1
9396,11230,1
3122,11065,1
11065,3172,1
3172,66,1
66,195,1
195,11121,1
9206,11162,1
11162,3050,1
3050,6150,1
6150,3187,1
3187,3030,1
3030,9061,1
9061,3068,1
3068,9169,1
9169,193,1
193,3125,1
3125,6146,1
6146,11079,1
11079,9233,1
9233,9106,1
9106,6212,1
6212,11121,1
11141,9104,1
9104,3125,1
11043,9163,1
9163,9056,1
9056,6141,1
6141,11033,1
11033,3119,1
3119,6138,1
3025,3137,1
3137,9167,1
9108,6165,1
6165,6125,1
6125,9147,1
9147,11125,1
11125,11164,1
11164,11081,1
11081,158,1
158,11121,1
3668,6701,1
6701,700,1
700,6748,1
6748,3726,1
3726,6758,1
6758,11706,1
11706,9753,1
9753,6620,1
6620,11429,1
11429,9455,1
9455,6486,1
6486,6516,1
6516,520,1
520,11474,1
11474,3529,1
10364,1004,1
1004,1603,1
1603,5092,1
5092,7301,1
10137,10309,1
10309,4379,1
4379,1302,1
1302,7280,1
7280,12297,1
12297,4397,1
4397,10016,1
10016,11936,1
11936,1185,1
4401,12232,1
12232,10232,1
10232,12204,1
12204,1285,1
1285,10162,1
5010,13239,1
13239,7980,1
7980,8124,1
12766,13250,1
11618,11615,2
11615,656,2
656,11598,2
11598,9598,2
9598,603,2
13255,9914,1
9914,3884,1
3884,11767,1
3943,3924,1
1111,12100,1
9602,6998,1
6998,6953,1
6953,6940,1
8216,8195,1
8195,5171,1
3536,575,1
11483,6504,2
6504,454,2
11420,9500,1
3338,3075,1
3075,3065,1
3065,9130,1
9130,72,1
72,75,1
75,9199,1
9199,9131,1
11977,7175,2
12040,1003,1
13379,10397,1
7025,12055,1
12055,1076,1
1076,1029,1
7301,12156,1
12156,8049,1
