idea_key,slot,is_law,cost,removal_cost,is_default,source_file
CHL_national_falange,country,no,,-1,no,chile.txt
CHL_imposed_new_taxes,country,no,,-1,no,chile.txt
CHL_development_inwards_idea,country,no,,-1,no,chile.txt
CHL_oppressed_working_class,country,no,,-1,no,chile.txt
CHL_socialist_youth_idea,country,no,,-1,no,chile.txt
CHL_popular_front_in_power,country,no,,-1,no,chile.txt
CHL_liberal_party_in_power,country,no,,-1,no,chile.txt
CHL_communist_party_in_power,country,no,,-1,no,chile.txt
CHL_democratic_alliance_in_power,country,no,,-1,no,chile.txt
CHL_conservative_party_in_power,country,no,,-1,no,chile.txt
CHL_radical_party_in_power,country,no,,-1,no,chile.txt
CHL_popular_freedom_alliance_in_power,country,no,,-1,no,chile.txt
CHL_laissez_faire,country,no,,-1,no,chile.txt
CHL_socialist_land_reform,country,no,,-1,no,chile.txt
CHL_abolished_serfdom,country,no,,-1,no,chile.txt
CHL_strict_secularism,country,no,,-1,no,chile.txt
CHL_catholic_church_holding_political_power,country,no,,-1,no,chile.txt
CHL_stricter_labor_laws,country,no,,-1,no,chile.txt
CHL_comptroller_general_of_chile,country,no,,-1,no,chile.txt
CHL_anti_communist_action,country,no,,-1,no,chile.txt
CHL_ligas_patrioticas,country,no,,-1,no,chile.txt
CHL_democratic_volunteer_corps,country,no,,-1,no,chile.txt
CHL_the_international_revolution,country,no,,-1,no,chile.txt
CHL_anti_americanism,country,no,,-1,no,chile.txt
CHL_republican_guards_in_exile,country,no,,-1,no,chile.txt
CHL_the_true_enemy_idea,country,no,,-1,no,chile.txt
CHL_empowered_preparations_department,country,no,,-1,no,chile.txt
CHL_carabineros_de_chile_fascist,country,no,,-1,no,chile.txt
CHL_carabineros_de_chile_neutrality,country,no,,-1,no,chile.txt
CHL_fascist_assault_department,country,no,,-1,no,chile.txt
CHL_fascist_assault_and_provinces_department,country,no,,-1,no,chile.txt
CHL_fascist_youth_department,country,no,,-1,no,chile.txt
CHL_fascist_youth_and_provinces_department,country,no,,-1,no,chile.txt
CHL_spirit_of_the_conquistadors,country,no,,-1,no,chile.txt
CHL_an_empire_in_the_pacific_idea,country,no,,-1,no,chile.txt
CHL_ancestral_mapuche_resistance,country,no,,-1,no,chile.txt
CHL_the_francoist_model,country,no,,-1,no,chile.txt
CHL_the_francoist_model_conquest,country,no,,-1,no,chile.txt
CHL_hosting_german_intel_lar,country,no,,-1,no,chile.txt
CHL_hosting_german_intel_non_lar,country,no,,-1,no,chile.txt
CHL_siphoning_funds,country,no,,-1,no,chile.txt
CHL_pan_hispanic_rhetoric,country,no,,-1,no,chile.txt
CHL_pan_hispanic_rhetoric_2,country,no,,-1,no,chile.txt
CHL_pan_hispanic_rhetoric_3,country,no,,-1,no,chile.txt
CHL_fascist_military_excercises,country,no,,-1,no,chile.txt
CHL_spirit_of_the_pacific_war,country,no,,-1,no,chile.txt
CHL_mapuche_social_classes,country,no,,-1,no,chile.txt
CHL_machi_in_the_army,country,no,,-1,no,chile.txt
CHL_legacy_of_caupolican,country,no,,-1,no,chile.txt
CHL_patagonian_giants,country,no,,-1,no,chile.txt
pan_american_highway_connections,country,no,,-1,no,chile.txt
CHL_mapuche_ancestral_resistance_good,country,no,,-1,no,chile.txt
CHL_cattle_and_wool,country,no,,-1,no,chile.txt
CHL_unified_in_spirit_idea,country,no,,-1,no,chile.txt
CHL_crusade_against_imperialism_idea,country,no,,-1,no,chile.txt
CHL_local_mapuche_defense_groups,country,no,,-1,no,chile.txt
CHL_ibanez_foriegn_support,country,no,,-1,no,chile.txt
CHL_french_investments,country,no,,-1,no,chile.txt
CHL_veteran_legionaries,country,no,,-1,no,chile.txt
CHL_popular_resistance,country,no,,-1,no,chile.txt
CHL_peru_payments_to_chile,country,no,,-1,no,chile.txt
CHL_chile_payments_from_peru,country,no,,-1,no,chile.txt
CHL_the_kings_scouts,country,no,,-1,no,chile.txt
CHL_aiding_CHL_payment,country,no,,-1,no,chile.txt
CHL_payment_for_aid,country,no,,-1,no,chile.txt
CHL_french_aristocracy,country,no,,-1,no,chile.txt
CHL_araucanian_aristocracy,country,no,,-1,no,chile.txt
CHL_invited_french_academia,country,no,,-1,no,chile.txt
CHL_state_catholicism_idea,country,no,,-1,no,chile.txt
CHL_royal_mountaineers,country,no,,-1,no,chile.txt
CHL_puppeteering_idea,country,no,,-1,no,chile.txt
CHL_foreign_communist_influence,country,no,,-1,no,chile.txt
CHL_the_grand_chilean_armada,country,no,,-1,no,chile.txt
CHL_lack_of_funds,country,no,,-1,no,chile.txt
CHL_naval_mutiny,country,no,,-1,no,chile.txt
idea_JUNO_truck_production_cost,hidden_ideas,no,,-1,no,chile.txt
JUNO_hidden_aa_production_ns,hidden_ideas,no,,-1,no,chile.txt
JUNO_hidden_aa_production_ns_2,hidden_ideas,no,,-1,no,chile.txt
JUNO_hidden_at_production_ns,hidden_ideas,no,,-1,no,chile.txt
JUNO_license_idea,hidden_ideas,no,,-1,no,chile.txt
JUNO_license_air_idea,hidden_ideas,no,,-1,no,chile.txt
CHL_aid_SPR,hidden_ideas,no,,,no,chile.txt
CHL_aid_araucania,hidden_ideas,no,,,no,chile.txt
CHL_non_lar_encryption,hidden_ideas,no,,,no,chile.txt
CHL_lar_encryption,hidden_ideas,no,,,no,chile.txt
CHL_compania_general_electricidad,industrial_concern,no,,,no,chile.txt
CHL_compania_sudamerica_vapores,industrial_concern,no,,,no,chile.txt
CHL_via_trans_radio,industrial_concern,no,,,no,chile.txt
CHL_banco_central_de_chile,industrial_concern,no,,,no,chile.txt
CHL_banco_central_de_chile_better,industrial_concern,no,,,no,chile.txt
CHL_compania_electro_industrial_valdivia,industrial_concern,no,,,no,chile.txt
CHL_empresa_ferrocarries_del_estado,industrial_concern,no,,,no,chile.txt
CHL_compania_manufacura_cartones,industrial_concern,no,,,no,chile.txt
CHL_corporacion_fomento_production,industrial_concern,no,50,,no,chile.txt
CHL_fabricas_maestranzas_ejercito,materiel_manufacturer,no,,,no,chile.txt
CHL_famae_corvo,materiel_manufacturer,no,,,no,chile.txt
CHL_famae_rama_de_artilleria,materiel_manufacturer,no,,,no,chile.txt
CHL_epartamento_de_tanques_del_ejercito,tank_manufacturer,no,,,no,chile.txt
CHL_arsenales_de_marina,naval_manufacturer,no,,,no,chile.txt
CHL_csav,naval_manufacturer,no,,,no,chile.txt
CHL_fanaero,aircraft_manufacturer,no,,,no,chile.txt
CHL_enaer,aircraft_manufacturer,no,,,no,chile.txt
german_advisors,country,no,,-1,no,china.txt
CHI_civil_war_deserters,country,no,,-1,no,china.txt
CHI_communist_uprisings,country,no,,-1,no,china.txt
CHI_nine_power_treaty,country,no,,-1,no,china.txt
CHI_army_corruption_1,country,no,,-1,no,china.txt
CHI_army_corruption_2,country,no,,-1,no,china.txt
CHI_army_corruption_3,country,no,,-1,no,china.txt
CHI_ineffective_bureaucracy,country,no,,-1,no,china.txt
CHI_incompetent_officers,country,no,,-1,no,china.txt
CHI_chinese_unity_1,country,no,,-1,no,china.txt
CHI_chinese_unity_2,country,no,,-1,no,china.txt
CHI_chinese_unity_3,country,no,,-1,no,china.txt
CHI_chinese_unity_4,country,no,,-1,no,china.txt
CHI_chinese_unity_5,country,no,,-1,no,china.txt
CHI_hyper_inflation_none,country,no,,-1,no,china.txt
CHI_hyper_inflation_1,country,no,,-1,no,china.txt
CHI_hyper_inflation_2,country,no,,-1,no,china.txt
CHI_hyper_inflation_3,country,no,,-1,no,china.txt
CHI_hyper_inflation_4,country,no,,-1,no,china.txt
CHI_hyper_inflation_5,country,no,,-1,no,china.txt
CHI_executive_yuan,country,no,,-1,no,china.txt
CHI_legislative_yuan,country,no,,-1,no,china.txt
CHI_inter_party_coordination_council,country,no,,-1,no,china.txt
CHI_war_of_resistance,country,no,,-1,no,china.txt
CHI_war_of_resistance_2,country,no,,-1,no,china.txt
CHI_war_of_national_liberation,country,no,,-1,no,china.txt
CHI_forced_conscription,country,no,,-1,no,china.txt
CHI_military_affairs_commission,country,no,,-1,no,china.txt
CHI_whampoa_military_academy,country,no,,-1,no,china.txt
CHI_grain_tax,country,no,,-1,no,china.txt
CHI_warlord_integration_1,country,no,,-1,no,china.txt
CHI_warlord_integration_2,country,no,,-1,no,china.txt
CHI_warlord_integration_3,country,no,,-1,no,china.txt
CHI_warlord_integration_4,country,no,,-1,no,china.txt
CHI_warlord_integration_5,country,no,,-1,no,china.txt
CHI_war_of_anti_imperialism,country,no,,-1,no,china.txt
CHI_illegal_regime,country,no,,-1,no,china.txt
idea_CHI_national_registry_of_property,country,no,,-1,no,china.txt
idea_CHI_troop_inspection,country,no,,-1,no,china.txt
idea_CHI_professional_army,country,no,,-1,no,china.txt
idea_CHI_popular_army,country,no,,-1,no,china.txt
idea_CHI_production_efforts,country,no,,-1,no,china.txt
idea_CHI_central_government_integration_pressure,country,no,,-1,no,china.txt
idea_CHI_central_government_integration_pressure_upgraded,country,no,,-1,no,china.txt
idea_CHI_central_government_integration_pressure_democratic,country,no,,-1,no,china.txt
idea_CHI_central_government_minquan_pressure_democratic,country,no,,-1,no,china.txt
idea_CHI_ban_immoral_entertainment,country,no,,-1,no,china.txt
idea_CHI_expropriate_industrialists,country,no,,-1,no,china.txt
idea_CHI_opposition_censured,country,no,,-1,no,china.txt
idea_CHI_sympathetic_judges,country,no,,-1,no,china.txt
idea_CHI_rooting_out_hardliners,country,no,,-1,no,china.txt
idea_CHI_stabilized_government,country,no,,-1,no,china.txt
idea_CHI_a_new_chapter,country,no,,-1,no,china.txt
idea_CHI_eternal_revolution,country,no,,-1,no,china.txt
idea_CHI_cult_of_shek,country,no,,-1,no,china.txt
CHI_new_culture_movement_idea,country,no,,-1,no,china.txt
CHI_american_aid,country,no,,,no,china.txt
CHI_asian_bastion_of_liberty_idea,country,no,,-1,no,china.txt
CHI_correcting_a_hisotrical_wrong_idea,country,no,,-1,no,china.txt
CHI_liberated_by_democratic_china,country,no,,,no,china.txt
CHI_republican_agitation,country,no,,-1,no,china.txt
CHI_three_princpals_w_idea,country,no,,-1,no,china.txt
CHI_three_princpals_n_idea,country,no,,-1,no,china.txt
CHI_three_princpals_d_idea,country,no,,-1,no,china.txt
CHI_three_princpals_w_n_idea,country,no,,-1,no,china.txt
CHI_three_princpals_w_d_idea,country,no,,-1,no,china.txt
CHI_three_princpals_n_d_idea,country,no,,-1,no,china.txt
CHI_three_princpals_w_n_d_idea,country,no,,-1,no,china.txt
camco,aircraft_manufacturer,no,,,no,china.txt
CHI_mining_commission,industrial_concern,no,25,,no,china.txt
CHI_national_resource_commission,industrial_concern,no,25,,no,china.txt
CHI_obsolete_fortifications,country,no,,-1,no,china.txt
CHI_local_suppliers,country,no,,-1,no,china.txt
CHI_the_three_year_plan,country,no,,-1,no,china.txt
CHI_empowered_nbis,country,no,,-1,no,china.txt
CHI_empowered_nbis_compat,country,no,,-1,no,china.txt
CHI_tongzi_jun,country,no,,-1,no,china.txt
CHI_baojia,country,no,,-1,no,china.txt
CHI_saco,country,no,,-1,no,china.txt
CHI_chinese_womens_national_war_relief_society,country,no,,-1,no,china.txt
CHI_women_in_the_war_effort_idea,country,no,,-1,no,china.txt
idea_CHI_punish_the_signatories,country,no,,-1,no,china.txt
idea_CHI_a_new_middle_kingdom,country,no,,-1,no,china.txt
idea_CHI_cradle_of_civilization,country,no,,-1,no,china.txt
idea_CHI_our_place,country,no,,-1,no,china.txt
CHI_concerted_push_idea,country,no,,-1,no,china.txt
CHI_chinese_economic_support_idea,country,no,,-1,no,china.txt
CHI_chinese_industrial_support_idea,country,no,,-1,no,china.txt
CHI_intervention_for_khm_idea,hidden_ideas,no,,,no,china.txt
CHI_appropriate_design_offensive_idea,hidden_ideas,no,,-1,no,china.txt
CHI_appropriate_design_defensive_idea,hidden_ideas,no,,-1,no,china.txt
CHI_soviet_support_hidden,hidden_ideas,no,,-1,no,china.txt
CHI_operation_zet_hidden,hidden_ideas,no,,-1,no,china.txt
CHI_northwest_highway_hidden,hidden_ideas,no,,-1,no,china.txt
CHI_the_hanoi_route_hidden,hidden_ideas,no,,-1,no,china.txt
CHI_the_burma_road_hidden,hidden_ideas,no,,-1,no,china.txt
CHI_the_hump_sea_hidden,hidden_ideas,no,,-1,no,china.txt
CHI_early_detections_hidden,hidden_ideas,no,,-1,no,china.txt
CHI_defend_our_coasts_hidden,hidden_ideas,no,,-1,no,china.txt
CHI_strike_from_below_hidden,hidden_ideas,no,,-1,no,china.txt
CHI_long_range_hidden,hidden_ideas,no,,-1,no,china.txt
CHI_coastal_defence_hidden,hidden_ideas,no,,-1,no,china.txt
CHI_mobile_bases_hidden,hidden_ideas,no,,-1,no,china.txt
CHI_mobile_bases_hidden_2,hidden_ideas,no,,-1,no,china.txt
CHI_local_alloy_commission_hidden,hidden_ideas,no,,-1,no,china.txt
CHI_neglected_countryside_fake_ns,hidden_ideas,no,,,no,china.txt
CHI_corruption_in_the_armed_forces_fake_ns,hidden_ideas,no,,,no,china.txt
CHI_nine_power_treaty_sea_fake_ns,hidden_ideas,no,,,no,china.txt
CHI_corruption_in_the_administration_fake_ns,hidden_ideas,no,,,no,china.txt
CHI_protracted_warfare_idea_fake_ns,hidden_ideas,no,,,no,china.txt
CHI_gung_ho_idea_fake_ns,hidden_ideas,no,,,no,china.txt
CHI_wargaming_division,country,no,,-1,no,china_shared.txt
CHI_chinese_general_staff,country,no,,-1,no,china_shared.txt
CHI_elite_mountaineers,country,no,,-1,no,china_shared.txt
CHI_french_drill,country,no,,-1,no,china_shared.txt
CHI_modern_logistics,country,no,,-1,no,china_shared.txt
CHI_construction_battalions,country,no,,-1,no,china_shared.txt
CHI_chinese_support,country,no,,-1,no,china_shared.txt
CHI_train_marines,country,no,,-1,no,china_shared.txt
XIC_inlux_of_funds_for_the_communists_idea,country,no,,-1,no,china_shared.txt
CHI_tsr_reorganized_government_idea,country,no,,-1,no,china_shared.txt
CHI_tsr_reorganized_government_idea_2,country,no,,-1,no,china_shared.txt
CHI_tsr_reorganized_government_idea_3,country,no,,-1,no,china_shared.txt
CHI_tsr_reorganized_government_idea_4,country,no,,-1,no,china_shared.txt
CHI_three_princpals_p_idea,country,no,,-1,no,china_shared.txt
CHI_three_princpals_a_idea,country,no,,-1,no,china_shared.txt
CHI_three_princpals_c_idea,country,no,,-1,no,china_shared.txt
CHI_three_princpals_p_a_idea,country,no,,-1,no,china_shared.txt
CHI_three_princpals_p_c_idea,country,no,,-1,no,china_shared.txt
CHI_three_princpals_a_c_idea,country,no,,-1,no,china_shared.txt
CHI_three_princpals_p_a_c_idea,country,no,,-1,no,china_shared.txt
CHI_tewu_idea,country,no,,-1,no,china_shared.txt
CHI_tewu_idea_compat,country,no,,-1,no,china_shared.txt
CHI_tsr_low_legitimacy,country,no,,-1,no,china_shared.txt
CHI_tsr_low_legitimacy_2,country,no,,-1,no,china_shared.txt
CHI_tsr_low_legitimacy_3,country,no,,-1,no,china_shared.txt
CHI_tsr_low_legitimacy_4,country,no,,-1,no,china_shared.txt
CHI_tsr_a_new_empire_idea,country,no,,-1,no,china_shared.txt
CHI_tsr_a_new_empire_idea_2,country,no,,-1,no,china_shared.txt
CHI_tsr_a_new_empire_idea_3,country,no,,-1,no,china_shared.txt
jiangnan_shipyard_group,naval_manufacturer,no,,,no,china_shared.txt
dagu_shipyard,naval_manufacturer,no,,,no,china_shared.txt
CHI_taiyuan_arsenal,materiel_manufacturer,no,,,no,china_shared.txt
CHI_liaoning_arsenal,materiel_manufacturer,no,,,no,china_shared.txt
CHI_hanyan_arsenal,materiel_manufacturer,no,,,no,china_shared.txt
CHI_mukden_arsenal,materiel_manufacturer,no,,,no,china_shared.txt
CHI_china_automobile_corporation_organization,materiel_manufacturer,no,,,no,china_shared.txt
CHI_jinling_arsenal_organization,materiel_manufacturer,no,,,no,china_shared.txt
german_chinese_tank_designer,tank_manufacturer,no,150,10,no,china_shared.txt
CHI_shanghai_arsenal_designer,tank_manufacturer,no,150,10,no,china_shared.txt
CHI_camco_1,aircraft_manufacturer,no,,,no,china_shared.txt
CHI_camco_2,aircraft_manufacturer,no,50,,no,china_shared.txt
CHI_camco_3,aircraft_manufacturer,no,50,,no,china_shared.txt
CHI_camco_SEA,aircraft_manufacturer,no,,,no,china_shared.txt
CHI_sinaw,aircraft_manufacturer,no,,,no,china_shared.txt
MAN_showa_steel_works,industrial_concern,no,,,no,china_shared.txt
MAN_western_refinery,industrial_concern,no,,,no,china_shared.txt
PRC_nanjing_wireless_electronics_plant,industrial_concern,no,,,no,china_shared.txt
sino_soviet_resource_surveyors,industrial_concern,no,,,no,china_shared.txt
shanghai_electronics,industrial_concern,no,,,no,china_shared.txt
CHI_china_national_aviation_corporation,industrial_concern,no,,,no,china_shared.txt
CHI_china_merchant_group,industrial_concern,no,,,no,china_shared.txt
CHI_shanghai_power_company,industrial_concern,no,,,no,china_shared.txt
CHI_bank_of_china,industrial_concern,no,,,no,china_shared.txt
CHI_yongli_chemical_industries,industrial_concern,no,,,no,china_shared.txt
CHI_embrace_the_opium_trade,country,no,,-1,no,china_warlord.txt
CHI_ineffective_bureaucracy_warlord,country,no,,-1,no,china_warlord.txt
CHI_warlord_state_idea,country,no,,-1,no,china_warlord.txt
CHI_warlord_state_idea_2,country,no,,-1,no,china_warlord.txt
CHI_warlord_state_idea_cav,country,no,,-1,no,china_warlord.txt
CHI_warlord_state_idea_mnt,country,no,,-1,no,china_warlord.txt
CHI_ideological_education,country,no,,-1,no,china_warlord.txt
CHI_land_value_tax,country,no,,-1,no,china_warlord.txt
CHI_public_works,country,no,,-1,no,china_warlord.txt
CHI_labor_reform,country,no,,-1,no,china_warlord.txt
CHI_rural_militias,country,no,,-1,no,china_warlord.txt
CHI_war_taxes,country,no,,-1,no,china_warlord.txt
CHI_defensive_posture,country,no,,-1,no,china_warlord.txt
CHI_rapid_mobilization,country,no,,-1,no,china_warlord.txt
CHI_long_term_economic_planning,country,no,,-1,no,china_warlord.txt
tsr_the_true_china,country,no,,-1,no,china_warlord.txt
prc_tsr_warlord_army,country,no,,-1,no,china_warlord.txt
prc_tsr_agrarian_socialism,country,no,,-1,no,china_warlord.txt
prc_tsr_urbanization_efforts,country,no,,-1,no,china_warlord.txt
CHI_tsr_funding_public_research,country,no,,-1,no,china_warlord.txt
tsr_anti_communist_campaign,country,no,,-1,no,china_warlord.txt
KHM_anti_communist_campaign,country,no,,-1,no,china_warlord.txt
XSM_wool_and_hide_bureau,country,no,,-1,no,china_warlord.txt
XSM_salar_officers_idea,country,no,,-1,no,china_warlord.txt
XSM_tsr_diarchy,country,no,,-1,no,china_warlord.txt
XSM_tsr_strike_the_traitors,country,no,,-1,no,china_warlord.txt
SIC_push_into_xikang_idea,country,no,,-1,no,china_warlord.txt
SIC_drive_out_the_japanese_idea,country,no,,-1,no,china_warlord.txt
SIC_a_loose_unity,country,no,,-1,no,china_warlord.txt
tsr_united_ma_cliques,country,no,,-1,no,china_warlord.txt
GXC_scorched_earth_policy,country,no,,-1,no,china_warlord.txt
XIC_new_fengtian_zhili_army_idea,country,no,,-1,no,china_warlord.txt
XIC_new_fengtian_zhili_army_2_idea,country,no,,-1,no,china_warlord.txt
CHI_soviet_military_cooperation_idea,country,no,,-1,no,china_warlord.txt
XSM_new_ninghai_army_idea,country,no,,-1,no,china_warlord.txt
GXC_uneasy_minds_idea,country,no,,-1,no,china_warlord.txt
CHI_warlord_looting_idea,country,no,,-1,no,china_warlord.txt
YUN_the_democratic_fortress_idea,country,no,,-1,no,china_warlord.txt
YUN_the_democratic_fortress_idea_2,country,no,,-1,no,china_warlord.txt
YUN_the_democratic_fortress_idea_3,country,no,,-1,no,china_warlord.txt
YUN_the_democratic_fortress_idea_4,country,no,,-1,no,china_warlord.txt
PRC_soviet_tribute_1,country,no,,-1,no,china_warlord.txt
PRC_soviet_tribute_2,country,no,,-1,no,china_warlord.txt
PRC_soviet_tribute_3,country,no,,-1,no,china_warlord.txt
PRC_soviet_tribute_4,country,no,,-1,no,china_warlord.txt
PRC_soviet_tribute_5,country,no,,-1,no,china_warlord.txt
PRC_soviet_tribute_6,country,no,,-1,no,china_warlord.txt
PRC_defunct_state_bank,country,no,,-1,no,comchina.txt
PRC_land_revolution_expedited,country,no,,-1,no,comchina.txt
PRC_land_revolution_halted,country,no,,-1,no,comchina.txt
PRC_recovering_from_the_sufan,country,no,,-1,no,comchina.txt
PRC_equipment_from_copper_coins,country,no,,-1,no,comchina.txt
PRC_silver_dollar_promoted,country,no,,,no,comchina.txt
PRC_paper_bills_promoted,country,no,,,no,comchina.txt
PRC_trade_of_special_goods_allowed,country,no,,,no,comchina.txt
PRC_trade_of_special_goods_banned_uprising,country,no,,,no,comchina.txt
PRC_trade_of_special_goods_banned_stabilised,country,no,,,no,comchina.txt
PRC_connecting_the_country_idea,country,no,,,no,comchina.txt
PRC_army_education_efforts,country,no,,,no,comchina.txt
PRC_central_military_commission_idea,country,no,,,no,comchina.txt
PRC_three_rules_of_discipline_idea,country,no,,,no,comchina.txt
PRC_five_year_plan,country,no,,,no,comchina.txt
PRC_five_year_plan_completed,country,no,,,no,comchina.txt
PRC_five_year_plan_failed,country,no,,,no,comchina.txt
PRC_shorter_market_plan,country,no,,,no,comchina.txt
PRC_shorter_market_plan_completed,country,no,,,no,comchina.txt
PRC_shorter_market_plan_failed,country,no,,,no,comchina.txt
PRC_finalize_industrial_plan_idea,country,no,,,no,comchina.txt
PRC_pla_air_force_fake_idea,country,no,,,no,comchina.txt
PRC_soviet_produces_tanks_timed_idea,country,no,,,no,comchina.txt
PRC_western_expedition_idea,country,no,,,no,comchina.txt
PRC_eastern_expedition_idea,country,no,,,no,comchina.txt
PRC_usurp_control_over_yanan_idea,country,no,,,no,comchina.txt
PRC_bolshevik_volunteers,country,no,,,no,comchina.txt
PRC_mediating_general_secretary_idea,country,no,,,no,comchina.txt
PRC_mediating_general_secretary_idea_drifting_left,country,no,,,no,comchina.txt
PRC_mediating_general_secretary_idea_drifting_right,country,no,,,no,comchina.txt
PRC_hundred_regiments_offensive_idea,country,no,,,no,comchina.txt
PRC_passive_revolutionaries_idea,country,no,,,no,comchina.txt
PRC_crossing_the_taiwanese_strait,country,no,,-1,no,comchina.txt
PRC_guerilla_warfare,country,no,,-1,no,comchina.txt
PRC_urbanization_completed_timed_idea,country,no,,,no,comchina.txt
PRC_spread_world_revolution,country,no,,,no,comchina.txt
PRC_the_internal_enemy_idea,country,no,,-1,no,comchina.txt
PRC_the_internal_enemy_upgraded_idea,country,no,,-1,no,comchina.txt
PRC_SOV_lend_lease_idea_1,country,no,,-1,no,comchina.txt
PRC_SOV_lend_lease_idea_2,country,no,,-1,no,comchina.txt
PRC_emergency_supply_protocols_idea,country,no,,-1,no,comchina.txt
PRC_to_supply_an_army_idea,country,no,,-1,no,comchina.txt
PRC_emergency_prodction_protocols_idea,country,no,,-1,no,comchina.txt
PRC_to_equip_an_army,country,no,,-1,no,comchina.txt
PRC_the_party_builds_the_nation_timed_idea,country,no,,-1,no,comchina.txt
PRC_asian_democratic_union_idea,country,no,,-1,no,comchina.txt
PRC_central_committee_1936_fake,country,no,,-1,no,comchina.txt
PRC_central_committee_1939_fake,country,no,,-1,no,comchina.txt
PRC_the_chinese_red_army_1936_fake,country,no,,-1,no,comchina.txt
PRC_the_chinese_red_army_1939_fake,country,no,,-1,no,comchina.txt
PRC_agrarian_society_1936_fake,country,no,,-1,no,comchina.txt
PRC_agrarian_society_1939_fake,country,no,,-1,no,comchina.txt
PRC_the_long_march_1,country,no,,-1,no,comchina.txt
PRC_the_long_march_2,country,no,,-1,no,comchina.txt
PRC_low_popular_support_5,country,no,,-1,no,comchina.txt
PRC_low_popular_support_4,country,no,,-1,no,comchina.txt
PRC_low_popular_support_3,country,no,,-1,no,comchina.txt
PRC_low_popular_support_2,country,no,,-1,no,comchina.txt
PRC_low_popular_support_1,country,no,,-1,no,comchina.txt
PRC_power_struggles,country,no,,-1,no,comchina.txt
PRC_red_army_weakened,country,no,,-1,no,comchina.txt
PRC_revolutionary_military_commission,country,no,,-1,no,comchina.txt
PRC_central_military_commission,country,no,,-1,no,comchina.txt
PRC_peoples_volunteer_army,country,no,,-1,no,comchina.txt
PRC_focus_on_china,country,no,,-1,no,comchina.txt
PRC_permit_opium_trade,country,no,,-1,no,comchina.txt
PRC_government_corruption,country,no,,-1,no,comchina.txt
PRC_protracted_warfare,country,no,,-1,no,comchina.txt
PRC_mobile_warfare,country,no,,-1,no,comchina.txt
PRC_peoples_war,country,no,,-1,no,comchina.txt
PRC_maoism,country,no,,-1,no,comchina.txt
PRC_tsr_warlord_peoples_liberation_army,country,no,,-1,no,comchina.txt
PRC_refitting_bonus,country,no,,-1,no,comchina.txt
PRC_the_internal_enemy_CHI,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_CHI_upgraded,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_GXC,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_GXC_upgraded,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_YUN,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_YUN_upgraded,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_SHX,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_SHX_upgraded,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_XSM,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_XSM_upgraded,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_SIK,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_SIK_upgraded,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_HBC,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_HBC_upgraded,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_GDC,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_GDC_upgraded,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_SND,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_SND_upgraded,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_SIC,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_SIC_upgraded,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_NXM,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_NXM_upgraded,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_GSM,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_GSM_upgraded,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_XIC,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_XIC_upgraded,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_KHM,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_KHM_upgraded,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_KUM,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_KUM_upgraded,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_RNG,hidden_ideas,no,,-1,no,comchina.txt
PRC_the_internal_enemy_RNG_upgraded,hidden_ideas,no,,-1,no,comchina.txt
PRC_a_new_central_committe_hidden_idea,hidden_ideas,no,,-1,no,comchina.txt
PRC_peoples_bank_of_china,industrial_concern,no,,,no,comchina.txt
PRC_publicity_department_of_central_committee,industrial_concern,no,,,no,comchina.txt
PRC_sinochem,industrial_concern,no,,,no,comchina.txt
