state_id,province_id,victory_points,source_file
835,13249,3,835-Haraghe.txt
835,12812,1,835-Haraghe.txt
836,10775,1,836-Bale.txt
837,8019,1,837-Sidamo.txt
837,13246,2,837-Sidamo.txt
837,13247,1,837-Sidamo.txt
838,13244,2,838-Illubabor.txt
838,7912,1,838-Illubabor.txt
839,2009,2,839-Welega.txt
839,13243,1,839-Welega.txt
84,690,1,84-Transylvania.txt
840,13242,2,840-Gojjam.txt
841,1984,2,841-Begemder.txt
842,2072,2,842-Tigray.txt
842,13237,1,842-Tigray.txt
842,13238,1,842-Tigray.txt
843,5097,1,843-Wello.txt
844,12941,1,844-jubaland.txt
845,9638,5,845-Jura Mountains.txt
845,6666,5,845-Jura Mountains.txt
846,9600,1,846-Ticino.txt
853,9627,3,853-Ljubljana.txt
856,12883,1,856-Asir-Makkah.txt
856,5037,5,856-Asir-Makkah.txt
859,12702,1,859-Dammam.txt
863,12223,1,863-Maurice.txt
868,10438,1,868-Isan.txt
869,1488,1,869-Lanna.txt
87,9508,10,87-Lodz.txt
874,12683,1,874-Magadan.txt
875,13204,1,875-Chukchi Peninsulay.txt
877,12549,1,877-Verkhoyansk.txt
879,138,1,879-Kargopol.txt
88,9427,20,88-Kielce.txt
88,442,3,88-Kielce.txt
88,9494,1,88-Kielce.txt
880,11061,1,880-Kotlas.txt
882,7708,1,882-Pavlodar.txt
883,12725,1,883-Kassala.txt
89,11411,1,89-Krakow.txt
892,10966,1,892-South West Angola.txt
9,11542,30,9-Czechoslovakia.txt
9,6418,5,9-Czechoslovakia.txt
9,9569,5,9-Czechoslovakia.txt
9,9541,3,9-Czechoslovakia.txt
90,11430,5,90-Lwow.txt
90,3458,5,90-Lwow.txt
905,5210,1,905-Mombasa.txt
907,7011,20,907-Cairo.txt
907,3996,5,907-Cairo.txt
907,1068,3,907-Cairo.txt
908,13240,2,908-Afar.txt
91,11479,3,91-Tarnopol.txt
911,3325,5,911-Fyn.txt
912,13258,1,912-Sonderjylland.txt
913,11380,1,913-Ostergotland.txt
913,9393,2,913-Ostergotland.txt
915,6310,1,915-Bohuslan.txt
916,156,1,916-Dalarna.txt
917,11148,1,917-Jamtland.txt
918,6132,2,918-Vasterbotten.txt
918,109,1,918-Vasterbotten.txt
919,11114,1,919-Varmland.txt
92,11399,1,92-Lublin.txt
920,3136,3,920-Opplandene.txt
921,6151,1,921-Telemark.txt
922,9296,3,922-Agder.txt
923,3048,1,923-Helgeland.txt
924,11050,1,924-Troms.txt
925,9116,1,925-Finnmark.txt
93,6557,1,93-Volhynian.txt
93,422,3,93-Volhynian.txt
934,9780,3,934-Shkoder.txt
935,5107,2,935 - Ceara.txt
936,5168,5,936 - Pernambuco.txt
937,5153,1,937 - Piaui.txt
938,12853,3,938 - Para.txt
939,5214,1,939 - Amapa.txt
939,4980,2,939 - Amapa.txt
94,3392,1,94-Polesie.txt
94,560,1,94-Polesie.txt
940,13278,2,940 - Acre.txt
941,5151,1,941 - Tocantins.txt
942,12939,2,942 - Rondonia.txt
943,10999,5,943 - Espirito Santo.txt
944,8181,2,944 - Parana.txt
945,1641,1,945 - Cerro Largo.txt
946,12468,2,946 - Paysandu.txt
946,10502,1,946 - Paysandu.txt
947,13086,2,947 - Tacna.txt
948,13294,1,948 - Easter Island.txt
949,2161,2,949 - Aysen.txt
95,9304,1,95-Nowogrodek.txt
950,5121,2,950 - Araucania.txt
950,5169,1,950 - Araucania.txt
951,5131,2,951 - Arica.txt
951,8217,1,951 - Arica.txt
952,5228,2,952 - Atacama.txt
953,13300,1,953 - Tierra del Fuego.txt
954,5173,1,954 - Santa Cruz.txt
955,13307,2,955 - Chubut.txt
955,10953,3,955 - Chubut.txt
955,8161,1,955 - Chubut.txt
956,7500,2,956 - Santa Fe.txt
956,5163,1,956 - Santa Fe.txt
957,12922,1,957 - Formosa.txt
959,2224,2,959 - Los Andes.txt
959,11001,1,959 - Los Andes.txt
96,406,1,96-Wilejka.txt
960,2136,2,960 - San Juan.txt
960,12978,1,960 - San Juan.txt
97,11301,3,97-Bialystok.txt
97,3393,3,97-Bialystok.txt
97,3254,1,97-Bialystok.txt
970,833,2,970 - Western Macedonia.txt
970,867,1,970 - Western Macedonia.txt
971,657,3,971 - Northern Dobruja.txt
972,557,1,972 - South Sudetenland.txt
973,6670,1,973 - Bacs.txt
973,6700,2,973 - Bacs.txt
974,11610,5,974 - South Transdanubia.txt
975,3700,1,975 - Burgenland.txt
976,9648,5,976 - Steiermark Karnten.txt
976,3673,3,976 - Steiermark Karnten.txt
976,11612,2,976 - Steiermark Karnten.txt
977,6598,30,977 - Antwerp.txt
977,13068,1,977 - Antwerp.txt
98,3230,5,98-Mazurskie.txt
982,1321,3,982 - Madras States.txt
986,10729,3,986 - East Punjab.txt
986,2076,1,986 - East Punjab.txt
99,6235,2,99-Jutland.txt
99,6364,3,99-Jutland.txt
99,3277,1,99-Jutland.txt
99,399,2,99-Jutland.txt
99,3206,1,99-Jutland.txt
990,1553,5,990-Manipur.txt
998,4425,1,998-Sagaing.txt
