owner_tag,base_equipment_key,version_name,effective_date,source_file
ITA,medium_plane_airframe_0,S.72,1936-01-01,ITA - Italy.txt
ITA,medium_plane_airframe_1,SM.81,1936-01-01,ITA - Italy.txt
ITA,medium_plane_airframe_1,SM.79,1936-01-01,ITA - Italy.txt
ITA,small_plane_cas_airframe_1,Ba.65,1936-01-01,ITA - Italy.txt
ITA,light_tank_chassis_0,Fiat 3000,1936-01-01,ITA - Italy.txt
ITA,light_tank_chassis_0,Fiat 3000B,1936-01-01,ITA - Italy.txt
ITA,light_tank_chassis_1,L3/35,1936-01-01,ITA - Italy.txt
ITA,submarine_1,Bandiera Class,1936-01-01,ITA - Italy.txt
ITA,submarine_1,Sirena Class,1936-01-01,ITA - Italy.txt
ITA,destroyer_1,Navigatori Class,1936-01-01,ITA - Italy.txt
ITA,destroyer_1,Maestrale Class,1936-01-01,ITA - Italy.txt
ITA,light_cruiser_1,Giussano Class,1936-01-01,ITA - Italy.txt
ITA,light_cruiser_1,Montecuccoli Class,1936-01-01,ITA - Italy.txt
ITA,heavy_cruiser_1,Zara Class,1936-01-01,ITA - Italy.txt
ITA,ship_hull_heavy_1,Andrea Doria Class,1936-01-01,ITA - Italy.txt
ITA,ship_hull_heavy_1,Conte Di Cavour Class,1936-01-01,ITA - Italy.txt
ITA,ship_hull_cruiser_coastal_defense_ship,San Giorgio Class,1936-01-01,ITA - Italy.txt
ITA,ship_hull_cruiser_1,Trento Class,1936-01-01,ITA - Italy.txt
ITA,ship_hull_cruiser_1,Zara Class,1936-01-01,ITA - Italy.txt
ITA,ship_hull_cruiser_2,Bolzano Class,1936-01-01,ITA - Italy.txt
ITA,ship_hull_cruiser_1,Taranto Class,1936-01-01,ITA - Italy.txt
ITA,ship_hull_cruiser_1,Giussano Class,1936-01-01,ITA - Italy.txt
ITA,ship_hull_cruiser_2,Montecuccoli Class,1936-01-01,ITA - Italy.txt
ITA,ship_hull_cruiser_2,Duca degli Abruzzi Class,1936-01-01,ITA - Italy.txt
ITA,ship_hull_light_1,Curtatone Class,1936-01-01,ITA - Italy.txt
ITA,ship_hull_light_1,Navigatori Class,1936-01-01,ITA - Italy.txt
ITA,ship_hull_light_1,Maestrale Class,1936-01-01,ITA - Italy.txt
ITA,ship_hull_light_1,Aquila Class,1936-01-01,ITA - Italy.txt
ITA,ship_hull_heavy_2,Littorio Class,1936-01-01,ITA - Italy.txt
ITA,ship_hull_submarine_1,Mameli Class,1936-01-01,ITA - Italy.txt
ITA,ship_hull_submarine_1,Bandiera Class,1936-01-01,ITA - Italy.txt
ITA,ship_hull_submarine_1,Sirena Class,1936-01-01,ITA - Italy.txt
ITA,ship_hull_submarine_2,Calvi Class,1936-01-01,ITA - Italy.txt
ITA,small_plane_airframe_0,CR.42,1939-01-01,ITA - Italy.txt
ITA,small_plane_airframe_1,G.50,1939-01-01,ITA - Italy.txt
ITA,small_plane_airframe_2,Re.2000,1939-01-01,ITA - Italy.txt
ITA,medium_plane_airframe_1,BR.20,1939-01-01,ITA - Italy.txt
ITA,medium_plane_airframe_1,Z.506,1939-01-01,ITA - Italy.txt
ITA,medium_plane_airframe_1,Ca.135,1939-01-01,ITA - Italy.txt
ITA,submarine_2,Marcello Class,1939-01-01,ITA - Italy.txt
ITA,ship_hull_heavy_1,Caio Duilio Class,1939-01-01,ITA - Italy.txt
ITA,ship_hull_cruiser_2,Duca degli Abruzzi Class,1939-01-01,ITA - Italy.txt
ITA,ship_hull_light_2,Soldati Class,1939-01-01,ITA - Italy.txt
ITA,ship_hull_submarine_2,Marcello Class,1939-01-01,ITA - Italy.txt
ITA,light_tank_chassis_1,L6/40,1939-01-01,ITA - Italy.txt
ITA,light_tank_chassis_2,M11/39,1939-01-01,ITA - Italy.txt
ITZ,ship_hull_light_1,Antioquia Class,1936-01-01,ITZ - Itza.txt
JAP,light_tank_chassis_0,Type 92 Tankette,1936-01-01,JAP - Japan.txt
JAP,light_tank_chassis_1,Type 94 Tankette,1936-01-01,JAP - Japan.txt
JAP,medium_tank_chassis_0,Type 89 I-Go,1936-01-01,JAP - Japan.txt
JAP,light_tank_chassis_2,Type 95 Ha-Go,1936-01-01,JAP - Japan.txt
JAP,infantry_equipment_1,,1936-01-01,JAP - Japan.txt
JAP,support_equipment_1,,1936-01-01,JAP - Japan.txt
JAP,artillery_equipment_1,,1936-01-01,JAP - Japan.txt
JAP,motorized_equipment_1,,1936-01-01,JAP - Japan.txt
JAP,transport_plane_equipment_1,,1936-01-01,JAP - Japan.txt
JAP,gw_armored_car_equipment,,1936-01-01,JAP - Japan.txt
JAP,small_plane_airframe_0,Ki-10,1936-01-01,JAP - Japan.txt
JAP,small_plane_cas_airframe_0,Ki-2,1936-01-01,JAP - Japan.txt
JAP,medium_plane_airframe_0,Ki-1,1936-01-01,JAP - Japan.txt
JAP,small_plane_cas_airframe_0,Ki-3,1936-01-01,JAP - Japan.txt
JAP,cv_small_plane_cas_airframe_0,Aichi D1A2,1936-01-01,JAP - Japan.txt
JAP,cv_small_plane_airframe_0,A4N,1936-01-01,JAP - Japan.txt
JAP,cv_small_plane_naval_bomber_airframe_0,B2M,1936-01-01,JAP - Japan.txt
JAP,cv_small_plane_naval_bomber_airframe_1,B4Y,1936-01-01,JAP - Japan.txt
JAP,ship_hull_carrier_conversion_bb,Akagi Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_carrier_conversion_bb,Kaga Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_carrier_1,Soryu Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_carrier_conversion_ca,Zuiho Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_carrier_conversion_ca,Hosho Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_carrier_1,Ryujo Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_heavy_1,Nagato Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_heavy_1,Kongo Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_heavy_1,Fuso Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_heavy_1,Ise Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_cruiser_2,Takao Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_cruiser_2,Myoko Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_cruiser_2,Furutaka/Aoba Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_cruiser_1,Chikuma Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_cruiser_coastal_defense_ship,Izumo Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_cruiser_2,Tone Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_cruiser_coastal_defense_ship,Tokiwa Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_cruiser_2,Mogami Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_cruiser_2,Yubari Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_cruiser_1,Sendai Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_cruiser_1,Tenryu Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_cruiser_1,Kuma/Nagara Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_cruiser_1,Okinoshima Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_cruiser_2,Chitose/Mizuho Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_light_1,Mutsuki Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_light_1,Minekaze Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_light_1,Momi Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_light_1,Chidori/Otori Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_light_2,Fubuki Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_light_1,Sokuten Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_light_1,Momo Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_light_2,Asashio Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_light_2,Hatsuharu Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_light_2,Shiratsuyu Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_submarine_2,Kaidai III Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_submarine_1,Kaichū IV Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_submarine_2,Kiraisen Class,1936-01-01,JAP - Japan.txt
JAP,ship_hull_cruiser_submarine,I-1 Class,1936-01-01,JAP - Japan.txt
JAP,small_plane_airframe_1,Ki-27,1939-01-01,JAP - Japan.txt
JAP,cv_small_plane_airframe_1,A5M,1939-01-01,JAP - Japan.txt
JAP,cv_small_plane_naval_bomber_airframe_1,B5N,1939-01-01,JAP - Japan.txt
JAP,small_plane_cas_airframe_1,Ki-30/32,1939-01-01,JAP - Japan.txt
JAP,medium_plane_airframe_1,Ki-21,1939-01-01,JAP - Japan.txt
JAP,medium_plane_airframe_1,G3M2,1939-01-01,JAP - Japan.txt
JAP,carrier_2,Hiryu Class,1939-01-01,JAP - Japan.txt
JAP,destroyer_2,Kagero Class,1939-01-01,JAP - Japan.txt
JAP,ship_hull_carrier_2,Shokaku Class,1939-01-01,JAP - Japan.txt
JAP,ship_hull_super_heavy_1,Yamato Class,1939-01-01,JAP - Japan.txt
JAP,ship_hull_light_2,Asashio Class,1939-01-01,JAP - Japan.txt
JAP,ship_hull_cruiser_2,Katori Class,1939-01-01,JAP - Japan.txt
JAP,ship_hull_light_2,Kagero Class,1939-01-01,JAP - Japan.txt
JAP,ship_hull_light_2,Hatsutaka Class,1939-01-01,JAP - Japan.txt
JAP,ship_hull_cruiser_submarine,A1/B1 Class,1939-01-01,JAP - Japan.txt
JAP,medium_tank_chassis_1,Type 97 Chi-Ha,1939-01-01,JAP - Japan.txt
LAT,ship_hull_submarine_1,Ronis Class,1936-01-01,LAT - Latvia.txt
LBV,fighter_equipment_0,CR.42,1936-01-01,LBV - Lombardy Venetia.txt
LBV,light_tank_chassis_1,L3/35,1936-01-01,LBV - Lombardy Venetia.txt
LBV,submarine_1,Bandiera Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,submarine_1,Sirena Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,destroyer_1,Navigatori Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,destroyer_1,Maestrale Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,light_cruiser_1,Giussano Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,light_cruiser_1,Montecuccoli Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,heavy_cruiser_1,Zara Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,ship_hull_heavy_1,Andrea Doria Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,ship_hull_heavy_1,Conte Di Cavour Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,ship_hull_cruiser_coastal_defense_ship,San Giorgio Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,ship_hull_cruiser_1,Trento Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,ship_hull_cruiser_1,Zara Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,ship_hull_cruiser_2,Bolzano Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,ship_hull_cruiser_1,Taranto Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,ship_hull_cruiser_1,Giussano Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,ship_hull_cruiser_2,Montecuccoli Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,ship_hull_cruiser_2,Duca degli Abruzzi Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,ship_hull_light_1,Curtatone Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,ship_hull_light_1,Navigatori Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,ship_hull_light_1,Maestrale Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,ship_hull_light_1,Aquila Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,ship_hull_heavy_2,Littorio Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,ship_hull_submarine_1,Mameli Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,ship_hull_submarine_1,Bandiera Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,ship_hull_submarine_1,Sirena Class,1936-01-01,LBV - Lombardy Venetia.txt
LBV,ship_hull_submarine_2,Calvi Class,1936-01-01,LBV - Lombardy Venetia.txt
LIT,small_plane_cas_airframe_0,ANBO IV,1939-01-01,LIT - Lithuania.txt
MAY,ship_hull_light_1,Antioquia Class,1936-01-01,MAY - Maya.txt
MEX,destroyer_1,Durango Class,1936-01-01,MEX - Mexico.txt
MEX,destroyer_1,Nicolás Bravo Class,1936-01-01,MEX - Mexico.txt
MEX,ship_hull_light_1,Nicolás Bravo Class,1936-01-01,MEX - Mexico.txt
MEX,ship_hull_light_1,Durango Class,1936-01-01,MEX - Mexico.txt
MEX,ship_hull_cruiser_coastal_defense_ship,Anahuac Class,1936-01-01,MEX - Mexico.txt
MIS,ship_hull_light_1,Antioquia Class,1936-01-01,MIS - Miskito.txt
NAH,ship_hull_light_1,Antioquia Class,1936-01-01,NAH - Nahua.txt
NOR,ship_hull_submarine_1,A & B Class,1936-01-01,NOR - Norway.txt
NOR,ship_hull_light_1,Draug Class,1936-01-01,NOR - Norway.txt
NOR,ship_hull_light_1,Frøya Class,1936-01-01,NOR - Norway.txt
NOR,ship_hull_light_2,Olaf Tryggvason Class,1936-01-01,NOR - Norway.txt
NOR,ship_hull_cruiser_coastal_defense_ship,Norge Class,1936-01-01,NOR - Norway.txt
NOR,ship_hull_light_1,Sleipner & Odin Class,1939-01-01,NOR - Norway.txt
NZL,light_cruiser_1,Leander Class,1936-01-01,NZL - New Zealand.txt
NZL,ship_hull_cruiser_1,Danae Class,1936-01-01,NZL - New Zealand.txt
NZL,ship_hull_cruiser_2,Leander Class,1939-01-01,NZL - New Zealand.txt
PAP,fighter_equipment_0,CR.42,1936-01-01,PAP - Papal States.txt
PAP,light_tank_chassis_1,L3/35,1936-01-01,PAP - Papal States.txt
PAP,submarine_1,Bandiera Class,1936-01-01,PAP - Papal States.txt
PAP,submarine_1,Sirena Class,1936-01-01,PAP - Papal States.txt
PAP,destroyer_1,Navigatori Class,1936-01-01,PAP - Papal States.txt
PAP,destroyer_1,Maestrale Class,1936-01-01,PAP - Papal States.txt
PAP,light_cruiser_1,Giussano Class,1936-01-01,PAP - Papal States.txt
PAP,light_cruiser_1,Montecuccoli Class,1936-01-01,PAP - Papal States.txt
PAP,heavy_cruiser_1,Zara Class,1936-01-01,PAP - Papal States.txt
PAP,ship_hull_heavy_1,Andrea Doria Class,1936-01-01,PAP - Papal States.txt
PAP,ship_hull_heavy_1,Conte Di Cavour Class,1936-01-01,PAP - Papal States.txt
PAP,ship_hull_cruiser_coastal_defense_ship,San Giorgio Class,1936-01-01,PAP - Papal States.txt
PAP,ship_hull_cruiser_1,Trento Class,1936-01-01,PAP - Papal States.txt
PAP,ship_hull_cruiser_1,Zara Class,1936-01-01,PAP - Papal States.txt
PAP,ship_hull_cruiser_2,Bolzano Class,1936-01-01,PAP - Papal States.txt
PAP,ship_hull_cruiser_1,Taranto Class,1936-01-01,PAP - Papal States.txt
PAP,ship_hull_cruiser_1,Giussano Class,1936-01-01,PAP - Papal States.txt
PAP,ship_hull_cruiser_2,Montecuccoli Class,1936-01-01,PAP - Papal States.txt
PAP,ship_hull_cruiser_2,Duca degli Abruzzi Class,1936-01-01,PAP - Papal States.txt
PAP,ship_hull_light_1,Curtatone Class,1936-01-01,PAP - Papal States.txt
PAP,ship_hull_light_1,Navigatori Class,1936-01-01,PAP - Papal States.txt
PAP,ship_hull_light_1,Maestrale Class,1936-01-01,PAP - Papal States.txt
PAP,ship_hull_light_1,Aquila Class,1936-01-01,PAP - Papal States.txt
PAP,ship_hull_heavy_2,Littorio Class,1936-01-01,PAP - Papal States.txt
PAP,ship_hull_submarine_1,Mameli Class,1936-01-01,PAP - Papal States.txt
PAP,ship_hull_submarine_1,Bandiera Class,1936-01-01,PAP - Papal States.txt
PAP,ship_hull_submarine_1,Sirena Class,1936-01-01,PAP - Papal States.txt
PAP,ship_hull_submarine_2,Calvi Class,1936-01-01,PAP - Papal States.txt
PHI,convoy_1,Casco Convoy,1936-01-01,PHI - Philippines.txt
PHI,ship_hull_light_1,Clemson Class,1936-01-01,PHI - Philippines.txt
PHI,ship_hull_light_2,Patrol Boat,1939-01-01,PHI - Philippines.txt
POL,CAS_equipment_1,PZL P.43,1939-01-01,POL - Poland.txt
POL,small_plane_cas_airframe_1,PZL P.43,1939-01-01,POL - Poland.txt
POL,medium_plane_airframe_1,PZL P.37,1939-01-01,POL - Poland.txt
POL,small_plane_cas_airframe_2,PZL P.46,1939-01-01,POL - Poland.txt
POL,fighter_equipment_0,PZL P.24,1936-01-01,POL - Poland.txt
POL,small_plane_airframe_0,PZL P.11,1936-01-01,POL - Poland.txt
POL,small_plane_airframe_0,PZL P.24,1936-01-01,POL - Poland.txt
POL,small_plane_cas_airframe_1,PZL P.23,1936-01-01,POL - Poland.txt
POL,light_tank_chassis_0,TKS,1936-01-01,POL - Poland.txt
POL,light_tank_chassis_0,7TP dw,1936-01-01,POL - Poland.txt
POL,light_tank_chassis_0,7TP jw,1936-01-01,POL - Poland.txt
POL,ship_hull_submarine_2,Wilk Class,1936-01-01,POL - Poland.txt
POL,ship_hull_light_1,Wicher Class,1936-01-01,POL - Poland.txt
POL,ship_hull_submarine_2,Orzel Class,1939-01-01,POL - Poland.txt
POL,ship_hull_light_2,Grom Class,1939-01-01,POL - Poland.txt
POL,ship_hull_light_2,Gryf Class,1939-01-01,POL - Poland.txt
POR,ship_hull_submarine_2,Delfim Class,1936-01-01,POR - Portugal.txt
POR,ship_hull_light_1,Guadiana Class,1936-01-01,POR - Portugal.txt
POR,ship_hull_light_1,Douro Class,1936-01-01,POR - Portugal.txt
PRU,ship_hull_submarine_1,R1 Class,1936-01-01,PRU - Peru.txt
PRU,ship_hull_light_1,Almirante Villar Class,1936-01-01,PRU - Peru.txt
PRU,ship_hull_cruiser_coastal_defense_ship,Almirante Grau Class,1936-01-01,PRU - Peru.txt
QUE,destroyer_1,Saguenay Class,1936-01-01,QUE - Quebec.txt
QUE,ship_hull_light_1,S Class,1936-01-01,QUE - Quebec.txt
QUE,ship_hull_light_1,Saguenay Class,1936-01-01,QUE - Quebec.txt
RAP,submarine_1,Capitán O'Brien Class,1936-01-01,RAP - Rapa Nui.txt
RAP,destroyer_1,Serrano Class,1936-01-01,RAP - Rapa Nui.txt
RAP,ship_hull_submarine_1,H1 Class,1936-01-01,RAP - Rapa Nui.txt
RAP,ship_hull_submarine_1,Capitán O'Brien Class,1936-01-01,RAP - Rapa Nui.txt
RAP,ship_hull_light_1,Almirante Lynch Class,1936-01-01,RAP - Rapa Nui.txt
RAP,ship_hull_light_1,Serrano Class,1936-01-01,RAP - Rapa Nui.txt
RAP,ship_hull_cruiser_coastal_defense_ship,O'Higgins Class,1936-01-01,RAP - Rapa Nui.txt
RAP,ship_hull_cruiser_coastal_defense_ship,Chacabuco Class,1936-01-01,RAP - Rapa Nui.txt
RAP,ship_hull_heavy_1,Almirante Latorre Class,1936-01-01,RAP - Rapa Nui.txt
RIG,ship_hull_light_1,Antioquia Class,1936-01-01,RIG - Rio Grande.txt
ROM,small_plane_airframe_0,IAR 14,1936-01-01,ROM - Romania.txt
ROM,destroyer_1,Regele Ferdinand Class,1936-01-01,ROM - Romania.txt
ROM,ship_hull_submarine_2,Delfinul Class,1936-01-01,ROM - Romania.txt
ROM,ship_hull_light_1,Marasti Class,1936-01-01,ROM - Romania.txt
ROM,ship_hull_light_1,Regele Ferdinand Class,1936-01-01,ROM - Romania.txt
SIA,ship_hull_light_1,Phra Ruang Class,1936-01-01,SIA - Siam.txt
SIA,ship_hull_submarine_1,Vilun Class,1939-01-01,SIA - Siam.txt
SIA,ship_hull_cruiser_coastal_defense_ship,Sri Ayuthia Class,1939-01-01,SIA - Siam.txt
SLO,light_tank_chassis_1,LT vz. 34,1936-01-01,SLO - Slovakia.txt
SOV,small_plane_airframe_0,I-15,1936-01-01,SOV - Soviet union.txt
SOV,small_plane_airframe_1,I-16,1936-01-01,SOV - Soviet union.txt
SOV,medium_plane_airframe_0,DB-3,1936-01-01,SOV - Soviet union.txt
SOV,large_plane_airframe_0,TB-3,1936-01-01,SOV - Soviet union.txt
SOV,medium_plane_airframe_1,ANT-40,1936-01-01,SOV - Soviet union.txt
SOV,light_tank_chassis_0,T-27,1936-01-01,SOV - Soviet union.txt
SOV,light_tank_chassis_1,T-26TU mod. 1933,1936-01-01,SOV - Soviet union.txt
SOV,light_tank_chassis_1,BT-5,1936-01-01,SOV - Soviet union.txt
SOV,light_tank_chassis_2,BT-7,1936-01-01,SOV - Soviet union.txt
SOV,medium_tank_chassis_0,T-28,1936-01-01,SOV - Soviet union.txt
SOV,heavy_tank_chassis_0,T-35,1936-01-01,SOV - Soviet union.txt
SOV,submarine_1,Series I Debakrist,1936-01-01,SOV - Soviet union.txt
SOV,submarine_2,Series IX Srednyaya,1936-01-01,SOV - Soviet union.txt
SOV,destroyer_1,Leningrad & Minsk Class,1936-01-01,SOV - Soviet union.txt
SOV,ship_hull_submarine_1,AG Class,1936-01-01,SOV - Soviet union.txt
SOV,ship_hull_submarine_1,Series I Debakrist,1936-01-01,SOV - Soviet union.txt
SOV,ship_hull_submarine_2,Series II Leninets,1936-01-01,SOV - Soviet union.txt
SOV,ship_hull_submarine_1,Series V Shchuka,1936-01-01,SOV - Soviet union.txt
SOV,ship_hull_submarine_2,Series IX Srednyaya,1936-01-01,SOV - Soviet union.txt
SOV,ship_hull_submarine_1,Series X Shchuka,1936-01-01,SOV - Soviet union.txt
SOV,ship_hull_light_1,Orfey Class,1936-01-01,SOV - Soviet union.txt
SOV,ship_hull_light_1,Fidonisi Class,1936-01-01,SOV - Soviet union.txt
SOV,ship_hull_light_2,Leningrad & Minsk Class,1936-01-01,SOV - Soviet union.txt
SOV,ship_hull_light_1,Bug Class,1936-01-01,SOV - Soviet union.txt
SOV,ship_hull_cruiser_1,Komintern Class,1936-01-01,SOV - Soviet union.txt
SOV,ship_hull_cruiser_1,Chervona Ukraina Class,1936-01-01,SOV - Soviet union.txt
SOV,ship_hull_cruiser_1,Marti Class,1936-01-01,SOV - Soviet union.txt
SOV,ship_hull_cruiser_2,Kirov Class,1936-01-01,SOV - Soviet union.txt
SOV,ship_hull_heavy_1,Marat Class,1936-01-01,SOV - Soviet union.txt
SOV,small_plane_airframe_0,I-153,1939-01-01,SOV - Soviet union.txt
SOV,small_plane_airframe_1,I-16 Type 10,1939-01-01,SOV - Soviet union.txt
SOV,small_plane_cas_airframe_1,MBR-2,1939-01-01,SOV - Soviet union.txt
SOV,large_plane_airframe_1,Pe-8,1939-01-01,SOV - Soviet union.txt
SOV,submarine_2,Series X Shchuka,1939-01-01,SOV - Soviet union.txt
SOV,heavy_cruiser_2,Maxim Gorky Class,1939-01-01,SOV - Soviet union.txt
SOV,ship_hull_submarine_2,Series XIII Leninets,1939-01-01,SOV - Soviet union.txt
SOV,ship_hull_submarine_3,Series XIV K-Class,1939-01-01,SOV - Soviet union.txt
SOV,ship_hull_light_2,Gnevnyy Class,1939-01-01,SOV - Soviet union.txt
SOV,ship_hull_light_3,Soobrazitelnyi Class,1939-01-01,SOV - Soviet union.txt
SOV,ship_hull_light_3,Tashkent Class,1939-01-01,SOV - Soviet union.txt
SOV,medium_tank_chassis_1,A-20,1939-01-01,SOV - Soviet union.txt
SOV,heavy_tank_chassis_1,KV-1,1939-01-01,SOV - Soviet union.txt
SPM,fighter_equipment_0,CR.42,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,light_tank_chassis_1,L3/35,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,submarine_1,Bandiera Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,submarine_1,Sirena Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,destroyer_1,Navigatori Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,destroyer_1,Maestrale Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,light_cruiser_1,Giussano Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,light_cruiser_1,Montecuccoli Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,heavy_cruiser_1,Zara Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,ship_hull_heavy_1,Andrea Doria Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,ship_hull_heavy_1,Conte Di Cavour Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,ship_hull_cruiser_coastal_defense_ship,San Giorgio Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,ship_hull_cruiser_1,Trento Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,ship_hull_cruiser_1,Zara Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,ship_hull_cruiser_2,Bolzano Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,ship_hull_cruiser_1,Taranto Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,ship_hull_cruiser_1,Giussano Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,ship_hull_cruiser_2,Montecuccoli Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,ship_hull_cruiser_2,Duca degli Abruzzi Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,ship_hull_light_1,Curtatone Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,ship_hull_light_1,Navigatori Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,ship_hull_light_1,Maestrale Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,ship_hull_light_1,Aquila Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,ship_hull_heavy_2,Littorio Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,ship_hull_submarine_1,Mameli Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,ship_hull_submarine_1,Bandiera Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,ship_hull_submarine_1,Sirena Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPM,ship_hull_submarine_2,Calvi Class,1936-01-01,SPM - Sardinia Piedmont.txt
SPR,submarine_1,C Class,1936-01-01,SPR - Spain.txt
SPR,light_cruiser_1,Príncipe Alfonso Class,1936-01-01,SPR - Spain.txt
SPR,ship_hull_submarine_1,B Class,1936-01-01,SPR - Spain.txt
SPR,ship_hull_submarine_2,C Class,1936-01-01,SPR - Spain.txt
SPR,ship_hull_light_1,Alsedo Class,1936-01-01,SPR - Spain.txt
SPR,ship_hull_light_2,Churucca Class,1936-01-01,SPR - Spain.txt
SPR,ship_hull_light_2,Júpiter Class,1936-01-01,SPR - Spain.txt
SPR,ship_hull_cruiser_1,República Class,1936-01-01,SPR - Spain.txt
SPR,ship_hull_cruiser_1,Méndez Núñes Class,1936-01-01,SPR - Spain.txt
SPR,ship_hull_cruiser_2,Príncipe Alfonso Class,1936-01-01,SPR - Spain.txt
SPR,ship_hull_cruiser_2,Canarias Class,1936-01-01,SPR - Spain.txt
SPR,ship_hull_heavy_1,España Class,1936-01-01,SPR - Spain.txt
SPR,ship_hull_submarine_2,General Mola Class,1939-01-01,SPR - Spain.txt
SPR,ship_hull_light_1,Melilla Class,1939-01-01,SPR - Spain.txt
SPR,ship_hull_light_2,Eolo Class,1939-01-01,SPR - Spain.txt
SWE,submarine_1,Draken Class,1936-01-01,SWE - Sweden.txt
