state_id,province_id,source_file
252,11344,252-Nizhny Novogrod.txt
252,11375,252-Nizhny Novogrod.txt
252,11394,252-Nizhny Novogrod.txt
253,214,253-Ivanovo.txt
253,280,253-Ivanovo.txt
253,346,253-Ivanovo.txt
253,357,253-Ivanovo.txt
253,378,253-Ivanovo.txt
253,3202,253-Ivanovo.txt
253,3240,253-Ivanovo.txt
253,3268,253-Ivanovo.txt
253,3339,253-Ivanovo.txt
253,3347,253-Ivanovo.txt
253,3370,253-Ivanovo.txt
253,6135,253-Ivanovo.txt
253,6215,253-Ivanovo.txt
253,6247,253-Ivanovo.txt
253,6269,253-Ivanovo.txt
253,6316,253-Ivanovo.txt
253,6358,253-Ivanovo.txt
253,6362,253-Ivanovo.txt
253,9033,253-Ivanovo.txt
253,9159,253-Ivanovo.txt
253,9257,253-Ivanovo.txt
253,9267,253-Ivanovo.txt
253,9278,253-Ivanovo.txt
253,9311,253-Ivanovo.txt
253,9356,253-Ivanovo.txt
253,11134,253-Ivanovo.txt
253,11239,253-Ivanovo.txt
253,11252,253-Ivanovo.txt
253,11295,253-Ivanovo.txt
253,11338,253-Ivanovo.txt
253,11362,253-Ivanovo.txt
254,269,254-Ryazan.txt
254,283,254-Ryazan.txt
254,314,254-Ryazan.txt
254,330,254-Ryazan.txt
254,397,254-Ryazan.txt
254,3257,254-Ryazan.txt
254,3275,254-Ryazan.txt
254,3302,254-Ryazan.txt
254,3322,254-Ryazan.txt
254,3356,254-Ryazan.txt
254,3387,254-Ryazan.txt
254,6279,254-Ryazan.txt
254,6284,254-Ryazan.txt
254,9266,254-Ryazan.txt
254,9273,254-Ryazan.txt
254,9313,254-Ryazan.txt
254,9330,254-Ryazan.txt
254,9376,254-Ryazan.txt
254,11248,254-Ryazan.txt
254,11258,254-Ryazan.txt
254,11294,254-Ryazan.txt
254,11314,254-Ryazan.txt
254,11363,254-Ryazan.txt
254,11379,254-Ryazan.txt
255,208,255-Penza.txt
255,257,255-Penza.txt
255,324,255-Penza.txt
255,376,255-Penza.txt
255,380,255-Penza.txt
255,3221,255-Penza.txt
255,3266,255-Penza.txt
255,3317,255-Penza.txt
255,3360,255-Penza.txt
255,3371,255-Penza.txt
255,6248,255-Penza.txt
255,6291,255-Penza.txt
255,6329,255-Penza.txt
255,6343,255-Penza.txt
255,6353,255-Penza.txt
255,6382,255-Penza.txt
255,6391,255-Penza.txt
255,6409,255-Penza.txt
255,9258,255-Penza.txt
255,9276,255-Penza.txt
255,9286,255-Penza.txt
255,9324,255-Penza.txt
255,9344,255-Penza.txt
255,9380,255-Penza.txt
255,9409,255-Penza.txt
255,11240,255-Penza.txt
255,11262,255-Penza.txt
255,11269,255-Penza.txt
255,11309,255-Penza.txt
255,11335,255-Penza.txt
255,11364,255-Penza.txt
255,11393,255-Penza.txt
256,3282,256-Cheboksary.txt
256,6253,256-Cheboksary.txt
256,6312,256-Cheboksary.txt
256,6357,256-Cheboksary.txt
256,9244,256-Cheboksary.txt
256,9259,256-Cheboksary.txt
256,9307,256-Cheboksary.txt
256,9373,256-Cheboksary.txt
256,11356,256-Cheboksary.txt
257,232,257-Livny.txt
257,275,257-Livny.txt
257,313,257-Livny.txt
257,340,257-Livny.txt
257,367,257-Livny.txt
257,396,257-Livny.txt
257,471,257-Livny.txt
257,3332,257-Livny.txt
257,3389,257-Livny.txt
257,9245,257-Livny.txt
257,9312,257-Livny.txt
257,9367,257-Livny.txt
257,9422,257-Livny.txt
257,11227,257-Livny.txt
257,11296,257-Livny.txt
257,11323,257-Livny.txt
257,11351,257-Livny.txt
257,11381,257-Livny.txt
257,11436,257-Livny.txt
258,356,258-lipetsk.txt
258,3199,258-lipetsk.txt
258,3291,258-lipetsk.txt
258,3318,258-lipetsk.txt
258,3346,258-lipetsk.txt
258,6230,258-lipetsk.txt
258,6317,258-lipetsk.txt
258,6341,258-lipetsk.txt
258,6369,258-lipetsk.txt
258,6398,258-lipetsk.txt
258,9339,258-lipetsk.txt
258,9394,258-lipetsk.txt
259,511,259-Liski.txt
259,559,259-Liski.txt
259,3557,259-Liski.txt
259,6495,259-Liski.txt
259,6507,259-Liski.txt
259,6578,259-Liski.txt
259,6605,259-Liski.txt
259,9413,259-Liski.txt
259,9519,259-Liski.txt
259,11504,259-Liski.txt
26,590,26-Bourgogne.txt
26,769,26-Bourgogne.txt
26,3594,26-Bourgogne.txt
26,3754,26-Bourgogne.txt
26,6644,26-Bourgogne.txt
26,6773,26-Bourgogne.txt
26,6789,26-Bourgogne.txt
26,9593,26-Bourgogne.txt
26,9607,26-Bourgogne.txt
26,9748,26-Bourgogne.txt
26,11576,26-Bourgogne.txt
260,413,260-Borisoglbsk.txt
260,437,260-Borisoglbsk.txt
260,510,260-Borisoglbsk.txt
260,3469,260-Borisoglbsk.txt
260,3504,260-Borisoglbsk.txt
260,3527,260-Borisoglbsk.txt
260,3566,260-Borisoglbsk.txt
260,3567,260-Borisoglbsk.txt
260,6428,260-Borisoglbsk.txt
260,6477,260-Borisoglbsk.txt
260,6494,260-Borisoglbsk.txt
260,6553,260-Borisoglbsk.txt
260,6587,260-Borisoglbsk.txt
260,6591,260-Borisoglbsk.txt
260,9448,260-Borisoglbsk.txt
260,9529,260-Borisoglbsk.txt
260,9552,260-Borisoglbsk.txt
260,11396,260-Borisoglbsk.txt
260,11412,260-Borisoglbsk.txt
260,11475,260-Borisoglbsk.txt
260,11540,260-Borisoglbsk.txt
261,659,261-USA.txt
261,689,261-USA.txt
261,827,261-USA.txt
261,831,261-USA.txt
261,882,261-USA.txt
261,971,261-USA.txt
261,3685,261-USA.txt
261,3829,261-USA.txt
261,3853,261-USA.txt
261,3872,261-USA.txt
261,4442,261-USA.txt
261,4601,261-USA.txt
261,6855,261-USA.txt
261,6874,261-USA.txt
261,6890,261-USA.txt
261,7528,261-USA.txt
261,9760,261-USA.txt
261,9775,261-USA.txt
261,9808,261-USA.txt
261,9825,261-USA.txt
261,11760,261-USA.txt
261,11776,261-USA.txt
261,11791,261-USA.txt
261,11890,261-USA.txt
261,13154,261-USA.txt
262,154,262-Torzhok.txt
262,6016,262-Torzhok.txt
262,6177,262-Torzhok.txt
262,6538,262-Torzhok.txt
262,9099,262-Torzhok.txt
262,9121,262-Torzhok.txt
262,9230,262-Torzhok.txt
262,10723,262-Torzhok.txt
262,11182,262-Torzhok.txt
263,8,263-Veliky Novogrod.txt
263,71,263-Veliky Novogrod.txt
263,110,263-Veliky Novogrod.txt
263,117,263-Veliky Novogrod.txt
263,320,263-Veliky Novogrod.txt
263,3089,263-Veliky Novogrod.txt
263,6086,263-Veliky Novogrod.txt
263,6154,263-Veliky Novogrod.txt
263,6225,263-Veliky Novogrod.txt
263,9212,263-Veliky Novogrod.txt
263,9234,263-Veliky Novogrod.txt
263,11072,263-Veliky Novogrod.txt
263,11109,263-Veliky Novogrod.txt
263,11191,263-Veliky Novogrod.txt
264,39,264-Tikhvin.txt
264,57,264-Tikhvin.txt
264,93,264-Tikhvin.txt
264,152,264-Tikhvin.txt
264,172,264-Tikhvin.txt
264,194,264-Tikhvin.txt
264,3035,264-Tikhvin.txt
264,3085,264-Tikhvin.txt
264,3140,264-Tikhvin.txt
264,3142,264-Tikhvin.txt
264,3163,264-Tikhvin.txt
264,6131,264-Tikhvin.txt
264,6169,264-Tikhvin.txt
264,9060,264-Tikhvin.txt
264,9082,264-Tikhvin.txt
264,9107,264-Tikhvin.txt
264,9111,264-Tikhvin.txt
264,9153,264-Tikhvin.txt
264,9177,264-Tikhvin.txt
264,9184,264-Tikhvin.txt
264,9190,264-Tikhvin.txt
264,11048,264-Tikhvin.txt
264,11059,264-Tikhvin.txt
264,11083,264-Tikhvin.txt
264,11093,264-Tikhvin.txt
264,11131,264-Tikhvin.txt
264,11165,264-Tikhvin.txt
264,13129,264-Tikhvin.txt
265,487,265-Mikhaylovka.txt
265,518,265-Mikhaylovka.txt
265,544,265-Mikhaylovka.txt
265,579,265-Mikhaylovka.txt
265,3431,265-Mikhaylovka.txt
265,3539,265-Mikhaylovka.txt
265,3582,265-Mikhaylovka.txt
265,6454,265-Mikhaylovka.txt
265,6528,265-Mikhaylovka.txt
265,6563,265-Mikhaylovka.txt
265,6602,265-Mikhaylovka.txt
265,9436,265-Mikhaylovka.txt
265,9464,265-Mikhaylovka.txt
265,9502,265-Mikhaylovka.txt
265,11423,265-Mikhaylovka.txt
265,11451,265-Mikhaylovka.txt
265,11485,265-Mikhaylovka.txt
265,11512,265-Mikhaylovka.txt
265,11527,265-Mikhaylovka.txt
265,11555,265-Mikhaylovka.txt
266,4580,266-Persia.txt
266,7602,266-Persia.txt
266,10385,266-Persia.txt
266,10768,266-Persia.txt
266,10837,266-Persia.txt
267,7916,267-Afghanistan.txt
267,7984,267-Afghanistan.txt
267,10737,267-Afghanistan.txt
267,10852,267-Afghanistan.txt
267,12769,267-Afghanistan.txt
268,4985,268-French Somaliland.txt
268,8124,268-French Somaliland.txt
269,1905,269-British Somaliland.txt
269,5068,269-British Somaliland.txt
269,8094,269-British Somaliland.txt
269,10777,269-British Somaliland.txt
269,10833,269-British Somaliland.txt
269,10921,269-British Somaliland.txt
269,12759,269-British Somaliland.txt
269,12814,269-British Somaliland.txt
27,648,27-Champagne2.txt
27,667,27-Champagne2.txt
27,680,27-Champagne2.txt
27,817,27-Champagne2.txt
27,3506,27-Champagne2.txt
27,3652,27-Champagne2.txt
27,3669,27-Champagne2.txt
27,3681,27-Champagne2.txt
27,9609,27-Champagne2.txt
27,9625,27-Champagne2.txt
27,9644,27-Champagne2.txt
27,11628,27-Champagne2.txt
270,1280,270-Pitcarin Island.txt
271,5010,271-ethiopia.txt
271,8036,271-ethiopia.txt
271,10734,271-ethiopia.txt
271,13239,271-ethiopia.txt
272,2100,272-French Africa.txt
272,4948,272-French Africa.txt
272,7972,272-French Africa.txt
272,8015,272-French Africa.txt
272,12710,272-French Africa.txt
272,12834,272-French Africa.txt
273,1057,273-Italian Africa.txt
273,1060,273-Italian Africa.txt
273,1140,273-Italian Africa.txt
273,1994,273-Italian Africa.txt
273,4191,273-Italian Africa.txt
273,4962,273-Italian Africa.txt
273,5004,273-Italian Africa.txt
273,7985,273-Italian Africa.txt
273,10104,273-Italian Africa.txt
273,10754,273-Italian Africa.txt
273,10785,273-Italian Africa.txt
273,10884,273-Italian Africa.txt
273,11951,273-Italian Africa.txt
273,12022,273-Italian Africa.txt
273,12082,273-Italian Africa.txt
273,12866,273-Italian Africa.txt
274,8039,274-British Africa.txt
274,8096,274-British Africa.txt
274,10862,274-British Africa.txt
274,12742,274-British Africa.txt
274,12785,274-British Africa.txt
274,12787,274-British Africa.txt
274,13136,274-British Africa.txt
275,1688,275-South Africa.txt
275,2171,275-South Africa.txt
275,2213,275-South Africa.txt
275,5106,275-South Africa.txt
275,5217,275-South Africa.txt
275,5231,275-South Africa.txt
275,10400,275-South Africa.txt
275,10566,275-South Africa.txt
275,10668,275-South Africa.txt
275,12064,275-South Africa.txt
275,12648,275-South Africa.txt
276,605,276-Canada.txt
276,722,276-Canada.txt
276,749,276-Canada.txt
276,774,276-Canada.txt
276,779,276-Canada.txt
276,3605,276-Canada.txt
276,3608,276-Canada.txt
276,3635,276-Canada.txt
276,3640,276-Canada.txt
276,3661,276-Canada.txt
276,3763,276-Canada.txt
276,3775,276-Canada.txt
276,3778,276-Canada.txt
276,4270,276-Canada.txt
276,6607,276-Canada.txt
276,6610,276-Canada.txt
276,6625,276-Canada.txt
276,6630,276-Canada.txt
276,6662,276-Canada.txt
276,6676,276-Canada.txt
276,6797,276-Canada.txt
276,9580,276-Canada.txt
276,9583,276-Canada.txt
276,9585,276-Canada.txt
276,9634,276-Canada.txt
276,9667,276-Canada.txt
276,9711,276-Canada.txt
276,9743,276-Canada.txt
276,11567,276-Canada.txt
276,11569,276-Canada.txt
276,11585,276-Canada.txt
276,11602,276-Canada.txt
276,11695,276-Canada.txt
276,11725,276-Canada.txt
276,11728,276-Canada.txt
276,13156,276-Canada.txt
277,1965,277-Mexico.txt
277,2008,277-Mexico.txt
277,2011,277-Mexico.txt
277,7913,277-Mexico.txt
277,12755,277-Mexico.txt
278,1555,278-Argentina.txt
278,1568,278-Argentina.txt
278,1596,278-Argentina.txt
278,1624,278-Argentina.txt
278,1639,278-Argentina.txt
278,4573,278-Argentina.txt
278,4602,278-Argentina.txt
278,4643,278-Argentina.txt
278,7621,278-Argentina.txt
278,10375,278-Argentina.txt
278,10390,278-Argentina.txt
278,10402,278-Argentina.txt
278,10418,278-Argentina.txt
278,12351,278-Argentina.txt
278,12364,278-Argentina.txt
278,12379,278-Argentina.txt
278,12394,278-Argentina.txt
278,12409,278-Argentina.txt
278,12494,278-Argentina.txt
278,12998,278-Argentina.txt
279,650,279-Chile.txt
279,5191,279-Chile.txt
279,8194,279-Chile.txt
279,8222,279-Chile.txt
279,8229,279-Chile.txt
279,8251,279-Chile.txt
279,12984,279-Chile.txt
28,549,28-Alcase.txt
28,678,28-Alcase.txt
28,1346,28-Alcase.txt
28,3629,28-Alcase.txt
28,6529,28-Alcase.txt
28,9503,28-Alcase.txt
28,9559,28-Alcase.txt
28,11502,28-Alcase.txt
280,2111,280-Brazil.txt
280,2142,280-Brazil.txt
280,2181,280-Brazil.txt
280,2204,280-Brazil.txt
280,8175,280-Brazil.txt
280,8189,280-Brazil.txt
280,10959,280-Brazil.txt
280,11010,280-Brazil.txt
281,4967,281-India.txt
282,993,282-Japan.txt
282,1097,282-Japan.txt
282,1113,282-Japan.txt
282,1182,282-Japan.txt
282,4000,282-Japan.txt
282,4100,282-Japan.txt
282,4184,282-Japan.txt
282,4188,282-Japan.txt
282,7016,282-Japan.txt
282,9998,282-Japan.txt
282,11908,282-Japan.txt
283,531,283-China.txt
283,556,283-China.txt
283,1647,283-China.txt
283,1933,283-China.txt
283,2022,283-China.txt
283,4313,283-China.txt
283,7397,283-China.txt
283,7911,283-China.txt
283,12797,283-China.txt
283,12882,283-China.txt
284,1565,284-New Zealand.txt
284,1713,284-New Zealand.txt
284,1746,284-New Zealand.txt
284,1786,284-New Zealand.txt
284,1801,284-New Zealand.txt
284,1814,284-New Zealand.txt
284,4543,284-New Zealand.txt
284,4615,284-New Zealand.txt
284,4718,284-New Zealand.txt
284,4748,284-New Zealand.txt
284,4804,284-New Zealand.txt
284,7692,284-New Zealand.txt
284,7742,284-New Zealand.txt
284,7783,284-New Zealand.txt
284,7826,284-New Zealand.txt
284,7887,284-New Zealand.txt
284,10334,284-New Zealand.txt
284,10373,284-New Zealand.txt
284,10609,284-New Zealand.txt
284,10710,284-New Zealand.txt
284,12362,284-New Zealand.txt
284,12604,284-New Zealand.txt
284,12617,284-New Zealand.txt
284,12664,284-New Zealand.txt
285,1537,285-Austraila.txt
285,1611,285-Austraila.txt
285,1667,285-Austraila.txt
285,1861,285-Austraila.txt
285,2114,285-Austraila.txt
285,2146,285-Austraila.txt
285,2163,285-Austraila.txt
285,4453,285-Austraila.txt
285,4478,285-Austraila.txt
285,4500,285-Austraila.txt
285,4658,285-Austraila.txt
285,4673,285-Austraila.txt
285,4763,285-Austraila.txt
285,4836,285-Austraila.txt
285,4864,285-Austraila.txt
285,5134,285-Austraila.txt
285,5161,285-Austraila.txt
285,7450,285-Austraila.txt
285,7471,285-Austraila.txt
285,7496,285-Austraila.txt
285,7520,285-Austraila.txt
285,7533,285-Austraila.txt
285,7649,285-Austraila.txt
285,7664,285-Austraila.txt
285,7859,285-Austraila.txt
285,8234,285-Austraila.txt
285,8249,285-Austraila.txt
285,10388,285-Austraila.txt
285,10427,285-Austraila.txt
285,10455,285-Austraila.txt
285,10500,285-Austraila.txt
285,10682,285-Austraila.txt
285,10977,285-Austraila.txt
285,10991,285-Austraila.txt
285,11019,285-Austraila.txt
285,12377,285-Austraila.txt
285,12406,285-Austraila.txt
285,12435,285-Austraila.txt
285,12532,285-Austraila.txt
285,12560,285-Austraila.txt
285,12934,285-Austraila.txt
285,12968,285-Austraila.txt
286,1285,286-Indochina.txt
286,1300,286-Indochina.txt
286,1328,286-Indochina.txt
286,1396,286-Indochina.txt
286,1400,286-Indochina.txt
286,1423,286-Indochina.txt
286,1605,286-Indochina.txt
286,4223,286-Indochina.txt
286,4284,286-Indochina.txt
286,4334,286-Indochina.txt
286,4341,286-Indochina.txt
286,4363,286-Indochina.txt
286,4401,286-Indochina.txt
286,4405,286-Indochina.txt
286,7238,286-Indochina.txt
286,7271,286-Indochina.txt
286,7303,286-Indochina.txt
286,7331,286-Indochina.txt
286,7347,286-Indochina.txt
286,7380,286-Indochina.txt
286,10162,286-Indochina.txt
286,10232,286-Indochina.txt
286,10261,286-Indochina.txt
286,12109,286-Indochina.txt
286,12133,286-Indochina.txt
286,12150,286-Indochina.txt
286,12176,286-Indochina.txt
286,12204,286-Indochina.txt
286,12232,286-Indochina.txt
287,5016,287-Sinkiang.txt
287,7790,287-Sinkiang.txt
287,8042,287-Sinkiang.txt
287,8086,287-Sinkiang.txt
287,10885,287-Sinkiang.txt
287,12864,287-Sinkiang.txt
288,3999,288-Magwe.txt
288,4202,288-Magwe.txt
288,4454,288-Magwe.txt
288,4541,288-Magwe.txt
288,7034,288-Magwe.txt
288,7163,288-Magwe.txt
288,7190,288-Magwe.txt
288,7534,288-Magwe.txt
288,10033,288-Magwe.txt
288,11966,288-Magwe.txt
288,12449,288-Magwe.txt
289,1244,289-Siam.txt
289,1427,289-Siam.txt
289,4319,289-Siam.txt
289,4348,289-Siam.txt
289,4433,289-Siam.txt
289,4566,289-Siam.txt
289,7225,289-Siam.txt
289,7292,289-Siam.txt
289,7312,289-Siam.txt
289,7338,289-Siam.txt
289,7353,289-Siam.txt
289,7367,289-Siam.txt
289,7408,289-Siam.txt
289,7544,289-Siam.txt
289,7559,289-Siam.txt
289,7572,289-Siam.txt
289,7587,289-Siam.txt
289,10193,289-Siam.txt
289,10221,289-Siam.txt
289,10250,289-Siam.txt
289,10293,289-Siam.txt
289,10398,289-Siam.txt
289,10411,289-Siam.txt
289,12173,289-Siam.txt
289,12224,289-Siam.txt
289,12345,289-Siam.txt
29,575,29-Pas de Calais.txt
29,3476,29-Pas de Calais.txt
29,3536,29-Pas de Calais.txt
29,6504,29-Pas de Calais.txt
29,9500,29-Pas de Calais.txt
29,11483,29-Pas de Calais.txt
29,11548,29-Pas de Calais.txt
29,11606,29-Pas de Calais.txt
290,4199,290-Spanish Africa.txt
290,7215,290-Spanish Africa.txt
290,9945,290-Spanish Africa.txt
290,10113,290-Spanish Africa.txt
290,12087,290-Spanish Africa.txt
290,12100,290-Spanish Africa.txt
291,2097,291-Iraq.txt
291,3795,291-Iraq.txt
291,7994,291-Iraq.txt
291,10876,291-Iraq.txt
291,12046,291-Iraq.txt
291,12839,291-Iraq.txt
291,12855,291-Iraq.txt
292,5024,292-Saudi Arabia.txt
292,5093,292-Saudi Arabia.txt
292,7995,292-Saudi Arabia.txt
292,8004,292-Saudi Arabia.txt
292,8060,292-Saudi Arabia.txt
292,12727,292-Saudi Arabia.txt
292,12813,292-Saudi Arabia.txt
292,12870,292-Saudi Arabia.txt
293,1920,293-Yemen.txt
293,1973,293-Yemen.txt
293,4924,293-Yemen.txt
293,10752,293-Yemen.txt
293,10840,293-Yemen.txt
294,1947,294-Oman.txt
294,4993,294-Oman.txt
294,8002,294-Oman.txt
294,8020,294-Oman.txt
294,10760,294-Oman.txt
295,5117,295-Congo.txt
295,10025,295-Congo.txt
295,10968,295-Congo.txt
295,12775,295-Congo.txt
295,12896,295-Congo.txt
295,12925,295-Congo.txt
295,12945,295-Congo.txt
295,13365,295-Congo.txt
295,13370,295-Congo.txt
296,12747,296-Portugal Africa.txt
296,12891,296-Portugal Africa.txt
297,1903,297-Belgian Africa.txt
297,8244,297-Belgian Africa.txt
298,7959,298-Liberia.txt
298,8006,298-Liberia.txt
299,12960,299-Falkand Islands.txt
299,13292,299-Falkand Islands.txt
3,663,3-Swiss Plateau.txt
3,9620,3-Swiss Plateau.txt
3,11590,3-Swiss Plateau.txt
3,11604,3-Swiss Plateau.txt
3,11623,3-Swiss Plateau.txt
30,503,30-Loire.txt
30,527,30-Loire.txt
30,3495,30-Loire.txt
30,3509,30-Loire.txt
30,3523,30-Loire.txt
30,9478,30-Loire.txt
30,9867,30-Loire.txt
30,11463,30-Loire.txt
30,11465,30-Loire.txt
30,11613,30-Loire.txt
30,11616,30-Loire.txt
300,4457,300-Uruguay.txt
300,10362,300-Uruguay.txt
300,12336,300-Uruguay.txt
300,12496,300-Uruguay.txt
301,2152,301-paraguay.txt
301,2173,301-paraguay.txt
301,2194,301-paraguay.txt
301,11023,301-paraguay.txt
301,12901,301-paraguay.txt
302,2174,302-bolivia.txt
302,5179,302-bolivia.txt
302,5229,302-bolivia.txt
302,5230,302-bolivia.txt
302,8157,302-bolivia.txt
302,8225,302-bolivia.txt
302,10938,302-bolivia.txt
302,10952,302-bolivia.txt
302,10987,302-bolivia.txt
302,12930,302-bolivia.txt
302,12979,302-bolivia.txt
302,13134,302-bolivia.txt
302,13174,302-bolivia.txt
302,13195,302-bolivia.txt
303,2156,303-Peru.txt
303,2162,303-Peru.txt
303,5190,303-Peru.txt
303,8199,303-Peru.txt
303,12969,303-Peru.txt
303,12983,303-Peru.txt
303,12997,303-Peru.txt
304,1633,304-Panama.txt
304,4611,304-Panama.txt
304,4624,304-Panama.txt
304,7630,304-Panama.txt
304,10482,304-Panama.txt
305,5051,305-Ecuador.txt
305,5120,305-Ecuador.txt
305,8047,305-Ecuador.txt
305,8075,305-Ecuador.txt
305,8252,305-Ecuador.txt
305,10888,305-Ecuador.txt
305,11020,305-Ecuador.txt
305,12798,305-Ecuador.txt
306,2079,306-Colombia.txt
306,7936,306-Colombia.txt
306,7991,306-Colombia.txt
306,7993,306-Colombia.txt
306,10747,306-Colombia.txt
306,10790,306-Colombia.txt
306,10846,306-Colombia.txt
307,4942,307-Venezuela.txt
307,7968,307-Venezuela.txt
307,8024,307-Venezuela.txt
307,8080,307-Venezuela.txt
307,8113,307-Venezuela.txt
307,10767,307-Venezuela.txt
307,10823,307-Venezuela.txt
307,10912,307-Venezuela.txt
307,5056,307-Venezuela.txt
307,4892,307-Venezuela.txt
307,5000,307-Venezuela.txt
308,4450,308-Britain SA.txt
308,7123,308-Britain SA.txt
309,1928,309-Dutch SA.txt
309,10906,309-Dutch SA.txt
309,12828,309-Dutch SA.txt
31,929,31-Midi Pyrenees.txt
31,943,31-Midi Pyrenees.txt
31,3740,31-Midi Pyrenees.txt
31,3749,31-Midi Pyrenees.txt
31,3915,31-Midi Pyrenees.txt
31,3946,31-Midi Pyrenees.txt
31,3948,31-Midi Pyrenees.txt
31,6759,31-Midi Pyrenees.txt
31,6766,31-Midi Pyrenees.txt
31,6915,31-Midi Pyrenees.txt
31,6917,31-Midi Pyrenees.txt
31,6931,31-Midi Pyrenees.txt
31,9853,31-Midi Pyrenees.txt
31,9882,31-Midi Pyrenees.txt
31,9884,31-Midi Pyrenees.txt
31,11699,31-Midi Pyrenees.txt
31,11702,31-Midi Pyrenees.txt
31,12169,31-Midi Pyrenees.txt
310,4934,310-French SA.txt
310,12885,310-French SA.txt
311,2077,311-BritMex.txt
312,2031,312-Honduras.txt
312,8017,312-Honduras.txt
312,12865,312-Honduras.txt
313,4991,313-Guatemala.txt
313,10842,313-Guatemala.txt
313,10886,313-Guatemala.txt
313,13085,313-Guatemala.txt
314,12823,314-El Salvador.txt
314,13093,314-El Salvador.txt
315,1550,315-Cuba.txt
315,4476,315-Cuba.txt
315,4600,315-Cuba.txt
315,7451,315-Cuba.txt
315,7546,315-Cuba.txt
315,7590,315-Cuba.txt
315,7622,315-Cuba.txt
315,10374,315-Cuba.txt
315,10498,315-Cuba.txt
315,12347,315-Cuba.txt
316,12878,316-Costa Rica.txt
316,13087,316-Costa Rica.txt
316,13092,316-Costa Rica.txt
317,1988,317-Nicaragua.txt
317,2075,317-Nicaragua.txt
317,10728,317-Nicaragua.txt
317,12738,317-Nicaragua.txt
317,13139,317-Nicaragua.txt
317,13178,317-Nicaragua.txt
318,1594,318-Haiti.txt
318,1635,318-Haiti.txt
318,4641,318-Haiti.txt
319,4598,319-Dominican Republic.txt
319,7632,319-Dominican Republic.txt
319,7660,319-Dominican Republic.txt
319,10484,319-Dominican Republic.txt
32,762,32-Rhone Alpes.txt
32,780,32-Rhone Alpes.txt
32,3589,32-Rhone Alpes.txt
32,3768,32-Rhone Alpes.txt
32,6784,32-Rhone Alpes.txt
32,11713,32-Rhone Alpes.txt
320,10149,320-French India.txt
321,1273,321-Goa.txt
322,2010,322-Tibet.txt
322,2093,322-Tibet.txt
322,4994,322-Tibet.txt
322,5011,322-Tibet.txt
322,7926,322-Tibet.txt
322,8068,322-Tibet.txt
322,10755,322-Tibet.txt
322,10918,322-Tibet.txt
323,4386,323-Nepal.txt
323,4987,323-Nepal.txt
323,5310,323-Nepal.txt
323,7374,323-Nepal.txt
323,10825,323-Nepal.txt
323,10910,323-Nepal.txt
323,12892,323-Nepal.txt
324,8010,324-Bhutan.txt
324,12860,324-Bhutan.txt
325,1114,325-Yunnan.txt
325,1172,325-Yunnan.txt
325,1196,325-Yunnan.txt
325,1319,325-Yunnan.txt
325,1383,325-Yunnan.txt
325,1522,325-Yunnan.txt
325,1653,325-Yunnan.txt
325,4192,325-Yunnan.txt
325,4501,325-Yunnan.txt
325,5072,325-Yunnan.txt
325,7446,325-Yunnan.txt
325,7606,325-Yunnan.txt
325,8023,325-Yunnan.txt
325,10346,325-Yunnan.txt
325,10776,325-Yunnan.txt
325,12262,325-Yunnan.txt
325,12282,325-Yunnan.txt
325,12841,325-Yunnan.txt
326,10062,326-HongKong.txt
327,1221,327-Philippines.txt
327,1288,327-Philippines.txt
327,1388,327-Philippines.txt
327,4233,327-Philippines.txt
327,4288,327-Philippines.txt
327,7323,327-Philippines.txt
327,10236,327-Philippines.txt
327,10265,327-Philippines.txt
327,10272,327-Philippines.txt
327,12236,327-Philippines.txt
328,800,328-Manchukuo.txt
328,861,328-Manchukuo.txt
328,887,328-Manchukuo.txt
328,927,328-Manchukuo.txt
328,945,328-Manchukuo.txt
328,946,328-Manchukuo.txt
328,1567,328-Manchukuo.txt
328,3888,328-Manchukuo.txt
328,3913,328-Manchukuo.txt
328,3929,328-Manchukuo.txt
328,3932,328-Manchukuo.txt
328,3947,328-Manchukuo.txt
328,3949,328-Manchukuo.txt
328,4503,328-Manchukuo.txt
328,4572,328-Manchukuo.txt
328,6868,328-Manchukuo.txt
328,6905,328-Manchukuo.txt
328,6947,328-Manchukuo.txt
328,7523,328-Manchukuo.txt
328,7591,328-Manchukuo.txt
328,7652,328-Manchukuo.txt
328,7663,328-Manchukuo.txt
328,9759,328-Manchukuo.txt
328,9782,328-Manchukuo.txt
328,9803,328-Manchukuo.txt
328,9841,328-Manchukuo.txt
328,9848,328-Manchukuo.txt
328,9866,328-Manchukuo.txt
328,9883,328-Manchukuo.txt
328,9913,328-Manchukuo.txt
328,9928,328-Manchukuo.txt
328,10433,328-Manchukuo.txt
328,11744,328-Manchukuo.txt
328,11781,328-Manchukuo.txt
328,11823,328-Manchukuo.txt
328,11850,328-Manchukuo.txt
328,11862,328-Manchukuo.txt
328,11864,328-Manchukuo.txt
328,12412,328-Manchukuo.txt
329,1676,329-Tannu Tuva.txt
329,1877,329-Tannu Tuva.txt
329,4680,329-Tannu Tuva.txt
329,7703,329-Tannu Tuva.txt
329,7731,329-Tannu Tuva.txt
329,7804,329-Tannu Tuva.txt
329,7819,329-Tannu Tuva.txt
329,10597,329-Tannu Tuva.txt
329,10627,329-Tannu Tuva.txt
329,10646,329-Tannu Tuva.txt
329,12610,329-Tannu Tuva.txt
329,12625,329-Tannu Tuva.txt
