template_name,unit_type_key,grid_x,grid_y
Infantry Division,infantry,1,1
Infantry Division,infantry,1,2
Infantry Division,infantry,1,3
Pesadijska Divizija,infantry,0,0
Pesadijska Divizija,infantry,0,1
Pesadijska Divizija,infantry,0,2
Pesadijska Divizija,infantry,1,0
Pesadijska Divizija,infantry,1,1
Pesadijska Divizija,infantry,1,2
Pesadijska Divizija,infantry,2,0
Pesadijska Divizija,infantry,2,1
Pesadijska Divizija,infantry,2,2
Alpine Odred,mountaineers,0,0
Alpine Odred,mountaineers,0,1
Alpine Odred,mountaineers,0,2
Konjièka Divizija,cavalry,0,0
Konjièka Divizija,cavalry,0,1
Konjièka Divizija,cavalry,0,2
Konjièka Divizija,cavalry,1,0
Konjièka Divizija,cavalry,1,1
Konjièka Divizija,cavalry,1,2
Bataljon Bornih Kola,light_armor,0,0
Hrvatsko domobranstvo,infantry,0,0
Hrvatsko domobranstvo,infantry,0,1
Hrvatsko domobranstvo,infantry,0,2
Hrvatsko domobranstvo,infantry,1,0
Hrvatsko domobranstvo,infantry,1,1
Hrvatsko domobranstvo,infantry,1,2
Alpine Odred,mountaineers,0,0
Alpine Odred,mountaineers,0,1
Alpine Odred,mountaineers,0,2
Konjièka Divizija,cavalry,0,0
Konjièka Divizija,cavalry,0,1
Konjièka Divizija,cavalry,0,2
Konjièka Divizija,cavalry,1,0
Konjièka Divizija,cavalry,1,1
Konjièka Divizija,cavalry,1,2
Bataljon Bornih Kola,light_armor,0,0
Volunteer Brigade,infantry,0,0
Volunteer Brigade,infantry,0,1
Volunteer Brigade,infantry,0,2
Volunteer Cavalry,cavalry,0,0
Volunteer Cavalry,cavalry,0,1
Volunteer Cavalry,cavalry,1,0
Volunteer Cavalry,cavalry,1,1
Brigada de Infanteria,infantry,0,0
Brigada de Infanteria,infantry,0,1
Brigada de Infanteria,infantry,1,0
Brigada de Infanteria,infantry,1,1
Brigada de Caballería,cavalry,0,0
Brigada de Caballería,cavalry,0,1
Brigada de Caballería,cavalry,1,0
Brigada de Caballería,cavalry,1,1
Brigada de Infanteria,infantry,0,0
Brigada de Infanteria,infantry,0,1
Brigada de Infanteria,infantry,1,0
Brigada de Infanteria,infantry,1,1
Brigada de Caballería,cavalry,0,0
Brigada de Caballería,cavalry,0,1
Brigada de Caballería,cavalry,1,0
Brigada de Caballería,cavalry,1,1
Pěší divize,infantry,0,0
Pěší divize,infantry,0,1
Pěší divize,infantry,0,2
Pěší divize,infantry,1,0
Pěší divize,infantry,1,1
Pěší divize,infantry,1,2
Pěší divize,infantry,2,0
Pěší divize,infantry,2,1
Pěší divize,infantry,2,2
Horská divize,mountaineers,0,0
Horská divize,mountaineers,0,1
Horská divize,mountaineers,0,2
Horská divize,mountaineers,1,0
Horská divize,mountaineers,1,1
Horská divize,mountaineers,1,2
Horská divize,mountaineers,2,0
Horská divize,mountaineers,2,1
Horská divize,mountaineers,2,2
Jezdecká brigáda,cavalry,0,0
Jezdecká brigáda,cavalry,0,1
Jezdecká brigáda,cavalry,0,2
Rychlá divize,light_armor,0,0
Rychlá divize,light_armor,0,1
Rychlá divize,cavalry,1,0
Rychlá divize,cavalry,1,1
Pěší divize,infantry,0,0
Pěší divize,infantry,0,1
Pěší divize,infantry,0,2
Pěší divize,infantry,1,0
Pěší divize,infantry,1,1
Pěší divize,infantry,1,2
Pěší divize,infantry,2,0
Pěší divize,infantry,2,1
Pěší divize,infantry,2,2
Horská divize,mountaineers,0,0
Horská divize,mountaineers,0,1
Horská divize,mountaineers,0,2
Horská divize,mountaineers,1,0
Horská divize,mountaineers,1,1
Horská divize,mountaineers,1,2
Horská divize,mountaineers,2,0
Horská divize,mountaineers,2,1
Horská divize,mountaineers,2,2
Jezdecká brigáda,cavalry,0,0
Jezdecká brigáda,cavalry,0,1
Jezdecká brigáda,cavalry,0,2
Rychlá divize,light_armor,0,0
Rychlá divize,light_armor,0,1
Rychlá divize,cavalry,1,0
Rychlá divize,cavalry,1,1
Infanteri Division,infantry,0,0
Infanteri Division,infantry,0,1
Infanteri Division,infantry,0,2
Infanteri Division,infantry,0,3
Infanteri Division,infantry,1,0
Infanteri Division,infantry,1,1
Infanteri Division,infantry,1,2
Infanteri Division,infantry,1,3
Binær Division,infantry,0,0
Binær Division,infantry,0,1
Binær Division,infantry,0,2
Binær Division,infantry,1,0
Binær Division,infantry,1,1
Kavaleri Brigade,cavalry,0,0
Kavaleri Brigade,cavalry,0,1
Kavaleri Brigade,cavalry,0,2
Infanteri Division,infantry,0,0
Infanteri Division,infantry,0,1
Infanteri Division,infantry,0,2
Infanteri Division,infantry,0,3
Infanteri Division,infantry,1,0
Infanteri Division,infantry,1,1
Infanteri Division,infantry,1,2
Infanteri Division,infantry,1,3
Binær Division,infantry,0,0
Binær Division,infantry,0,1
Binær Division,infantry,0,2
Binær Division,infantry,1,0
Binær Division,infantry,1,1
Kavaleri Brigade,cavalry,0,0
Kavaleri Brigade,cavalry,0,1
Kavaleri Brigade,cavalry,0,2
División de Infanteria,infantry,0,0
División de Infanteria,infantry,0,1
División de Infanteria,infantry,1,0
División de Infanteria,infantry,1,1
División de Infanteria,infantry,0,0
División de Infanteria,infantry,0,1
División de Infanteria,infantry,1,0
División de Infanteria,infantry,1,1
Kavaleriyskaya Diviziya,cavalry,0,0
Kavaleriyskaya Diviziya,cavalry,0,1
Kavaleriyskaya Diviziya,cavalry,0,2
Kavaleriyskaya Diviziya,cavalry,0,3
Kavaleriyskaya Diviziya,cavalry,1,0
Kavaleriyskaya Diviziya,cavalry,1,1
Kavaleriyskaya Diviziya,cavalry,1,2
Kavaleriyskaya Diviziya,cavalry,1,3
División de Infanteria,infantry,0,0
División de Infanteria,infantry,0,1
División de Infanteria,infantry,1,0
División de Infanteria,infantry,1,1
División de Infanteria,infantry,2,0
División de Infanteria,infantry,2,1
División de Infanteria,infantry,0,0
División de Infanteria,infantry,0,1
División de Infanteria,infantry,1,0
División de Infanteria,infantry,1,1
División de Infanteria,infantry,2,0
División de Infanteria,infantry,2,1
Brigada de Infanteria,infantry,0,0
Brigada de Infanteria,infantry,0,1
Brigada de Infanteria,infantry,0,2
Brigada de Infanteria,infantry,0,0
Brigada de Infanteria,infantry,0,1
Brigada de Infanteria,infantry,0,2
Infantry Division,infantry,0,0
Infantry Division,infantry,0,1
Infantry Division,infantry,0,2
Infantry Division,infantry,1,0
Infantry Division,infantry,1,1
Infantry Division,infantry,1,2
Infantry Division,infantry,2,0
Infantry Division,infantry,2,1
Infantry Division,infantry,2,2
Cavalry Brigade,cavalry,0,0
Cavalry Brigade,cavalry,0,1
Cavalry Brigade,cavalry,0,2
Cavalry Brigade,cavalry,0,3
Tank Brigade,light_armor,0,0
Tank Brigade,light_armor,0,1
Tank Brigade,light_armor,0,2
Motorised Division,motorized,0,0
Motorised Division,motorized,0,1
Motorised Division,motorized,0,2
Motorised Division,motorized,1,0
Motorised Division,motorized,1,1
Motorised Division,motorized,1,2
Colonial Garrison,infantry,0,0
Colonial Garrison,infantry,0,1
Colonial Garrison,infantry,0,2
Colonial Garrison,infantry,1,0
Colonial Garrison,infantry,1,1
Colonial Garrison,infantry,1,2
Infantry Division,infantry,0,0
Infantry Division,infantry,0,1
Infantry Division,infantry,0,2
Infantry Division,infantry,1,0
Infantry Division,infantry,1,1
Infantry Division,infantry,1,2
Infantry Division,infantry,2,0
Infantry Division,infantry,2,1
Infantry Division,infantry,2,2
Cavalry Brigade,cavalry,0,0
Cavalry Brigade,cavalry,0,1
Cavalry Brigade,cavalry,0,2
Cavalry Brigade,cavalry,0,3
Tank Brigade,light_armor,0,0
Tank Brigade,light_armor,0,1
Tank Brigade,light_armor,0,2
Motorised Division,motorized,0,0
Motorised Division,motorized,0,1
Motorised Division,motorized,0,2
Motorised Division,motorized,1,0
Motorised Division,motorized,1,1
Motorised Division,motorized,1,2
Armoured Car Company,armored_car,0,0
Armoured Car Company,armored_car,0,1
Armoured Car Company,armored_car,1,0
Armoured Car Company,armored_car,1,1
Colonial Garrison,infantry,0,0
Colonial Garrison,infantry,0,1
Colonial Garrison,infantry,0,2
Colonial Garrison,infantry,1,0
Colonial Garrison,infantry,1,1
Colonial Garrison,infantry,1,2
Infantry Division,infantry,0,0
Infantry Division,infantry,0,1
Infantry Division,infantry,0,2
Infantry Division,infantry,1,0
Infantry Division,infantry,1,1
Infantry Division,infantry,1,2
Infantry Division,infantry,2,0
Infantry Division,infantry,2,1
Infantry Division,infantry,2,2
Cavalry Brigade,cavalry,0,0
Cavalry Brigade,cavalry,0,1
Cavalry Brigade,cavalry,0,2
Cavalry Brigade,cavalry,0,3
Tank Brigade,light_armor,0,0
Tank Brigade,light_armor,0,1
Tank Brigade,light_armor,0,2
Motorised Division,motorized,0,0
Motorised Division,motorized,0,1
Motorised Division,motorized,0,2
Motorised Division,motorized,1,0
Motorised Division,motorized,1,1
Motorised Division,motorized,1,2
Colonial Garrison,infantry,0,0
Colonial Garrison,infantry,0,1
Colonial Garrison,infantry,0,2
Colonial Garrison,infantry,1,0
Colonial Garrison,infantry,1,1
Colonial Garrison,infantry,1,2
Infantry Division,infantry,0,0
Infantry Division,infantry,0,1
Infantry Division,infantry,0,2
Infantry Division,infantry,1,0
Infantry Division,infantry,1,1
Infantry Division,infantry,1,2
Infantry Division,infantry,2,0
Infantry Division,infantry,2,1
Infantry Division,infantry,2,2
Cavalry Brigade,cavalry,0,0
Cavalry Brigade,cavalry,0,1
Cavalry Brigade,cavalry,0,2
Cavalry Brigade,cavalry,0,3
Tank Brigade,light_armor,0,0
Tank Brigade,light_armor,0,1
Tank Brigade,light_armor,0,2
Motorised Division,motorized,0,0
Motorised Division,motorized,0,1
Motorised Division,motorized,0,2
Motorised Division,motorized,1,0
Motorised Division,motorized,1,1
Motorised Division,motorized,1,2
Armoured Car Company,armored_car,0,0
Armoured Car Company,armored_car,0,1
Armoured Car Company,armored_car,1,0
Armoured Car Company,armored_car,1,1
Colonial Garrison,infantry,0,0
Colonial Garrison,infantry,0,1
Colonial Garrison,infantry,0,2
Colonial Garrison,infantry,1,0
Colonial Garrison,infantry,1,1
Colonial Garrison,infantry,1,2
Infantry Division,infantry,0,0
Infantry Division,infantry,0,1
Infantry Division,infantry,0,2
Infantry Division,infantry,1,0
Infantry Division,infantry,1,1
Infantry Division,infantry,1,2
Infantry Division,infantry,2,0
Infantry Division,infantry,2,1
Infantry Division,infantry,2,2
Infantry Division (ME),infantry,0,0
Infantry Division (ME),infantry,0,1
Infantry Division (ME),infantry,0,2
Infantry Division (ME),infantry,1,0
Infantry Division (ME),infantry,1,1
Infantry Division (ME),infantry,1,2
Motorised Division,motorized,0,0
Motorised Division,motorized,0,1
Motorised Division,motorized,0,2
Motorised Division,motorized,1,0
Motorised Division,motorized,1,1
Motorised Division,motorized,1,2
Armour Division,medium_armor,0,0
Armour Division,medium_armor,0,1
Armour Division,light_armor,0,2
Armour Division,light_armor,1,0
Armour Division,light_armor,1,1
Armour Division,light_armor,1,2
Armour Division,light_armor,2,0
Armour Division,light_armor,2,1
Armour Division,light_armor,2,2
Armour Division,motorized,3,0
Armour Division,motorized,3,1
Tank Brigade,light_armor,0,0
Tank Brigade,light_armor,0,1
Tank Brigade,light_armor,0,2
Cavalry Brigade,cavalry,0,0
Cavalry Brigade,cavalry,0,1
Cavalry Brigade,cavalry,0,2
Colonial Garrison,infantry,0,0
Colonial Garrison,infantry,0,1
Colonial Garrison,infantry,0,2
Colonial Garrison,infantry,1,0
Colonial Garrison,infantry,1,1
Colonial Garrison,infantry,1,2
Infantry Division,infantry,0,0
Infantry Division,infantry,0,1
Infantry Division,infantry,0,2
Infantry Division,infantry,1,0
Infantry Division,infantry,1,1
Infantry Division,infantry,1,2
Infantry Division,infantry,2,0
Infantry Division,infantry,2,1
Infantry Division,infantry,2,2
Infantry Division (ME),infantry,0,0
Infantry Division (ME),infantry,0,1
Infantry Division (ME),infantry,0,2
Infantry Division (ME),infantry,1,0
Infantry Division (ME),infantry,1,1
Infantry Division (ME),infantry,1,2
Motorised Division,motorized,0,0
Motorised Division,motorized,0,1
Motorised Division,motorized,0,2
Motorised Division,motorized,1,0
Motorised Division,motorized,1,1
Motorised Division,motorized,1,2
Armour Division,medium_armor,0,0
Armour Division,medium_armor,0,1
Armour Division,light_armor,0,2
Armour Division,light_armor,1,0
Armour Division,light_armor,1,1
Armour Division,light_armor,1,2
Armour Division,light_armor,2,0
Armour Division,light_armor,2,1
Armour Division,light_armor,2,2
Armour Division,motorized,3,0
Armour Division,motorized,3,1
Tank Brigade,light_armor,0,0
Tank Brigade,light_armor,0,1
Tank Brigade,light_armor,0,2
Cavalry Brigade,cavalry,0,0
Cavalry Brigade,cavalry,0,1
Cavalry Brigade,cavalry,0,2
Colonial Garrison,infantry,0,0
Colonial Garrison,infantry,0,1
Colonial Garrison,infantry,0,2
Colonial Garrison,infantry,1,0
Colonial Garrison,infantry,1,1
Colonial Garrison,infantry,1,2
Motorised Division,motorized,0,0
Motorised Division,motorized,0,1
Motorised Division,motorized,0,2
Motorised Division,motorized,1,0
Motorised Division,motorized,1,1
Motorised Division,motorized,1,2
Armoured Car Company,armored_car,0,0
Armoured Car Company,armored_car,0,1
Armoured Car Company,armored_car,1,0
Armoured Car Company,armored_car,1,1
Motorised Division,motorized,0,0
Motorised Division,motorized,0,1
Motorised Division,motorized,0,2
Motorised Division,motorized,1,0
Motorised Division,motorized,1,1
Motorised Division,motorized,1,2
Jalaväediviisi,infantry,0,0
Jalaväediviisi,infantry,0,1
Jalaväediviisi,infantry,0,2
Jalaväediviisi,infantry,1,0
Jalaväediviisi,infantry,1,1
Jalaväediviisi,infantry,1,2
Ratsavägi,cavalry,0,0
Ratsavägi,cavalry,0,1
Ratsavägi,cavalry,1,0
Ratsavägi,cavalry,1,1
Jalaväediviisi,infantry,0,0
Jalaväediviisi,infantry,0,1
Jalaväediviisi,infantry,0,2
Jalaväediviisi,infantry,1,0
Jalaväediviisi,infantry,1,1
Jalaväediviisi,infantry,1,2
Kebur Zabagna,infantry,0,0
Kebur Zabagna,infantry,0,1
Kebur Zabagna,infantry,0,2
Kebur Zabagna,infantry,1,0
Kebur Zabagna,infantry,1,1
Kebur Zabagna,infantry,1,2
Kebur Zabagna,infantry,2,0
Kebur Zabagna,infantry,2,1
Kebur Zabagna,infantry,2,2
Infantry Division,infantry,0,0
Infantry Division,infantry,0,1
Infantry Division,infantry,1,0
Infantry Division,infantry,1,1
Mountain Division,mountaineers,0,0
Mountain Division,mountaineers,0,1
Mountain Division,mountaineers,0,2
Mountain Division,mountaineers,1,0
Mountain Division,mountaineers,1,1
Mountain Division,mountaineers,1,2
Kebur Zabagna,infantry,0,0
Kebur Zabagna,infantry,0,1
Kebur Zabagna,infantry,0,2
Kebur Zabagna,infantry,0,3
Kebur Zabagna,cavalry,0,4
Mehal Sefari,infantry,0,0
Mehal Sefari,infantry,0,1
Mehal Sefari,infantry,1,0
Mehal Sefari,infantry,1,1
Chitet Sefari,irregular_infantry,0,0
Chitet Sefari,irregular_infantry,0,1
Chitet Sefari,irregular_infantry,1,0
Chitet Sefari,irregular_infantry,1,1
Chitet Sefari,irregular_infantry,2,0
Chitet Sefari,irregular_infantry,2,1
Mountain Division,mountaineers,0,0
Mountain Division,mountaineers,0,1
Mountain Division,mountaineers,1,0
Mountain Division,mountaineers,1,1
Jalkaväkidivisioona,infantry,0,0
Jalkaväkidivisioona,infantry,0,1
Jalkaväkidivisioona,infantry,0,2
Jalkaväkidivisioona,infantry,1,0
Jalkaväkidivisioona,infantry,1,1
Jalkaväkidivisioona,infantry,1,2
Erillinen Prikaati,infantry,0,0
Erillinen Prikaati,infantry,0,1
Erillinen Prikaati,infantry,0,2
Ratsuväkiprikaati,cavalry,0,0
Ratsuväkiprikaati,cavalry,1,0
Jalkaväkidivisioona,infantry,0,0
Jalkaväkidivisioona,infantry,0,1
Jalkaväkidivisioona,infantry,0,2
Jalkaväkidivisioona,infantry,1,0
Jalkaväkidivisioona,infantry,1,1
Jalkaväkidivisioona,infantry,1,2
Erillinen Prikaati,infantry,0,0
Erillinen Prikaati,infantry,0,1
Erillinen Prikaati,infantry,0,2
Ratsuväkiprikaati,cavalry,0,0
Ratsuväkiprikaati,cavalry,1,0
Division d'Infanterie,infantry,0,0
Division d'Infanterie,infantry,0,1
Division d'Infanterie,infantry,0,2
Division d'Infanterie,infantry,1,0
Division d'Infanterie,infantry,1,1
Division d'Infanterie,infantry,1,2
Division d'Infanterie,infantry,2,0
Division d'Infanterie,infantry,2,1
Division d'Infanterie,infantry,2,2
Division Coloniale,infantry,0,0
Division Coloniale,infantry,0,1
Division Coloniale,infantry,0,2
Division Coloniale,infantry,1,0
Division Coloniale,infantry,1,1
Division Coloniale,infantry,1,2
Division Coloniale,infantry,2,0
Division Coloniale,infantry,2,1
Division Coloniale,infantry,2,2
Division d'Infanterie Motorisée,motorized,0,0
Division d'Infanterie Motorisée,motorized,0,1
Division d'Infanterie Motorisée,motorized,0,2
Division d'Infanterie Motorisée,motorized,1,0
Division d'Infanterie Motorisée,motorized,1,1
Division d'Infanterie Motorisée,motorized,1,2
Division d'Infanterie Motorisée,motorized,2,0
Division d'Infanterie Motorisée,motorized,2,1
Division d'Infanterie Motorisée,motorized,2,2
Division d'Infanterie Alpine,mountaineers,0,0
Division d'Infanterie Alpine,mountaineers,0,1
Division d'Infanterie Alpine,mountaineers,0,2
Division d'Infanterie Alpine,mountaineers,1,0
Division d'Infanterie Alpine,mountaineers,1,1
Division d'Infanterie Alpine,mountaineers,1,2
Division d'Infanterie Alpine,mountaineers,2,0
Division d'Infanterie Alpine,mountaineers,2,1
Division d'Infanterie Alpine,mountaineers,2,2
Division d'Infanterie Alpine,mountaineers,3,0
Division d'Infanterie Alpine,mountaineers,3,1
Division d'Infanterie Alpine,mountaineers,3,2
Division de Cavalerie,cavalry,0,0
Division de Cavalerie,cavalry,0,1
Division de Cavalerie,cavalry,1,0
Division de Cavalerie,cavalry,1,1
Division Légère Mécanique,light_armor,0,0
Division Légère Mécanique,light_armor,0,1
Division Légère Mécanique,motorized,1,0
Division Légère Mécanique,motorized,1,1
Division Légère Mécanique,motorized,1,2
Division Légère Mécanique,motorized,1,3
Brigade de Chars de Combat,light_armor,0,0
Brigade de Chars de Combat,light_armor,0,1
Brigade de Chars de Combat,light_armor,1,0
Brigade de Chars de Combat,light_armor,1,1
Brigade Coloniale,infantry,0,0
Brigade Coloniale,infantry,0,1
Brigade Coloniale,infantry,0,2
Brigade Coloniale,infantry,1,0
Brigade Coloniale,infantry,1,1
Brigade Coloniale,infantry,1,2
Division d'Infanterie,infantry,0,0
Division d'Infanterie,infantry,0,1
Division d'Infanterie,infantry,0,2
Division d'Infanterie,infantry,1,0
Division d'Infanterie,infantry,1,1
Division d'Infanterie,infantry,1,2
Division d'Infanterie,infantry,2,0
Division d'Infanterie,infantry,2,1
Division d'Infanterie,infantry,2,2
Division Coloniale,infantry,0,0
Division Coloniale,infantry,0,1
Division Coloniale,infantry,0,2
Division Coloniale,infantry,1,0
Division Coloniale,infantry,1,1
Division Coloniale,infantry,1,2
Division Coloniale,infantry,2,0
Division Coloniale,infantry,2,1
Division Coloniale,infantry,2,2
Division d'Infanterie Motorisée,motorized,0,0
Division d'Infanterie Motorisée,motorized,0,1
Division d'Infanterie Motorisée,motorized,0,2
Division d'Infanterie Motorisée,motorized,1,0
Division d'Infanterie Motorisée,motorized,1,1
Division d'Infanterie Motorisée,motorized,1,2
Division d'Infanterie Motorisée,motorized,2,0
Division d'Infanterie Motorisée,motorized,2,1
Division d'Infanterie Motorisée,motorized,2,2
Division d'Infanterie Alpine,mountaineers,0,0
Division d'Infanterie Alpine,mountaineers,0,1
Division d'Infanterie Alpine,mountaineers,0,2
Division d'Infanterie Alpine,mountaineers,1,0
Division d'Infanterie Alpine,mountaineers,1,1
Division d'Infanterie Alpine,mountaineers,1,2
Division d'Infanterie Alpine,mountaineers,2,0
Division d'Infanterie Alpine,mountaineers,2,1
Division d'Infanterie Alpine,mountaineers,2,2
Division d'Infanterie Alpine,mountaineers,3,0
Division d'Infanterie Alpine,mountaineers,3,1
Division d'Infanterie Alpine,mountaineers,3,2
Division de Cavalerie,cavalry,0,0
Division de Cavalerie,cavalry,0,1
Division de Cavalerie,cavalry,1,0
Division de Cavalerie,cavalry,1,1
Division Légère Mécanique,light_armor,0,0
Division Légère Mécanique,light_armor,0,1
Division Légère Mécanique,motorized,1,0
Division Légère Mécanique,motorized,1,1
Division Légère Mécanique,motorized,1,2
Division Légère Mécanique,motorized,1,3
Brigade de Chars de Combat,light_armor,0,0
Brigade de Chars de Combat,light_armor,0,1
Brigade de Chars de Combat,light_armor,1,0
Brigade de Chars de Combat,light_armor,1,1
Brigade Coloniale,infantry,0,0
Brigade Coloniale,infantry,0,1
Brigade Coloniale,infantry,0,2
Brigade Coloniale,infantry,1,0
Brigade Coloniale,infantry,1,1
Brigade Coloniale,infantry,1,2
Division d'Infanterie,infantry,0,0
Division d'Infanterie,infantry,0,1
Division d'Infanterie,infantry,0,2
Division d'Infanterie,infantry,1,0
Division d'Infanterie,infantry,1,1
Division d'Infanterie,infantry,1,2
Division d'Infanterie,infantry,2,0
Division d'Infanterie,infantry,2,1
Division d'Infanterie,infantry,2,2
Division Coloniale,infantry,0,0
Division Coloniale,infantry,0,1
Division Coloniale,infantry,0,2
Division Coloniale,infantry,1,0
Division Coloniale,infantry,1,1
Division Coloniale,infantry,1,2
Division Coloniale,infantry,2,0
Division Coloniale,infantry,2,1
Division Coloniale,infantry,2,2
Division Forteresse,infantry,0,0
Division Forteresse,infantry,0,1
Division Forteresse,infantry,0,2
Division Forteresse,infantry,1,0
Division Forteresse,infantry,1,1
Division Forteresse,infantry,1,2
Division Forteresse,infantry,2,0
Division Forteresse,infantry,2,1
Division Forteresse,infantry,2,2
Division d'Infanterie Alpine,mountaineers,0,0
Division d'Infanterie Alpine,mountaineers,0,1
Division d'Infanterie Alpine,mountaineers,0,2
Division d'Infanterie Alpine,mountaineers,1,0
Division d'Infanterie Alpine,mountaineers,1,1
Division d'Infanterie Alpine,mountaineers,1,2
Division d'Infanterie Alpine,mountaineers,2,0
Division d'Infanterie Alpine,mountaineers,2,1
Division d'Infanterie Alpine,mountaineers,2,2
Division d'Infanterie Motorisée,motorized,0,0
Division d'Infanterie Motorisée,motorized,0,1
Division d'Infanterie Motorisée,motorized,0,2
Division d'Infanterie Motorisée,motorized,1,0
Division d'Infanterie Motorisée,motorized,1,1
Division d'Infanterie Motorisée,motorized,1,2
Division d'Infanterie Motorisée,motorized,2,0
Division d'Infanterie Motorisée,motorized,2,1
Division d'Infanterie Motorisée,motorized,2,2
Division de Cavalerie,cavalry,0,0
Division de Cavalerie,cavalry,0,1
Division de Cavalerie,cavalry,1,0
Division de Cavalerie,cavalry,1,1
Division Légère Mécanique,medium_armor,0,0
Division Légère Mécanique,light_armor,0,1
Division Légère Mécanique,medium_armor,1,0
Division Légère Mécanique,light_armor,1,1
Division Légère Mécanique,motorized,2,0
Division Légère Mécanique,motorized,2,1
Division Légère Mécanique,motorized,2,2
Brigade de Chars de Combat,light_armor,0,0
Brigade de Chars de Combat,light_armor,0,1
Brigade de Chars de Combat,light_armor,1,0
Brigade de Chars de Combat,light_armor,1,1
Brigade Cuirassée,heavy_armor,0,0
Brigade Cuirassée,heavy_armor,0,1
Brigade Coloniale,infantry,0,0
Brigade Coloniale,infantry,0,1
Brigade Coloniale,infantry,1,0
Brigade Coloniale,infantry,1,1
Division d'Infanterie,infantry,0,0
Division d'Infanterie,infantry,0,1
Division d'Infanterie,infantry,0,2
Division d'Infanterie,infantry,1,0
Division d'Infanterie,infantry,1,1
Division d'Infanterie,infantry,1,2
Division d'Infanterie,infantry,2,0
Division d'Infanterie,infantry,2,1
Division d'Infanterie,infantry,2,2
Division Coloniale,infantry,0,0
Division Coloniale,infantry,0,1
Division Coloniale,infantry,0,2
Division Coloniale,infantry,1,0
Division Coloniale,infantry,1,1
Division Coloniale,infantry,1,2
Division Coloniale,infantry,2,0
Division Coloniale,infantry,2,1
Division Coloniale,infantry,2,2
Division Forteresse,infantry,0,0
Division Forteresse,infantry,0,1
Division Forteresse,infantry,0,2
Division Forteresse,infantry,1,0
Division Forteresse,infantry,1,1
Division Forteresse,infantry,1,2
Division Forteresse,infantry,2,0
Division Forteresse,infantry,2,1
Division Forteresse,infantry,2,2
Division d'Infanterie Alpine,mountaineers,0,0
Division d'Infanterie Alpine,mountaineers,0,1
Division d'Infanterie Alpine,mountaineers,0,2
Division d'Infanterie Alpine,mountaineers,1,0
Division d'Infanterie Alpine,mountaineers,1,1
Division d'Infanterie Alpine,mountaineers,1,2
Division d'Infanterie Alpine,mountaineers,2,0
Division d'Infanterie Alpine,mountaineers,2,1
Division d'Infanterie Alpine,mountaineers,2,2
Division d'Infanterie Motorisée,motorized,0,0
Division d'Infanterie Motorisée,motorized,0,1
Division d'Infanterie Motorisée,motorized,0,2
Division d'Infanterie Motorisée,motorized,1,0
Division d'Infanterie Motorisée,motorized,1,1
Division d'Infanterie Motorisée,motorized,1,2
Division d'Infanterie Motorisée,motorized,2,0
Division d'Infanterie Motorisée,motorized,2,1
Division d'Infanterie Motorisée,motorized,2,2
Division de Cavalerie,cavalry,0,0
Division de Cavalerie,cavalry,0,1
Division de Cavalerie,cavalry,1,0
Division de Cavalerie,cavalry,1,1
Division Légère Mécanique,medium_armor,0,0
Division Légère Mécanique,light_armor,0,1
Division Légère Mécanique,medium_armor,1,0
Division Légère Mécanique,light_armor,1,1
Division Légère Mécanique,motorized,2,0
Division Légère Mécanique,motorized,2,1
Division Légère Mécanique,motorized,2,2
Brigade de Chars de Combat,light_armor,0,0
Brigade de Chars de Combat,light_armor,0,1
Brigade de Chars de Combat,light_armor,1,0
Brigade de Chars de Combat,light_armor,1,1
Brigade Cuirassée,heavy_armor,0,0
Brigade Cuirassée,heavy_armor,0,1
Brigade Coloniale,infantry,0,0
Brigade Coloniale,infantry,0,1
Brigade Coloniale,infantry,1,0
Brigade Coloniale,infantry,1,1
Juntuán,infantry,0,0
Juntuán,infantry,0,1
Juntuán,infantry,1,0
Juntuán,infantry,1,1
Sanjiao Jun,infantry,0,0
Sanjiao Jun,infantry,0,1
Sanjiao Jun,infantry,1,0
Sanjiao Jun,infantry,1,1
Sanjiao Jun,infantry,2,0
Sanjiao Jun,infantry,2,1
Infanterie-Division,infantry,0,0
Infanterie-Division,infantry,0,1
Infanterie-Division,infantry,0,2
Infanterie-Division,infantry,1,0
Infanterie-Division,infantry,1,1
Infanterie-Division,infantry,1,2
Infanterie-Division,infantry,2,0
Infanterie-Division,infantry,2,1
Infanterie-Division,infantry,2,2
Panzer-Division,light_armor,0,0
Panzer-Division,light_armor,0,1
Panzer-Division,light_armor,1,0
Panzer-Division,light_armor,1,1
Panzer-Division,motorized,2,0
Panzer-Division,motorized,2,1
Infanterie-Division (mot.),motorized,0,0
Infanterie-Division (mot.),motorized,0,1
Infanterie-Division (mot.),motorized,0,2
Infanterie-Division (mot.),motorized,1,0
Infanterie-Division (mot.),motorized,1,1
Infanterie-Division (mot.),motorized,1,2
Infanterie-Division (mot.),motorized,2,0
Infanterie-Division (mot.),motorized,2,1
Infanterie-Division (mot.),motorized,2,2
Gebirgs-Brigade,mountaineers,0,0
Gebirgs-Brigade,mountaineers,0,1
Gebirgs-Brigade,mountaineers,0,2
Gebirgs-Brigade,mountaineers,1,0
Gebirgs-Brigade,mountaineers,1,1
Gebirgs-Brigade,mountaineers,1,2
Kavallerie-Brigade,cavalry,0,0
Kavallerie-Brigade,cavalry,0,1
Kavallerie-Brigade,cavalry,1,0
Kavallerie-Brigade,cavalry,1,1
Infanterie-Division,infantry,0,0
