trait_token,owner_key,owner_type,trait_type,name,icon,special_trait_background,position_x,position_y,relative_position_id
generic_mio_trait_twin_tail,generic_medium_aircraft_organization,template,trait,generic_mio_trait_twin_tail,GFX_generic_mio_trait_icon_air_agility,,2,0,generic_mio_trait_mixed_material_construction
generic_mio_trait_reinforced_wing_braces,generic_medium_aircraft_organization,template,trait,generic_mio_trait_reinforced_wing_braces,GFX_generic_mio_trait_icon_air_ground_attack,,2,0,generic_mio_trait_twin_tail
generic_mio_trait_expanded_cockpit,generic_medium_aircraft_organization,template,trait,generic_mio_trait_expanded_cockpit,GFX_generic_mio_department_icon_plane_medium_combat,,0,1,generic_mio_trait_twin_tail
generic_mio_trait_metal_nose_replacement,generic_medium_aircraft_organization,template,trait,generic_mio_trait_metal_nose_replacement,GFX_generic_mio_trait_icon_defense,,0,1,generic_mio_trait_reinforced_wing_braces
generic_mio_trait_extra_machine_guns,generic_medium_aircraft_organization,template,trait,generic_mio_trait_extra_machine_guns,GFX_generic_mio_department_icon_plane_medium_combat,,1,2,generic_mio_trait_reinforced_wing_braces
generic_mio_trait_streamlined_fuselage,generic_medium_aircraft_organization,template,trait,generic_mio_trait_streamlined_fuselage,GFX_generic_mio_trait_icon_maximum_speed,,1,2,generic_mio_trait_expanded_cockpit
generic_mio_trait_adaptable_build,generic_medium_aircraft_organization,template,trait,generic_mio_trait_adaptable_build,GFX_generic_mio_department_icon_plane_medium_engine,,,,generic_mio_trait_streamlined_fuselage
generic_mio_trait_heavy_fighter_specialization,generic_medium_aircraft_organization,template,trait,generic_mio_trait_heavy_fighter_specialization,GFX_generic_mio_department_icon_plane_medium_quality,,0,1,generic_mio_trait_streamlined_fuselage
generic_mio_trait_tactical_bomber_specialization,generic_medium_aircraft_organization,template,trait,generic_mio_trait_tactical_bomber_specialization,GFX_generic_mio_department_icon_plane_medium_combat,,2,1,generic_mio_trait_streamlined_fuselage
generic_mio_trait_skip_bombing,generic_medium_aircraft_organization,template,trait,generic_mio_trait_skip_bombing,GFX_generic_mio_trait_icon_torpedo_attack,,2,0,generic_mio_trait_reinforced_wing_braces
generic_mio_trait_high_frequency_direction_finding,generic_medium_aircraft_organization,template,trait,generic_mio_trait_high_frequency_direction_finding,GFX_generic_mio_trait_icon_sub_detection,,0,2,generic_mio_trait_skip_bombing
generic_mio_trait_reinforced_frames,generic_heavy_aircraft_organization,template,trait,generic_mio_trait_reinforced_frames,GFX_generic_mio_trait_icon_defense,,2,0,
generic_mio_trait_standardized_alloys,generic_heavy_aircraft_organization,template,trait,generic_mio_trait_standardized_alloys,GFX_generic_mio_trait_icon_resources,,0,1,generic_mio_trait_reinforced_frames
generic_mio_trait_transport_conversions,generic_heavy_aircraft_organization,template,trait,generic_mio_trait_transport_conversions,GFX_generic_mio_department_icon_air_transport_production,,,,generic_mio_trait_standardized_alloys
generic_mio_trait_drop_hammer_alloy_straining,generic_heavy_aircraft_organization,template,trait,generic_mio_trait_drop_hammer_alloy_straining,GFX_generic_mio_trait_icon_reliability,,0,1,generic_mio_trait_standardized_alloys
generic_mio_trait_refined_secondary_aluminium,generic_heavy_aircraft_organization,template,trait,generic_mio_trait_refined_secondary_aluminium,GFX_generic_mio_trait_icon_resources,,,,generic_mio_trait_drop_hammer_alloy_straining
generic_mio_trait_high_quality_aluminium_alloys,generic_heavy_aircraft_organization,template,trait,generic_mio_trait_high_quality_aluminium_alloys,GFX_generic_mio_trait_icon_air_agility,,1,2,generic_mio_trait_drop_hammer_alloy_straining
generic_mio_trait_pressurized_cockpit,generic_heavy_aircraft_organization,template,trait,generic_mio_trait_pressurized_cockpit,GFX_generic_mio_trait_icon_naval_range,,3,1,generic_mio_trait_reinforced_frames
generic_mio_trait_advanced_turbochargers,generic_heavy_aircraft_organization,template,trait,generic_mio_trait_advanced_turbochargers,GFX_generic_mio_trait_icon_air_agility,,0,2,generic_mio_trait_pressurized_cockpit
generic_mio_trait_extended_rear_fuselage,generic_heavy_aircraft_organization,template,trait,generic_mio_trait_extended_rear_fuselage,GFX_generic_mio_trait_icon_strategic_attack,,6,0,generic_mio_trait_reinforced_frames
generic_mio_trait_auto_levelled_bombsights,generic_heavy_aircraft_organization,template,trait,generic_mio_trait_auto_levelled_bombsights,GFX_generic_mio_trait_icon_strategic_attack,,,,generic_mio_trait_extended_rear_fuselage
generic_mio_trait_air_deployed_sonobuoys,generic_heavy_aircraft_organization,template,trait,generic_mio_trait_air_deployed_sonobuoys,GFX_generic_mio_trait_icon_detection,,1,1,generic_mio_trait_extended_rear_fuselage
generic_mio_trait_cockpit_controlled_remote_gun_turrets,generic_heavy_aircraft_organization,template,trait,generic_mio_trait_cockpit_controlled_remote_gun_turrets,GFX_generic_mio_trait_icon_anti_air_attack,,1,1,generic_mio_trait_auto_levelled_bombsights
generic_mio_trait_flying_fortress,generic_heavy_aircraft_organization,template,trait,generic_mio_trait_flying_fortress,GFX_generic_mio_department_icon_plane_general_engine,,,,generic_mio_trait_cockpit_controlled_remote_gun_turrets
generic_mio_trait_advanced_instruments,generic_heavy_aircraft_organization,template,trait,generic_mio_trait_advanced_instruments,GFX_generic_mio_trait_icon_strategic_attack,,1,2,generic_mio_trait_cockpit_controlled_remote_gun_turrets
generic_mio_trait_selectional_construction,generic_cas_aircraft_organization,template,trait,generic_mio_trait_selectional_construction,GFX_generic_mio_department_icon_plane_cas_line_efficiency,,0,0,
generic_mio_trait_low_altitude_attacks,generic_cas_aircraft_organization,template,trait,generic_mio_trait_low_altitude_attacks,GFX_generic_mio_trait_icon_defense,,2,0,generic_mio_trait_selectional_construction
generic_mio_trait_canopies_and_firewalls,generic_cas_aircraft_organization,template,trait,generic_mio_trait_canopies_and_firewalls,GFX_generic_mio_trait_icon_reliability,,1,0,generic_mio_trait_selectional_construction
generic_mio_trait_automatic_pull_out,generic_cas_aircraft_organization,template,trait,generic_mio_trait_automatic_pull_out,GFX_generic_mio_trait_icon_air_ground_attack,,1,1,generic_mio_trait_canopies_and_firewalls
generic_mio_trait_integrated_armor_designs,generic_cas_aircraft_organization,template,trait,generic_mio_trait_integrated_armor_designs,GFX_generic_mio_trait_icon_defense,,0,2,generic_mio_trait_canopies_and_firewalls
generic_mio_trait_gull_wings,generic_cas_aircraft_organization,template,trait,generic_mio_trait_gull_wings,GFX_generic_mio_trait_icon_air_ground_attack,,2,0,generic_mio_trait_low_altitude_attacks
generic_mio_trait_reinforced_wings,generic_cas_aircraft_organization,template,trait,generic_mio_trait_reinforced_wings,GFX_generic_mio_department_icon_plane_cas_combat,,2,0,generic_mio_trait_gull_wings
generic_mio_trait_heavily_armed_aircraft,generic_cas_aircraft_organization,template,trait,generic_mio_trait_heavily_armed_aircraft,GFX_generic_mio_department_icon_plane_cas_combat,,1,1,generic_mio_trait_gull_wings
generic_mio_trait_air_brakes,generic_cas_aircraft_organization,template,trait,generic_mio_trait_air_brakes,GFX_generic_mio_trait_icon_air_ground_attack,,0,2,generic_mio_trait_gull_wings
generic_mio_trait_wingborne_fuel_tanks,generic_cas_aircraft_organization,template,trait,generic_mio_trait_wingborne_fuel_tanks,GFX_generic_mio_trait_icon_naval_range,,0,2,generic_mio_trait_reinforced_wings
generic_mio_trait_bombs,generic_cas_aircraft_organization,template,trait,generic_mio_trait_bombs,GFX_generic_mio_trait_icon_air_ground_attack,,0,2,generic_mio_trait_air_brakes
generic_mio_trait_rockets,generic_cas_aircraft_organization,template,trait,generic_mio_trait_rockets,GFX_generic_mio_department_icon_plane_cas_combat,,0,2,generic_mio_trait_wingborne_fuel_tanks
generic_mio_heat_bombs,generic_cas_aircraft_organization,template,trait,generic_mio_heat_bombs,GFX_generic_mio_trait_icon_air_ground_attack,,1,0,generic_mio_trait_reinforced_wings
generic_mio_cluster_bombs,generic_cas_aircraft_organization,template,trait,generic_mio_cluster_bombs,GFX_generic_mio_trait_icon_air_ground_attack,,0,2,generic_mio_heat_bombs
generic_mio_trait_navigation_equipment,generic_naval_aircraft_organization,template,trait,generic_mio_trait_navigation_equipment,GFX_generic_mio_trait_icon_reliability,,4,0,
generic_mio_trait_patrol_fuel_tanks,generic_naval_aircraft_organization,template,trait,generic_mio_trait_patrol_fuel_tanks,GFX_generic_mio_trait_icon_naval_range,,,,generic_mio_trait_navigation_equipment
generic_mio_trait_internal_torpedo_mountings,generic_naval_aircraft_organization,template,trait,generic_mio_trait_internal_torpedo_mountings,GFX_generic_mio_trait_icon_maximum_speed,,2,0,generic_mio_trait_patrol_fuel_tanks
generic_mio_trait_high_speed_torpedo_release,generic_naval_aircraft_organization,template,trait,generic_mio_trait_high_speed_torpedo_release,GFX_generic_mio_trait_icon_surface_detection,,1,1,generic_mio_trait_patrol_fuel_tanks
generic_mio_trait_reinforced_fuselage,generic_naval_aircraft_organization,template,trait,generic_mio_trait_reinforced_fuselage,GFX_generic_mio_trait_icon_reliability,,0,1,generic_mio_trait_navigation_equipment
generic_mio_agility_wing_design,generic_naval_aircraft_organization,template,trait,generic_mio_agility_wing_design,GFX_generic_mio_trait_icon_air_agility,,,,generic_mio_trait_reinforced_fuselage
generic_mio_strength_wing_design,generic_naval_aircraft_organization,template,trait,generic_mio_strength_wing_design,GFX_generic_mio_trait_icon_defense,,1,1,generic_mio_trait_reinforced_fuselage
generic_mio_high_capacity_ammunition_stores,generic_naval_aircraft_organization,template,trait,generic_mio_high_capacity_ammunition_stores,GFX_generic_mio_trait_icon_anti_air_attack,,0,2,generic_mio_agility_wing_design
generic_mio_larger_bomb_loads,generic_naval_aircraft_organization,template,trait,generic_mio_larger_bomb_loads,GFX_generic_mio_trait_icon_air_ground_attack,,0,2,generic_mio_strength_wing_design
generic_mio_air_cooled_engines,generic_naval_aircraft_organization,template,trait,generic_mio_air_cooled_engines,GFX_generic_mio_trait_icon_reliability,,3,1,generic_mio_trait_navigation_equipment
generic_mio_multi_stage_super_charger,generic_naval_aircraft_organization,template,trait,generic_mio_multi_stage_super_charger,GFX_generic_mio_trait_icon_maximum_speed,,0,1,generic_mio_air_cooled_engines
generic_mio_water_injection,generic_naval_aircraft_organization,template,trait,generic_mio_water_injection,GFX_generic_mio_trait_icon_fuel_consumption,,0,1,generic_mio_multi_stage_super_charger
generic_mio_advanced_materials,generic_naval_aircraft_organization,template,trait,generic_mio_advanced_materials,GFX_generic_mio_trait_icon_build_cost_ic,,0,1,generic_mio_water_injection
generic_mio_trait_armored_cockpit,generic_multi_role_aircraft_organization,template,trait,generic_mio_trait_armored_cockpit,GFX_generic_mio_trait_icon_reliability,,3,0,
generic_mio_trait_escort_designs,generic_multi_role_aircraft_organization,template,trait,generic_mio_trait_escort_designs,GFX_generic_mio_trait_icon_naval_range,,3,0,generic_mio_trait_armored_cockpit
generic_mio_trait_light_airframe,generic_multi_role_aircraft_organization,template,trait,generic_mio_trait_light_airframe,GFX_generic_mio_department_icon_plane_light_line_efficiency,,0,1,generic_mio_trait_armored_cockpit
generic_mio_trait_medium_airframe,generic_multi_role_aircraft_organization,template,trait,generic_mio_trait_medium_airframe,GFX_generic_mio_department_icon_plane_medium_line_efficiency,,0,1,generic_mio_trait_escort_designs
generic_mio_trait_hardened_frames,generic_multi_role_aircraft_organization,template,trait,generic_mio_trait_hardened_frames,GFX_generic_mio_trait_icon_defense,,,,generic_mio_trait_light_airframe
generic_mio_trait_belly_shackles,generic_multi_role_aircraft_organization,template,trait,generic_mio_trait_belly_shackles,GFX_generic_mio_department_icon_plane_light_combat,,1,0,generic_mio_trait_hardened_frames
generic_mio_trait_oversized_propeller,generic_multi_role_aircraft_organization,template,trait,generic_mio_trait_oversized_propeller,GFX_generic_mio_trait_icon_maximum_speed,,0,2,generic_mio_trait_light_airframe
generic_mio_trait_variable_pitch_propellers,generic_multi_role_aircraft_organization,template,trait,generic_mio_trait_variable_pitch_propellers,GFX_generic_mio_trait_icon_air_agility,,0,2,generic_mio_trait_medium_airframe
generic_mio_trait_upgraded_air_air_weapons,generic_multi_role_aircraft_organization,template,trait,generic_mio_trait_upgraded_air_air_weapons,GFX_generic_mio_trait_icon_anti_air_attack,,1,1,generic_mio_trait_medium_airframe
generic_mio_trait_reinforced_wing_hardpoints,generic_multi_role_aircraft_organization,template,trait,generic_mio_trait_reinforced_wing_hardpoints,GFX_generic_mio_department_icon_plane_medium_combat,,1,0,generic_mio_trait_upgraded_air_air_weapons
generic_mio_trait_transport_duties,generic_multi_role_aircraft_organization,template,trait,generic_mio_trait_transport_duties,GFX_generic_mio_department_icon_plane_general_production,,1,0,generic_mio_trait_reinforced_wing_hardpoints
generic_mio_trait_upgraded_engines,generic_multi_role_aircraft_organization,template,trait,generic_mio_trait_upgraded_engines,GFX_generic_mio_department_icon_plane_general_engine,,1,1,generic_mio_trait_light_airframe
generic_mio_trait_not_enough_guns_never_enough_guns,generic_multi_role_aircraft_organization,template,trait,generic_mio_trait_not_enough_guns_never_enough_guns,GFX_generic_mio_department_icon_plane_general_combat,,1,0,generic_mio_trait_upgraded_engines
generic_mio_trait_lengthened_wings,generic_multi_role_aircraft_organization,template,trait,generic_mio_trait_lengthened_wings,GFX_generic_mio_trait_icon_naval_range,,0,1,generic_mio_trait_upgraded_engines
generic_mio_trait_bubble_canopy,generic_multi_role_aircraft_organization,template,trait,generic_mio_trait_bubble_canopy,GFX_generic_mio_trait_icon_defense,,0,1,generic_mio_trait_not_enough_guns_never_enough_guns
generic_mio_trait_fighter_specialization,generic_multi_role_aircraft_organization,template,trait,generic_mio_trait_fighter_specialization,GFX_generic_mio_department_icon_plane_general_engine,,,,generic_mio_trait_lengthened_wings
generic_mio_trait_bomber_specialization,generic_multi_role_aircraft_organization,template,trait,generic_mio_trait_bomber_specialization,GFX_generic_mio_department_icon_plane_general_combat,,1,1,generic_mio_trait_bubble_canopy
generic_mio_trait_fabric_skin,generic_high_agility_fighter_aircraft_organization,template,trait,generic_mio_trait_fabric_skin,GFX_generic_mio_department_icon_plane_general_production,,0,0,
generic_mio_trait_metal_skin,generic_high_agility_fighter_aircraft_organization,template,trait,generic_mio_trait_metal_skin,GFX_generic_mio_trait_icon_defense,,2,0,generic_mio_trait_fabric_skin
generic_mio_trait_bigger_engines,generic_high_agility_fighter_aircraft_organization,template,trait,generic_mio_trait_bigger_engines,GFX_generic_mio_trait_icon_maximum_speed,,3,0,generic_mio_trait_fabric_skin
generic_mio_trait_high_octane_fuels,generic_high_agility_fighter_aircraft_organization,template,trait,generic_mio_trait_high_octane_fuels,GFX_generic_mio_trait_icon_maximum_speed,,1,2,generic_mio_trait_bigger_engines
generic_mio_trait_fuel_injection_engines,generic_high_agility_fighter_aircraft_organization,template,trait,generic_mio_trait_fuel_injection_engines,GFX_generic_mio_trait_icon_air_agility,,0,3,generic_mio_trait_bigger_engines
generic_mio_trait_subsidiary_suppliers,generic_high_agility_fighter_aircraft_organization,template,trait,generic_mio_trait_subsidiary_suppliers,GFX_generic_mio_department_icon_plane_fighter_technology,,0,1,generic_mio_trait_fuel_injection_engines
generic_mio_trait_cantilever_wing_structure,generic_high_agility_fighter_aircraft_organization,template,trait,generic_mio_trait_cantilever_wing_structure,GFX_generic_mio_trait_icon_air_agility,,2,0,generic_mio_trait_bigger_engines
generic_mio_trait_minimum_weapon_requirements,generic_high_agility_fighter_aircraft_organization,template,trait,generic_mio_trait_minimum_weapon_requirements,GFX_generic_mio_trait_icon_anti_air_attack,,2,0,generic_mio_trait_cantilever_wing_structure
generic_mio_trait_shortened_wings,generic_high_agility_fighter_aircraft_organization,template,trait,generic_mio_trait_shortened_wings,GFX_generic_mio_trait_icon_reliability,,1,1,generic_mio_trait_cantilever_wing_structure
generic_mio_trait_interceptor,generic_high_agility_fighter_aircraft_organization,template,trait,generic_mio_trait_interceptor,GFX_generic_mio_trait_icon_anti_air_attack,,,,generic_mio_trait_shortened_wings
generic_mio_trait_gunboat,generic_high_agility_fighter_aircraft_organization,template,trait,generic_mio_trait_gunboat,GFX_generic_mio_trait_icon_air_ground_attack,,1,1,generic_mio_trait_shortened_wings
generic_mio_trait_stiffened_wings,generic_high_agility_fighter_aircraft_organization,template,trait,generic_mio_trait_stiffened_wings,GFX_generic_mio_trait_icon_air_agility,,1,1,generic_mio_trait_interceptor
generic_mio_trait_fighter_interceptors,generic_high_agility_fighter_aircraft_organization,template,trait,generic_mio_trait_fighter_interceptors,GFX_generic_mio_department_icon_plane_fighter_combat,,0,1,generic_mio_trait_stiffened_wings
generic_mio_trait_large_rudders_and_flaps,generic_range_focused_aircraft_organization,template,trait,generic_mio_trait_large_rudders_and_flaps,GFX_generic_mio_trait_icon_air_agility,,3,0,
generic_mio_trait_variable_dihedral,generic_range_focused_aircraft_organization,template,trait,generic_mio_trait_variable_dihedral,GFX_generic_mio_department_icon_plane_medium_engine,,5,0,
generic_mio_trait_high_capacity_ammunition,generic_range_focused_aircraft_organization,template,trait,generic_mio_trait_high_capacity_ammunition,GFX_generic_mio_trait_icon_anti_air_attack,,7,0,
generic_mio_trait_extra_cargo_doors,generic_range_focused_aircraft_organization,template,trait,generic_mio_trait_extra_cargo_doors,GFX_generic_mio_department_icon_air_transport_production,,9,0,
generic_mio_trait_improved_air_frame_strength,generic_range_focused_aircraft_organization,template,trait,generic_mio_trait_improved_air_frame_strength,GFX_generic_mio_trait_icon_naval_range,,6,1,
generic_mio_trait_glider_hook_modifications,generic_range_focused_aircraft_organization,template,trait,generic_mio_trait_glider_hook_modifications,GFX_generic_mio_trait_icon_naval_range,,0,1,generic_mio_trait_extra_cargo_doors
generic_mio_trait_advanced_production_techniques,generic_range_focused_aircraft_organization,template,trait,generic_mio_trait_advanced_production_techniques,GFX_generic_mio_department_icon_plane_general_production,,1,2,
generic_mio_trait_low_drag_wings,generic_range_focused_aircraft_organization,template,trait,generic_mio_trait_low_drag_wings,GFX_generic_mio_trait_icon_maximum_speed,,5,2,
generic_mio_trait_strafing_techniques,generic_range_focused_aircraft_organization,template,trait,generic_mio_trait_strafing_techniques,GFX_generic_mio_trait_icon_air_ground_attack,,7,2,
generic_mio_trait_long_range_modifications,generic_range_focused_aircraft_organization,template,trait,generic_mio_trait_long_range_modifications,GFX_generic_mio_trait_icon_naval_range,,4,3,
generic_mio_trait_anti_interception_tactics,generic_range_focused_aircraft_organization,template,trait,generic_mio_trait_anti_interception_tactics,GFX_generic_mio_trait_icon_maximum_speed,,6,3,
generic_mio_trait_high_explosive_payload,generic_range_focused_aircraft_organization,template,trait,generic_mio_trait_high_explosive_payload,GFX_generic_mio_department_icon_plane_medium_combat,,8,3,
generic_mio_trait_long_range_fighters,generic_range_focused_aircraft_organization,template,trait,generic_mio_trait_long_range_fighters,GFX_generic_mio_department_icon_plane_light_engine,,3,4,
generic_mio_trait_heavy_fighters,generic_range_focused_aircraft_organization,template,trait,generic_mio_trait_heavy_fighters,GFX_generic_mio_trait_icon_anti_air_attack,,5,4,
generic_mio_trait_tactical_bombers,generic_range_focused_aircraft_organization,template,trait,generic_mio_trait_tactical_bombers,GFX_generic_mio_trait_icon_strategic_attack,,7,4,
generic_mio_trait_mobile_limbers,generic_artillery_organization,template,trait,generic_mio_trait_mobile_limbers,GFX_generic_mio_trait_icon_breakthrough,,0,0,
generic_mio_trait_stable_platforms,generic_artillery_organization,template,trait,generic_mio_trait_stable_platforms,GFX_generic_mio_trait_icon_defense,,2,0,generic_mio_trait_mobile_limbers
generic_mio_trait_improved_hydraulic_recoil_system,generic_artillery_organization,template,trait,generic_mio_trait_improved_hydraulic_recoil_system,GFX_generic_mio_trait_icon_reliability,,1,1,generic_mio_trait_mobile_limbers
generic_mio_trait_improved_direct_fire_targeting,generic_artillery_organization,template,trait,generic_mio_trait_improved_direct_fire_targeting,GFX_generic_mio_department_icon_anti_tank,,,,generic_mio_trait_improved_hydraulic_recoil_system
generic_mio_trait_advanced_anti_air_targeting,generic_artillery_organization,template,trait,generic_mio_trait_advanced_anti_air_targeting,GFX_generic_mio_department_icon_anti_air,,1,0,generic_mio_trait_improved_direct_fire_targeting
generic_mio_trait_advanced_trajectory_calculations,generic_artillery_organization,template,trait,generic_mio_trait_advanced_trajectory_calculations,GFX_generic_mio_department_icon_artillery,,2,0,generic_mio_trait_improved_direct_fire_targeting
generic_mio_trait_sliding_breech_block,generic_artillery_organization,template,trait,generic_mio_trait_sliding_breech_block,GFX_generic_mio_trait_icon_soft_attack,,0,2,generic_mio_trait_rapid_fire
generic_mio_trait_rapid_fire,generic_artillery_organization,template,trait,generic_mio_trait_rapid_fire,GFX_generic_mio_department_icon_tank_general_weapons,,4,0,generic_mio_trait_mobile_limbers
generic_mio_trait_advanced_barrel_forging,generic_artillery_organization,template,trait,generic_mio_trait_advanced_barrel_forging,GFX_generic_mio_trait_icon_efficiency_gain,,2,0,generic_mio_trait_rapid_fire
generic_mio_trait_big_guns,generic_artillery_organization,template,trait,generic_mio_trait_big_guns,GFX_generic_mio_trait_icon_soft_attack,,2,0,generic_mio_trait_advanced_barrel_forging
generic_mio_trait_gun_mass_production,generic_artillery_organization,template,trait,generic_mio_trait_gun_mass_production,GFX_generic_mio_department_icon_facilities,,0,2,generic_mio_trait_advanced_barrel_forging
generic_mio_trait_super_charges,generic_artillery_organization,template,trait,generic_mio_trait_super_charges,GFX_generic_mio_department_icon_facilities,,0,2,generic_mio_trait_big_guns
generic_mio_trait_light_weight_barrels,generic_artillery_organization,template,trait,generic_mio_trait_light_weight_barrels,GFX_generic_mio_trait_icon_breakthrough,,0,2,generic_mio_trait_gun_mass_production
generic_mio_trait_drum_pattern_sights,generic_infantry_equipment_organization,template,trait,generic_mio_trait_drum_pattern_sights,GFX_generic_mio_trait_icon_defense,,1,0,
generic_mio_trait_reinforced_stocks,generic_infantry_equipment_organization,template,trait,generic_mio_trait_reinforced_stocks,GFX_generic_mio_trait_icon_reliability,,4,0,generic_mio_trait_drum_pattern_sights
generic_mio_trait_bolt_action,generic_infantry_equipment_organization,template,trait,generic_mio_trait_bolt_action,GFX_generic_mio_department_icon_infantry_line_efficiency,,,,generic_mio_trait_reinforced_stocks
generic_mio_trait_semi_auto,generic_infantry_equipment_organization,template,trait,generic_mio_trait_semi_auto,GFX_generic_mio_trait_icon_soft_attack,,1,2,generic_mio_trait_reinforced_stocks
generic_mio_trait_medium_machineguns,generic_infantry_equipment_organization,template,trait,generic_mio_trait_medium_machineguns,GFX_generic_mio_trait_icon_breakthrough,,1,2,generic_mio_trait_bolt_action
generic_mio_trait_advanced_barrel_forging,generic_infantry_equipment_organization,template,trait,generic_mio_trait_advanced_barrel_forging,GFX_generic_mio_trait_icon_efficiency_gain,,2,2,generic_mio_trait_drum_pattern_sights
generic_mio_trait_mass_rifle_production,generic_infantry_equipment_organization,template,trait,generic_mio_trait_mass_rifle_production,GFX_generic_mio_department_icon_facilities,,0,2,generic_mio_trait_advanced_barrel_forging
generic_mio_trait_quality_materials,generic_infantry_equipment_organization,template,trait,generic_mio_trait_quality_materials,GFX_generic_mio_trait_icon_reliability,,0,2,generic_mio_trait_drum_pattern_sights
generic_mio_trait_improved_small_arms_bullet_design,generic_infantry_equipment_organization,template,trait,generic_mio_trait_improved_small_arms_bullet_design,GFX_generic_mio_trait_icon_soft_attack,,,,generic_mio_trait_quality_materials
generic_mio_trait_armor_piercing_rounds,generic_infantry_equipment_organization,template,trait,generic_mio_trait_armor_piercing_rounds,GFX_generic_mio_trait_icon_ap_attack,,1,2,generic_mio_trait_quality_materials
generic_mio_trait_heavy_anti_armor_ammunition,generic_infantry_equipment_organization,template,trait,generic_mio_trait_heavy_anti_armor_ammunition,GFX_generic_mio_trait_icon_ap_attack,,3,0,generic_mio_trait_reinforced_stocks
generic_mio_trait_vehicle_mounted_capabilities,generic_infantry_equipment_organization,template,trait,generic_mio_trait_vehicle_mounted_capabilities,GFX_generic_mio_trait_icon_breakthrough,,,,generic_mio_trait_heavy_anti_armor_ammunition
generic_mio_trait_rubber_cushioned_buttpad,generic_infantry_equipment_organization,template,trait,generic_mio_trait_rubber_cushioned_buttpad,GFX_generic_mio_trait_icon_breakthrough,,1,2,generic_mio_trait_heavy_anti_armor_ammunition
generic_mio_trait_anti_vechicle_land_mines,generic_infantry_equipment_organization,template,trait,generic_mio_trait_anti_vechicle_land_mines,GFX_generic_mio_department_icon_infantry_quality,,1,2,generic_mio_trait_vehicle_mounted_capabilities
generic_mio_trait_material_recycling,generic_support_equipment_organization,template,trait,generic_mio_trait_material_recycling,GFX_generic_mio_department_icon_support_materials,,1,0,
generic_mio_trait_scrap_melting,generic_support_equipment_organization,template,trait,generic_mio_trait_scrap_melting,GFX_generic_mio_trait_icon_resources,,,,generic_mio_trait_material_recycling
generic_mio_trait_high_quality_material_blend,generic_support_equipment_organization,template,trait,generic_mio_trait_high_quality_material_blend,GFX_generic_mio_trait_icon_efficiency_cap,,1,1,generic_mio_trait_material_recycling
generic_mio_trait_mass_production,generic_support_equipment_organization,template,trait,generic_mio_trait_mass_production,GFX_generic_mio_trait_icon_efficiency_gain,,,,generic_mio_trait_high_quality_material_blend
generic_mio_trait_research_program,generic_support_equipment_organization,template,trait,generic_mio_trait_research_program,GFX_generic_mio_department_icon_facilities,,,,generic_mio_trait_mass_production
generic_mio_trait_efficient_scale_up,generic_support_equipment_organization,template,trait,generic_mio_trait_efficient_scale_up,GFX_generic_mio_department_icon_support_production,,2,0,generic_mio_trait_research_program
generic_mio_trait_private_scientists_program,generic_support_equipment_organization,template,trait,generic_mio_trait_private_scientists_program,GFX_generic_mio_department_icon_facilities,,4,0,generic_mio_trait_material_recycling
generic_mio_trait_private_tenders,generic_support_equipment_organization,template,trait,generic_mio_trait_private_tenders,GFX_generic_mio_department_icon_facilities,,0,1,generic_mio_trait_private_scientists_program
generic_mio_trait_anti_tank_rifle,generic_support_equipment_organization,template,trait,generic_mio_trait_anti_tank_rifle,GFX_generic_mio_trait_icon_ap_attack,,3,0,generic_mio_trait_private_scientists_program
generic_mio_trait_single_shot_man_portable_anti_tank_system,generic_support_equipment_organization,template,trait,generic_mio_trait_single_shot_man_portable_anti_tank_system,GFX_generic_mio_trait_icon_soft_attack,,0,4,generic_mio_trait_anti_tank_rifle
generic_mio_trait_small_sidearms,generic_support_equipment_organization,template,trait,generic_mio_trait_small_sidearms,GFX_generic_mio_trait_icon_defense,,1,2,generic_mio_trait_private_tenders
generic_mio_trait_light_mortar,generic_support_equipment_organization,template,trait,generic_mio_trait_light_mortar,GFX_generic_mio_trait_icon_breakthrough,,0,1,generic_mio_trait_small_sidearms
generic_mio_trait_pontoons,generic_support_equipment_organization,template,trait,generic_mio_trait_pontoons,GFX_generic_mio_trait_icon_maximum_speed,,,,generic_mio_trait_private_tenders
generic_mio_trait_composite_cargo_bed,generic_motorized_mechanized_organization,template,trait,generic_mio_trait_composite_cargo_bed,GFX_generic_mio_department_icon_motorized_production,,0,0,
generic_mio_trait_steel_cargo_bed,generic_motorized_mechanized_organization,template,trait,generic_mio_trait_steel_cargo_bed,GFX_generic_mio_trait_icon_reliability,,2,0,generic_mio_trait_composite_cargo_bed
generic_mio_trait_all_wheel_drive,generic_motorized_mechanized_organization,template,trait,generic_mio_trait_all_wheel_drive,GFX_generic_mio_trait_icon_breakthrough,,1,2,generic_mio_trait_composite_cargo_bed
generic_mio_trait_attached_wood_gas_generator,generic_motorized_mechanized_organization,template,trait,generic_mio_trait_attached_wood_gas_generator,GFX_generic_mio_trait_icon_fuel_consumption,,,,generic_mio_trait_all_wheel_drive
generic_mio_trait_high_powered_engine,generic_motorized_mechanized_organization,template,trait,generic_mio_trait_high_powered_engine,GFX_generic_mio_trait_icon_maximum_speed,,2,0,generic_mio_trait_attached_wood_gas_generator
