template_name,division_names_group,source_file
Chugata Hohei Shidan,JAP_INF_01,JAP_1939_nsb.txt
Dokuritsu Konsei Ryodan,JAP_IMB_01,JAP_1939_nsb.txt
Kihei Shidan,JAP_CAV_01,JAP_1939_nsb.txt
Jidousha Shidan,JAP_MOT_01,JAP_1939_nsb.txt
Senshadan,JAP_ARM_01,JAP_1939_nsb.txt
Rikusentai,JAP_MAR_01,JAP_1939_nsb.txt
Chuton-chi Shidan,JAP_GAR_01,JAP_1939_nsb.txt
Ginrinbutai,JAP_BIC_01,JAP_1939_nsb.txt
Kutei Shidan,JAP_PAR_01,JAP_1939_nsb.txt
Azad Hind Infantry Corps,,JAP_Indian_National_Army_reinforcement.txt
Morit Diviziin,MON_CAV_01,KAL_khanate_battalions.txt
Khalimagiin Khaadyn Kharuuluud,MON_INF_01,KAL_khanate_battalions.txt
Infantry Division,BRENGL_INF_01,KEN_1936.txt
Cavalry Division,BRENGL_CAV_01,KEN_1936.txt
Sanjiao Jun,XSM_INF_01,KHM_1936_sea.txt
Qibing Jun,XSM_CAV_01,KHM_1936_sea.txt
Daehanminguk Yuk-gun,KOR_INF_01,KOR_1936.txt
Binary Infantry,KOR_INF_01,KOR_1939.txt
Triangular Infantry,KOR_INF_01,KOR_1939.txt
Kavaleriyskaya Diviziya,SOV_CAV_01,KUB_cossack_host.txt
Kumullik Militia,XSM_INF_01,KUM_uprising.txt
Uyghur Regiment,XSM_CAV_01,KUM_uprising_2.txt
Dabeşa siwarî,TUR_CAV_01,KUR_liberation_troops.txt
Peyayên Kurd,TUR_INF_01,KUR_liberation_troops.txt
Kajnieku Divizija,LAT_INF_01,LAT_1936.txt
Artilerijas Pulks,LAT_INF_01,LAT_1936.txt
Aizsargi,LAT_INF_01,LAT_1936.txt
Kajnieku Divizija,LAT_INF_01,LAT_1939.txt
Infantry Brigade,BRENGL_INFB_01,LIB_1936.txt
Infantry Brigade,BRENGL_INFB_01,LIB_1939.txt
Pestininku Divizija,LIT_INF_01,LIT_1936.txt
Artilerija Divizija,LIT_INF_01,LIT_1936.txt
Valstybės Sienos Apsaugos Skyrius,LIT_INF_01,LIT_1936.txt
Pestininku Divizija,LIT_INF_01,LIT_1939.txt
Kavalerijos Brigados,LIT_CAV_01,LIT_1939.txt
Public Force,LUX_INF_01,LUX_1936.txt
Public Force,LUX_INF_01,LUX_1939.txt
Malaya Infantry Brigade,BRENGL_INFB_01,MAL_1936.txt
Huncheng Lu,MAN_INF_01,MAN_1936.txt
Bubing Shi,MAN_INF_02,MAN_1936.txt
Qu Jun,MAN_GAR_01,MAN_1936.txt
Qibing Shi,MAN_CAV_02,MAN_1936.txt
Bubing Shi,MAN_INF_01,MAN_1939.txt
Qu Jun,MAN_GAR_01,MAN_1939.txt
Qibing Shi,MAN_CAV_01,MAN_1939.txt
Juntuán,MEN_INF_01,MEN_1936.txt
Morit Diviziin,MEN_CAV_02,MEN_1936.txt
Qibing Jun,MEN_CAV_01,MEN_1936.txt
Juntuán,MEN_INF_01,MEN_1939.txt
Qibing Jun,MEN_CAV_01,MEN_1939.txt
División de Infanteria,SPAN_INF_01,MEX_1936.txt
Brigada Agrarista,MEX_INF_02,MEX_1936.txt
División de Caballería,SPAN_CAV_01,MEX_1936.txt
División de Infanteria,SPAN_INF_01,MEX_1939.txt
Brigada Agrarista,MEX_INF_02,MEX_1939.txt
División de Caballería,SPAN_CAV_01,MEX_1939.txt
Morit Diviziin,MON_CAV_01,MON_1936.txt
Morit Diviziin,MON_CAV_01,MON_1939.txt
Infantry Division,BRA_INF_01,MZB_1936.txt
Paidala Dibhijana,NEP_MTN_01,NEP_1936.txt
Royal Nepalese Division,NEP_INF_01,NEP_1936.txt
Paidala Dibhijana,NEP_MTN_01,NEP_1939.txt
Royal Nepalese Division,NEP_INF_01,NEP_1939.txt
Brigada de Infanteria,SPAN_INFB_01,NIC_1936.txt
Brigada de Infanteria,SPAN_INFB_01,NIC_1939.txt
Infanteridivisjon,NOR_INF_01,NOR_1936.txt
Binærdivisjon,NOR_INF_01,NOR_1936.txt
Dragonregiment,NOR_CAV_01,NOR_1936.txt
Infanteridivisjon,NOR_INF_01,NOR_1939.txt
Binærdivisjon,NOR_INF_01,NOR_1939.txt
Dragonregiment,NOR_CAV_01,NOR_1939.txt
Juntuán Reformed,XSM_INF_01,NXM_1936_sea.txt
Qibing Jun,XSM_CAV_01,NXM_1936_sea.txt
District Force,NZL_MIL_01,NZL_1936.txt
Armoured Division,NZL_ARM_01,NZL_1936.txt
Infantry Division,NZL_INF_01,NZL_1939.txt
District Force,NZL_MIL_01,NZL_1939.txt
Armored-Division,NZL_ARM_01,NZL_1939.txt
Alfurqat Almasha,OMA_INF_01,OMA_1936.txt
Alfurqat Almasha,OMA_INF_01,OMA_1939.txt
Infantry Division,BRENGL_INF_01,PAK_1936.txt
Armoured Division,BRENGL_ARM_01,PAK_1936.txt
División de Infanteria,SPAN_INF_01,PAN_1936.txt
División de Infanteria,SPAN_INF_01,PAN_1939.txt
División de Infanteria,SPAN_INF_01,PAR_1936.txt
División de Infanteria,SPAN_INF_01,PAR_1939.txt
Infantry Division,PER_INF_01,PER_1936.txt
Cavalry Division,PER_CAV_01,PER_1936.txt
Iranian Gendarmerie,PER_GAR_01,PER_1936.txt
Mixed Division,PER_INF_01,PER_1939.txt
Infantry Group,PER_GAR_01,PER_1939.txt
Infantry Division,PHI_INF_01,PHI_1936.txt
Infantry Division,PHI_INF_01,PHI_1936_ncns.txt
Philippine Scouts Division,PHI_RAN_01,PHI_1936_ncns.txt
Infantry Division,PHI_INF_01,PHI_1939.txt
Philippine Scouts Division,PHI_RAN_01,PHI_1939.txt
Dywizja Piechoty,POL_INF_01,POL_1936.txt
Dywizja Piechoty Górskiej,POL_MNT_01,POL_1936.txt
Brygada Kawalerii,POL_CAV_01,POL_1936.txt
Dywizja Piechoty,POL_INF_01,POL_1939.txt
Dywizja Piechoty Górskiej,POL_MNT_01,POL_1939.txt
Brygada Piechoty Górskiej,POL_MNT_01,POL_1939.txt
Brygada Kawalerii,POL_CAV_01,POL_1939.txt
Brygada Motorowej,POL_MOT_01,POL_1939.txt
Grupa Pancerna,POL_CAV_01,POL_1939.txt
Brygada Ochrony Pogranicza,POL_GAR_01,POL_1939.txt
Dywizja Piechoty,POL_INF_01,POL_1939_nsb.txt
Dywizja Piechoty Górskiej,POL_MNT_01,POL_1939_nsb.txt
Brygada Piechoty Górskiej,POL_MNT_01,POL_1939_nsb.txt
Brygada Kawalerii,POL_CAV_01,POL_1939_nsb.txt
Brygada Motorowej,POL_MOT_01,POL_1939_nsb.txt
Grupa Pancerna,POL_CAV_01,POL_1939_nsb.txt
Brygada Ochrony Pogranicza,POL_GAR_01,POL_1939_nsb.txt
Divisão de Infantaria,POR_INF_01,POR_1936.txt
Força de Caçadores,POR_CAC_01,POR_1936.txt
Brigada de Cavalaria,POR_CAV_01,POR_1936.txt
Divisão de Infantaria,POR_INF_01,POR_1939.txt
Força de Caçadores,POR_CAC_01,POR_1939.txt
Brigada de Cavalaria,POR_CAV_01,POR_1939.txt
Juntuán,PRC_INF_01,PRC_1936.txt
Renmin Jundui,PRC_GAR_01,PRC_1936.txt
Juntuán,PRC_INF_01,PRC_1936_TSR.txt
Renmin Jundui,PRC_MIL_01,PRC_1936_TSR.txt
Juntuán,PRC_INF_01,PRC_1939.txt
Renmin Jundui,PRC_GAR_01,PRC_1939.txt
Juntuán,PRC_INF_01,PRC_1939_TSR.txt
Renmin Jundui,PRC_MIL_01,PRC_1939_TSR.txt
Erjinzhi Juntuán,,PRC_SOV_reinforcements.txt
Erjinzhi Juntuán,,PRC_SOV_reinforcements_2.txt
División de Infanteria,SPAN_INF_01,PRU_1936.txt
División de Caballería,SPAN_CAV_01,PRU_1936.txt
División de Infanteria,SPAN_INF_01,PRU_1939.txt
División de Caballería,SPAN_CAV_01,PRU_1939.txt
Infantry Division,RAJ_GAR_01,RAJ_1936.txt
District Garrison,RAJ_GAR_01,RAJ_1936.txt
Armored-Division,RAJ_ARM_01,RAJ_1936.txt
Infantry Division,RAJ_GAR_01,RAJ_1936_GOE.txt
Rajput Regiment,RAJ_GAR_01,RAJ_1936_GOE.txt
District Garrison,RAJ_GAR_01,RAJ_1936_GOE.txt
Armored-Division,RAJ_ARM_01,RAJ_1936_GOE.txt
Infantry Division,RAJ_INF_01,RAJ_1939.txt
District Garrison,RAJ_GAR_01,RAJ_1939.txt
Colonial Garrison,RAJ_GAR_01,RAJ_1939.txt
Armoured Division,RAJ_ARM_01,RAJ_1939.txt
Berittene Militärpolizei,GER_Cav_01,RK_OOB.txt
Militärpolizei,GER_Cav_01,RK_OOB.txt
Divizia de Infanterie,ROM_INF_01,ROM_1936.txt
Brigada de Munte,ROM_MTN_01,ROM_1936.txt
Brigada de Cavalerie,ROM_CAV_01,ROM_1936.txt
Regimentul de Blindate,ROM_ARM_01,ROM_1936.txt
Divizia de Infanterie,ROM_INF_01,ROM_1936_nsb.txt
Brigada de Munte,ROM_MTN_01,ROM_1936_nsb.txt
Brigada de Cavalerie,ROM_CAV_01,ROM_1936_nsb.txt
Regimentul de Blindate,ROM_ARM_01,ROM_1936_nsb.txt
Divizia de Infanterie,ROM_INF_01,ROM_1939.txt
Brigada de Munte,ROM_MTN_01,ROM_1939.txt
Brigada de Cavalerie,ROM_CAV_01,ROM_1939.txt
Blindata Brigada,ROM_ARM_01,ROM_1939.txt
Divizia de Infanterie,ROM_INF_01,ROM_1939_nsb.txt
Brigada de Munte,ROM_MTN_01,ROM_1939_nsb.txt
Brigada de Cavalerie,ROM_CAV_01,ROM_1939_nsb.txt
Blindata Brigada,ROM_ARM_01,ROM_1939_nsb.txt
District Force,SAF_GAR_01,SAF_1936.txt
District Brigade,SAF_GAR_01,SAF_1936.txt
Armored-Division,SAF_ARM_01,SAF_1936.txt
District Force,SAF_GAR_01,SAF_1939.txt
District Brigade,SAF_GAR_01,SAF_1939.txt
Armored-Division,SAF_ARM_01,SAF_1939.txt
Democratic Defense Brigade,,SAF_D_civil_war.txt
Nationalist Partisans,,SAF_F_civil_war.txt
Alfurqat Almasha,SAU_INF_01,SAU_1936.txt
Alfurqat Alfursan,SAU_CAV_01,SAU_1936.txt
Alfurqat Almasha,SAU_INF_01,SAU_1939.txt
Alfurqat Alfursan,SAU_CAV_01,SAU_1939.txt
Juntuán,SHX_INF_01,SHX_1936.txt
Juntuán,SHX_INF_01,SHX_1936_sea.txt
Qibing Jun,SHX_CAV_01,SHX_1936_sea.txt
Sanjiao Jun,SHX_INF_01,SHX_1936_sea.txt
Infantry Division,SIA_INF_01,SIA_1936.txt
Infantry Division,SIA_INF_01,SIA_1939.txt
Juntuán,CHI_INF_01,SIC_1936_sea.txt
Sanjiao Jun,CHI_INF_01,SIC_1936_sea.txt
Juntuán,SIK_INF_01,SIK_1936.txt
Juntuán,SIK_INF_01,SIK_1936_sea.txt
Juntuán,SIK_INF_01,SIK_1939.txt
Pesi Divize,SLO_INF_01,SLO_1939.txt
Mobilná Skupina,SLO_CAV_01,SLO_1939.txt
Pesi Divize,SLO_INF_01,SLO_1939_nsb.txt
Mobilná Skupina,SLO_CAV_01,SLO_1939_nsb.txt
Pesi Divize,SLO_INF_01,SLO_independence.txt
Mobilná Skupina,,SLO_independence.txt
Puska Brigáda,SLO_INF_02,SLO_independence.txt
Pesi Divize,SLO_INF_01,SLO_independence_nsb.txt
Mobilná Skupina,,SLO_independence_nsb.txt
Puska Brigáda,SLO_INF_02,SLO_independence_nsb.txt
Sanjiao Jun,CHI_INF_01,SND_1936_sea.txt
Qibing Jun,CHI_CAV_01,SND_1936_sea.txt
Strelkovaya Diviziya,SOV_INF_01,SOV_1936.txt
Gornostrelkovaya Diviziya,SOV_MNT_01,SOV_1936.txt
Motostrelkovaya Diviziya,SOV_MOT_01,SOV_1936.txt
Kavaleriyskaya Diviziya,SOV_CAV_01,SOV_1936.txt
NKVD Pogranichnaya Diviziya,SOV_GAR_01,SOV_1936.txt
Mekhanizirovaniy Korpus,SOV_MEC_01,SOV_1936.txt
Vozdushno-Desantnaya Brigada,SOV_PAR_01,SOV_1936.txt
Strelkovaya Diviziya,SOV_INF_01,SOV_1936_nsb.txt
Gornostrelkovaya Diviziya,SOV_MNT_01,SOV_1936_nsb.txt
Motostrelkovaya Diviziya,SOV_MOT_01,SOV_1936_nsb.txt
Kavaleriyskaya Diviziya,SOV_CAV_01,SOV_1936_nsb.txt
NKVD Pogranichnaya Diviziya,SOV_GAR_01,SOV_1936_nsb.txt
Mekhanizirovaniy Korpus,SOV_MEC_01,SOV_1936_nsb.txt
Vozdushno-Desantnaya Brigada,SOV_PAR_01,SOV_1936_nsb.txt
Strelkovaya Diviziya,SOV_INF_01,SOV_1939.txt
Gornostrelkovaya Diviziya,SOV_MNT_01,SOV_1939.txt
Motostrelkovaya Diviziya,SOV_MOT_01,SOV_1939.txt
Kavaleriyskaya Diviziya,SOV_CAV_01,SOV_1939.txt
NKVD Pogranichnaya Diviziya,SOV_GAR_01,SOV_1939.txt
Vozdushno-Desantnaya,SOV_PAR_01,SOV_1939.txt
Tankovaya Korpus,SOV_ARM_02,SOV_1939.txt
Legko-Tankovaya Brigada,SOV_ARM_04,SOV_1939.txt
Tankovaya Brigada,SOV_ARM_04,SOV_1939.txt
Tyazolaya-Tankovaya Brigada,SOV_ARM_04,SOV_1939.txt
Kazachya Kavaleryskaya Diviziya,SOV_CAV_02,SOV_1939.txt
Strelkovaya Diviziya,SOV_INF_01,SOV_1939_nsb.txt
Gornostrelkovaya Diviziya,SOV_MNT_01,SOV_1939_nsb.txt
Motostrelkovaya Diviziya,SOV_MOT_01,SOV_1939_nsb.txt
Kavaleriyskaya Diviziya,SOV_CAV_01,SOV_1939_nsb.txt
NKVD Pogranichnaya Diviziya,SOV_GAR_01,SOV_1939_nsb.txt
Vozdushno-Desantnaya,SOV_PAR_01,SOV_1939_nsb.txt
Tankovaya Korpus,SOV_ARM_02,SOV_1939_nsb.txt
Legko-Tankovaya Brigada,SOV_ARM_04,SOV_1939_nsb.txt
Tankovaya Brigada,SOV_ARM_04,SOV_1939_nsb.txt
Tyazolaya-Tankovaya Brigada,SOV_ARM_04,SOV_1939_nsb.txt
Kazachya Kavaleryskaya Diviziya,SOV_CAV_02,SOV_1939_nsb.txt
División de Infantería,SPA_INF_01,SPA_1939.txt
División de Caballería,SPR_CAV_01,SPA_1939.txt
Fuerza Colonial,SPR_GAR_01,SPA_1939.txt
Brigada Legionario,SPAN_INF_01,SPA_Civil_War.txt
División de Infantería,SPR_INF_01,SPR_1936.txt
División de Caballería,SPR_CAV_01,SPR_1936.txt
Brigada Montaña,SPR_MNT_01,SPR_1936.txt
Brigada de Infantería,SPR_GAR_01,SPR_1936.txt
Brigada Internacionales,SPR_INF_01,SPR_Civil_War.txt
German Expatriates,,SPR_German_Expatriates_Barcelona.txt
German Expatriates,,SPR_German_Expatriates_Madrid.txt
Arméfördelning,SWE_INF_01,SWE_1936.txt
Kavalleribrigaden,SWE_CAV_01,SWE_1936.txt
Pansarregemente,SWE_ARM_01,SWE_1936.txt
Militärområde,SWE_GAR_01,SWE_1936.txt
Arméfördelning,SWE_INF_01,SWE_1939.txt
Kavalleribrigaden,SWE_CAV_01,SWE_1939.txt
Pansarregemente,SWE_ARM_01,SWE_1939.txt
Militärområde,SWE_GAR_01,SWE_1939.txt
Infanterie-Division,SWI_INF_01,SWI_1936.txt
Gebirgs-Division,SWI_MNT_01,SWI_1936.txt
Gebirgsbrigade,SWI_MNT_01,SWI_1936.txt
Grenzbrigade,SWI_GAR_01,SWI_1936.txt
Leichte-Brigade,SWI_CAV_01,SWI_1936.txt
Gebirgsinfanterie,SWI_MNT_01,SWI_1936_BBA.txt
Infanterie de montagne,SWI_MNT_01,SWI_1936_BBA.txt
Fanteria di montagna,SWI_MNT_01,SWI_1936_BBA.txt
Leichte-Brigade,SWI_CAV_01,SWI_1936_BBA.txt
Infanterie-Division,SWI_INF_01,SWI_1939.txt
Gebirgs-Division,SWI_MNT_01,SWI_1939.txt
Gebirgsbrigade,SWI_MNT_01,SWI_1939.txt
Grenzbrigade,SWI_GAR_01,SWI_1939.txt
Leichte-Brigade,SWI_CAV_01,SWI_1939.txt
Gebirgsinfanterie,SWI_MNT_01,SWI_1939_BBA.txt
Infanterie de montagne,SWI_MNT_01,SWI_1939_BBA.txt
Fanteria di montagna,SWI_MNT_01,SWI_1939_BBA.txt
Leichte-Brigade,SWI_CAV_01,SWI_1939_BBA.txt
Strelkovaya Polk,TAN_INF_01,TAN_1936.txt
Strelkovaya Polk,TAN_INF_01,TAN_1939.txt
Juntuan,TIB_GAR_01,TIB_1936.txt
Juntuan,TIB_GAR_01,TIB_1939.txt
Piyade Tümeni,TUR_INF_01,TUR_1936.txt
Dag Tugayi,TUR_MTN_01,TUR_1936.txt
Bogazi Tugay,TUR_GAR_01,TUR_1936.txt
Süvari Tümeni,TUR_CAV_01,TUR_1936.txt
Zirhli Tümeni,TUR_ARM_01,TUR_1936.txt
Piyade Tümeni,TUR_INF_01,TUR_1936_nsb.txt
Dag Tugayi,TUR_MTN_01,TUR_1936_nsb.txt
Bogazi Tugay,TUR_GAR_01,TUR_1936_nsb.txt
Süvari Tümeni,TUR_CAV_01,TUR_1936_nsb.txt
Zirhli Tümeni,TUR_ARM_01,TUR_1936_nsb.txt
Piyade Tümeni,TUR_INF_01,TUR_1939.txt
Dag Tugayi,TUR_MTN_01,TUR_1939.txt
Bogazi Tugay,TUR_GAR_01,TUR_1939.txt
Süvari Tümeni,TUR_CAV_01,TUR_1939.txt
Zirhli Tümeni,TUR_ARM_01,TUR_1939.txt
Marines,,unlock_marines.txt
Motorized-Division,,unlock_motorized.txt
Mountaineer-Division,,unlock_mountineers.txt
Paratroopers,,unlock_paratroopers.txt
Rangers,,unlock_rangers.txt
Armored-Division,,unlock_tanks.txt
Armored-Division,,unlock_tanks_mot.txt
División de Infanteria,SPAN_INF_01,URG_1936.txt
División de Infanteria,SPAN_INF_01,URG_1939.txt
Infantry Division,USA_INF_01,USA_1936.txt
National Guard Division,USA_INF_01,USA_1936.txt
Cavalry Division,USA_CAV_01,USA_1936.txt
Garrison Brigade,USA_GAR_01,USA_1936.txt
Marine Brigade,USA_MAR_01,USA_1936.txt
Infantry Division,USA_INF_01,USA_1939.txt
National Guard Division,USA_INF_01,USA_1939.txt
Cavalry Division,USA_CAV_01,USA_1939.txt
Mechanized Cavalry,USA_CAV_01,USA_1939.txt
Marine Brigade,USA_MAR_01,USA_1939.txt
Garrison Brigade,USA_GAR_01,USA_1939.txt
Local Defense Volunteers,USA_INF_01,USB_defense_force.txt
State Defense Force,USA_INF_01,USB_defense_force.txt
División de Infanteria,SPAN_INF_01,VEN_1936.txt
División de Caballería,SPAN_CAV_01,VEN_1936.txt
División de Infanteria,SPAN_INF_01,VEN_1939.txt
División de Caballería,SPAN_CAV_01,VEN_1939.txt
Infantry Division,ENG_INF_01,WLA_1936.txt
Cavalry Division,ENG_CAV_02,WLA_1936.txt
Sanjiao Jun,CHI_INF_01,XIC_1936_sea.txt
Qibing Jun,CHI_CAV_01,XIC_1936_sea.txt
Juntuán,XSM_INF_01,XSM_1936.txt
Qibing Jun,XSM_CAV_01,XSM_1936.txt
Juntuán,XSM_INF_01,XSM_1936_sea.txt
Juntuán Reformed,XSM_INF_01,XSM_1936_sea.txt
Qibing Jun,XSM_CAV_01,XSM_1936_sea.txt
Binary Infantry,XSM_INF_01,XSM_1939.txt
Triangular Infantry,XSM_INF_01,XSM_1939.txt
Triangular Cavalry,XSM_CAV_01,XSM_1939.txt
Alfurqat Almasha,YEM_INF_01,YEM_1936.txt
Alfurqat Alfursan,YEM_CAV_01,YEM_1936.txt
Alfurqat Almasha,YEM_INF_01,YEM_1939.txt
Alfurqat Alfursan,YEM_CAV_01,YEM_1939.txt
Pesadijska Divizija,YUG_INF_01,YUG_1936.txt
Gorska Pesadija,YUG_MTN_01,YUG_1936.txt
Konjička Divizija,YUG_CAV_01,YUG_1936.txt
Tenkovski Bataljon,YUG_ARM_01,YUG_1936.txt
Pesadijska Divizija,YUG_INF_01,YUG_1936_nsb.txt
Gorska Pesadija,YUG_MTN_01,YUG_1936_nsb.txt
Konjička Divizija,YUG_CAV_01,YUG_1936_nsb.txt
Tenkovski Bataljon,YUG_ARM_01,YUG_1936_nsb.txt
Pesadijska Divizija,YUG_INF_01,YUG_1939.txt
Gorska Pesadija,YUG_MTN_01,YUG_1939.txt
Konjička Divizija,YUG_CAV_01,YUG_1939.txt
Tenkovski Bataljon,YUG_ARM_01,YUG_1939.txt
Pesadijska Divizija,YUG_INF_01,YUG_1939_nsb.txt
Gorska Pesadija,YUG_MTN_01,YUG_1939_nsb.txt
Konjička Divizija,YUG_CAV_01,YUG_1939_nsb.txt
Tenkovski Bataljon,YUG_ARM_01,YUG_1939_nsb.txt
Juntuán,YUN_INF_01,YUN_1936.txt
Juntuán,YUN_INF_01,YUN_1936_sea.txt
Binary Infantry,YUN_INF_01,YUN_1939.txt
Triangular Infantry,YUN_INF_01,YUN_1939.txt
Infantry Division,BRENGL_INF_01,ZIM_1936.txt
